TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC CX 031.2/2WN/HHE7A.UNNN;GACC CX;031.2/2WN/HHE7A.UNNN;n/a;finoox;247-2LXM.1GW.3V3.S5SR-C26.00.0000.000;GACC CX 031.2H/27-ANW_.E_Epoxy;2596;A;2;1;1730;Axial;6,235;5,049;22,83;3028;1350;9;VT0603;0,223;0,4;C;42,04;63,52;4,1;;230V-1~-2.57kW;BG351035-00026;gacc2;1212;430;455;920;332;35,8;16;22,23;Inclusive;n/a;201;302;No;No;No;315;AC motor;50;W;;;204;;;;;;;;no;no;H;E;Epoxy coated aluminum;7;32;8;yes;piece;1
GACC CX 031.2/2WN/HHE7E.TNNN;GACC CX;031.2/2WN/HHE7E.TNNN;n/a;finoox;247-2LXP.1GW.3V3.S5SR-C26.01.0800.000;GACC CX 031.2H/27-ENW_.E_Epoxy;3060;E;2;1;1730;Axial;6,235;5,049;22,83;3028;1350;9;VT0603;0,223;0,4;C;42,04;63,52;4,1;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;37,9;16;22,23;Inclusive;n/a;Inclusive;302;No;Yes;Yes;315;AC motor;50;W;H04BB11000860230;H01CB11000850230;;BG351035-00026.1;2;100;1100;1;200;1100;no;no;H;E;Epoxy coated aluminum;7;32;8;yes;piece;1
GACC CX 031.1/1WN/DHC7A.TNNN;GACC CX;031.1/1WN/DHC7A.TNNN;n/a;finoox;247-1BAS.1GW.3UU.00NN-C26.01.0000.000;GACC CX 031.1D/17-ANW_.E_PC;1602;A;1;1;1730;Axial;1,835;1,499;5,71;1663;1350;8;VT0603;0,109;0,4;D;39,22;60,51;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,9;9,52;9,52;n/a;Inclusive;Inclusive;151;No;No;Yes;315;AC motor;50;W;;;157;;;;;;;;no;no;D;E;Powder coated;7;32;4;yes;piece;1
GACC CX 031.1/1WN/DHC7A.UNNN;GACC CX;031.1/1WN/DHC7A.UNNN;n/a;finoox;247-1BAS.1GW.3UU.00NN-C26.00.0000.000;GACC CX 031.1D/17-ANW_.E_PC;1463;A;1;1;1730;Axial;1,835;1,499;5,71;1663;1350;8;VT0603;0,109;0,4;D;39,22;60,51;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,9;9,52;9,52;n/a;Inclusive;139;151;No;No;No;315;AC motor;50;W;;;157;;;;;;;;no;no;D;E;Powder coated;7;32;4;yes;piece;1
GACC CX 031.1/1WN/DHC7E.TNNN;GACC CX;031.1/1WN/DHC7E.TNNN;n/a;finoox;247-1BAT.1GW.3UU.00NN-C26.01.0800.000;GACC CX 031.1D/17-ENW_.E_PC;1802;E;1;1;1730;Axial;1,835;1,499;5,71;1663;1350;8;VT0603;0,109;0,4;D;39,22;60,51;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;16,6;9,52;9,52;n/a;Inclusive;Inclusive;151;No;Yes;Yes;315;AC motor;50;W;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Powder coated;7;32;4;yes;piece;1
GACC CX 031.1/3WN/FHC7A.UNNN;GACC CX;031.1/3WN/FHC7A.UNNN;n/a;finoox;247-1BHG.1GW.3UQ.SGPW-C26.00.0000.000;GACC CX 031.1F/37-ANW_.E_PC;3663;A;3;1;1730;Axial;7,461;6,003;25,68;4750;1350;9;VT0603;0,331;0,4;C;43,61;65,28;4,5;;400V-3~N-3.7kW;BG351035-00009;gacc3;1672;430;455;1380;332;44,3;16;22,23;n/a;Inclusive;272;453;No;No;No;315;AC motor;50;W;;;231;;;;;;;;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GACC CX 031.1/1WN/FHC7E.UANN;GACC CX;031.1/1WN/FHC7E.UANN;n/a;finoox;247-1BBH.1GW.3UX.00NN-C26.00.0800.100;GACC CX 031.1F/17-ENW_.E_PC;2095;E;1;1;1730;Axial;2,471;2,002;8,56;1583;1350;8;VT0603;0,11;0,4;C;39,22;60,51;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;19,3;9,52;9,52;n/a;Inclusive;139;Inclusive;Yes;Yes;No;315;AC motor;50;W;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Powder coated;7;48;6;yes;piece;1
GACC CX 031.2/2WN/FHC7A.UANN;GACC CX;031.2/2WN/FHC7A.UANN;n/a;finoox;247-2LXD.1GW.3UX.00NN-C26.00.0000.100;GACC CX 031.2F/27-ANW_.E_PC;2669;A;2;1;1730;Axial;4,714;3,749;17,12;3167;1350;9;VT0603;0,22;0,4;C;42,04;63,52;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;30,9;9,52;9,52;n/a;Inclusive;201;Inclusive;Yes;No;No;315;AC motor;50;W;;;204;;;;;;;;no;no;F;E;Powder coated;7;48;6;yes;piece;1
GACC CX 031.1/1WN/DHC4A.TANN;GACC CX;031.1/1WN/DHC4A.TANN;n/a;finoox;247-1BAN.1GW.3UU.00NN-C26.01.0000.100;GACC CX 031.1D/14-ANW_.E_PC;2024;A;1;1;1730;Axial;2,34;1,886;9,65;1523;1350;8;VT0603;0,111;0,4;D;39,22;60,51;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,9;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;50;W;;;157;;;;;;;;no;no;D;E;Powder coated;4;32;4;yes;piece;1
GACC CX 031.1/2WN/DHC4A.UNNN;GACC CX;031.1/2WN/DHC4A.UNNN;n/a;finoox;247-1BDU.1GW.3UU.00NN-C26.00.0000.000;GACC CX 031.1D/24-ANW_.E_PC;2683;A;2;1;1730;Axial;4,696;3,727;19,3;3047;1350;9;VT0603;0,222;0,4;D;42,04;63,52;2;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;26,6;9,52;9,52;n/a;Inclusive;201;302;No;No;No;315;AC motor;50;W;;;172;;;;;;;;no;no;D;E;Powder coated;4;32;4;yes;piece;1
GACC CX 031.1/1WN/FHC4A.TNNN;GACC CX;031.1/1WN/FHC4A.TNNN;n/a;finoox;247-1BBC.1GW.3UX.00NN-C26.01.0000.000;GACC CX 031.1F/14-ANW_.E_PC;2254;A;1;1;1730;Axial;2,919;2,347;14,48;1416;1350;7;VT0603;0,113;0,4;D;39,22;60,51;1,6;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;18,3;9,52;9,52;n/a;Inclusive;Inclusive;151;No;No;Yes;315;AC motor;50;W;;;183;;;;;;;;no;no;F;E;Powder coated;4;48;6;yes;piece;1
GACC CX 031.2/3WN/DHC4A.UANN;GACC CX;031.2/3WN/DHC4A.UANN;n/a;finoox;247-2LYZ.1GW.3UV.S5SR-C26.00.0000.100;GACC CX 031.2D/34-ANW_.E_PC;4321;A;3;1;1730;Axial;7,214;5,756;28,95;4570;1350;9;VT0603;0,334;0,4;D;43,61;65,28;3;;230V-1~-2.45kW;BG351035-00008;gacc3;1672;430;455;1380;332;38,1;16;22,23;n/a;Inclusive;272;Inclusive;Yes;No;No;315;AC motor;50;W;;;190;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GACC CX 031.2/2WN/FHC4E.TANN;GACC CX;031.2/2WN/FHC4E.TANN;n/a;finoox;247-2LX7.1GW.3UX.00NN-C26.01.0800.100;GACC CX 031.2F/24-ENW_.E_PC;3720;E;2;1;1730;Axial;5,285;4,174;28,95;2833;1350;8;VT0603;0,226;0,4;D;42,04;63,52;3;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;33,2;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;50;W;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;E;Powder coated;4;48;6;yes;piece;1
GACC CX 031.2/3WN/DHC4E.UNNN;GACC CX;031.2/3WN/DHC4E.UNNN;n/a;finoox;247-2LZ1.1GW.3UV.S5SR-C26.00.0800.000;GACC CX 031.2D/34-ENW_.E_PC;4100;E;3;1;1730;Axial;7,214;5,756;28,95;4570;1350;9;VT0603;0,334;0,4;D;43,61;65,28;3;230V-1~-2.45kW;;;gacc3;1672;430;455;1380;332;40,2;16;22,23;n/a;Inclusive;272;453;No;Yes;No;315;AC motor;50;W;H04BB15801250230;H01CB15601200230;;BG351035-00008.1;1;100;1580;1;200;1560;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GACC CX 040.1/11M/DJA4E.UNNN;GACC CX;040.1/11M/DJA4E.UNNN;n/a;finoox;247-1BBX.1U2.3V6.00NN-C26.00.0800.000;GACC CX 040.1D/14-EL1_.E;2714;E;1;1;2110;Axial;4,458;3,552;17,83;2326;900;9;VT03090U;0,092;0,6;B;37,59;59,13;1,9;230V-1~-1.78kW;;;gacc1;1006;560;565;680;406;26,5;9,52;9,52;n/a;n/a;142;172;No;Yes;No;400;EC motor;5060;1;H04BB08800540230;H01CB08800700230;;BG351035-00003.1;2;100;880;1;200;880;no;no;D;E;Aluminum;4;40;4;yes;piece;1
GACC CX 040.1/31M/FJA4E.TNNN;GACC CX;040.1/31M/FJA4E.TNNN;n/a;finoox;247-1BHZ.1U2.3VB.S5PY-C26.01.0800.000;GACC CX 040.1F/34-EL1_.E;6814;E;3;1;2110;Axial;15,407;12,318;80,25;6436;900;10;VT03090U;0,281;0,6;A;42,21;64,28;8;400V-3~N-6.5kW;;;gacc3a;2366;560;565;680;406;75,7;16;22,23;n/a;n/a;Inclusive;516;No;Yes;Yes;400;EC motor;5060;1;H04BB22301600230;H01CB22401700230;;BG351035-00017.1;3;100;2230;1;200;2240;no;no;F;E;Aluminum;4;20;6;yes;piece;1
GACC CX 040.1/21M/DJA4E.UNNN;GACC CX;040.1/21M/DJA4E.UNNN;n/a;finoox;247-1BF3.1U2.3V7.S5PT-C26.00.0800.000;GACC CX 040.1D/24-EL1_.E;4293;E;2;1;2110;Axial;8,966;7,154;35,67;4652;900;10;VT03090U;0,184;0,6;B;40,32;62,14;3,7;400V-3~N-3.7kW;;;gacc2;1686;560;565;1360;406;45,1;16;22,23;n/a;n/a;207;344;No;Yes;No;400;EC motor;5060;1;H04BB15801250230;H01CB15601200230;;BG351035-00010.1;2;100;1580;1;200;1560;no;no;D;E;Aluminum;4;20;4;yes;piece;1
GACC CX 040.1/21M/FJA4A.UANN;GACC CX;040.1/21M/FJA4A.UANN;n/a;finoox;247-1BFG.1U2.3VA.S5PT-C26.00.0000.100;GACC CX 040.1F/24-AL1_.E;4863;A;2;1;2110;Axial;10,235;8,183;53,5;4291;900;9;VT03090U;0,188;0,6;A;40,7;62,52;5,5;;400V-3~N-4.95kW;BG351035-00011;gacc2;1686;560;565;1360;406;50,4;16;22,23;n/a;n/a;207;Inclusive;Yes;No;No;400;EC motor;5060;1;;;280;;;;;;;;no;no;F;E;Aluminum;4;30;6;yes;piece;1
GACC CX 040.1/11M/DJA4A.UNNN;GACC CX;040.1/11M/DJA4A.UNNN;n/a;finoox;247-1BBW.1U2.3V6.00NN-C26.00.0000.000;GACC CX 040.1D/14-AL1_.E;2459;A;1;1;2110;Axial;4,458;3,552;17,83;2326;900;9;VT03090U;0,092;0,6;B;37,59;59,13;1,9;;230V-1~-1.78kW;BG351035-00003;gacc1;1006;560;565;680;406;24,7;9,52;9,52;n/a;n/a;142;172;No;No;No;400;EC motor;5060;1;;;201;;;;;;;;no;no;D;E;Aluminum;4;40;4;yes;piece;1
GACC CX 040.1/31M/HJA7A.UANN;GACC CX;040.1/31M/HJA7A.UANN;n/a;finoox;247-1BJL.1U2.3VJ.S5PZ-C26.00.0000.100;GACC CX 040.1H/37-AL1_.E;6771;A;3;1;2110;Axial;15,446;12,498;63,27;6970;900;10;VT03090U;0,276;0,6;A;41,83;63,91;10,7;;400V-3~N-8.1kW;BG351035-00018;gacc3a;2366;560;565;680;406;82,1;16;22,23;n/a;n/a;299;Inclusive;Yes;No;No;400;EC motor;5060;1;;;388;;;;;;;;no;no;H;E;Aluminum;7;20;8;yes;piece;1
GACC CX 040.1/21M/FJA7E.TANN;GACC CX;040.1/21M/FJA7E.TANN;n/a;finoox;247-1BFF.1U2.3VA.S5PT-C26.01.0800.100;GACC CX 040.1F/27-EL1_.E;4979;E;2;1;2110;Axial;8,782;7,047;31,64;4869;900;10;VT03090U;0,182;0,6;A;40,16;61,98;5,5;400V-3~N-4.95kW;;;gacc2;1686;560;565;1360;406;53,9;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;EC motor;5060;1;H04BB15801250230;H01CB15601200230;;BG351035-00011.1;3;100;1580;1;200;1560;no;no;F;E;Aluminum;7;30;6;yes;piece;1
GACC CX 040.1/31M/FJA7E.TNNN;GACC CX;040.1/31M/FJA7E.TNNN;n/a;finoox;247-1BHX.1U2.3VB.S5PY-C26.01.0800.000;GACC CX 040.1F/37-EL1_.E;6310;E;3;1;2110;Axial;13,207;10,605;47,46;7304;900;11;VT03090U;0,273;0,6;A;41,66;63,74;8;400V-3~N-6.5kW;;;gacc3a;2366;560;565;680;406;74,9;16;22,23;n/a;n/a;Inclusive;516;No;Yes;Yes;400;EC motor;5060;1;H04BB22301600230;H01CB22401700230;;BG351035-00017.1;3;100;2230;1;200;2240;no;no;F;E;Aluminum;7;20;6;yes;piece;1
GACC CX 040.1/31M/FJA7A.TNNN;GACC CX;040.1/31M/FJA7A.TNNN;n/a;finoox;247-1BHW.1U2.3VB.S5PY-C26.01.0000.000;GACC CX 040.1F/37-AL1_.E;5887;A;3;1;2110;Axial;13,207;10,605;47,46;7304;900;11;VT03090U;0,273;0,6;A;41,66;63,74;8;;400V-3~N-6.5kW;BG351035-00017;gacc3a;2366;560;565;680;406;69,9;16;22,23;n/a;n/a;Inclusive;516;No;No;Yes;400;EC motor;5060;1;;;337;;;;;;;;no;no;F;E;Aluminum;7;20;6;yes;piece;1
GACC CX 040.1/11M/HJA7A.TANN;GACC CX;040.1/11M/HJA7A.TANN;n/a;finoox;247-1BCL.1U2.3VG.SGPU-C26.01.0000.100;GACC CX 040.1H/17-AL1_.E;3201;A;1;1;2110;Axial;5,148;4,178;21,09;2323;900;9;VT03090U;0,092;0,6;A;37,59;59,14;3,8;;230V-1~-2.86kW;BG351035-00005;gacc1;1006;560;565;680;406;33,5;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;400;EC motor;5060;1;;;260;;;;;;;;no;no;H;E;Aluminum;7;40;8;yes;piece;1
GACC CX 040.1/11M/HJA7E.UANN;GACC CX;040.1/11M/HJA7E.UANN;n/a;finoox;247-1BCM.1U2.3VG.SGPU-C26.00.0800.100;GACC CX 040.1H/17-EL1_.E;3440;E;1;1;2110;Axial;5,148;4,178;21,09;2323;900;9;VT03090U;0,092;0,6;A;37,59;59,14;3,8;230V-1~-2.86kW;;;gacc1;1006;560;565;680;406;36,4;16;22,23;n/a;n/a;142;Inclusive;Yes;Yes;No;400;EC motor;5060;1;H04BB08800540230;H01CB08800700230;;BG351035-00005.1;4;100;880;1;200;880;no;no;H;E;Aluminum;7;40;8;yes;piece;1
GACC CX 040.1/11M/HJA7E.TNNN;GACC CX;040.1/11M/HJA7E.TNNN;n/a;finoox;247-1BCM.1U2.3VG.SGPU-C26.01.0800.000;GACC CX 040.1H/17-EL1_.E;3410;E;1;1;2110;Axial;5,148;4,178;21,09;2323;900;9;VT03090U;0,092;0,6;A;37,59;59,14;3,8;230V-1~-2.86kW;;;gacc1;1006;560;565;680;406;36,4;16;22,23;n/a;n/a;Inclusive;172;No;Yes;Yes;400;EC motor;5060;1;H04BB08800540230;H01CB08800700230;;BG351035-00005.1;4;100;880;1;200;880;no;no;H;E;Aluminum;7;40;8;yes;piece;1
GACC CX 040.1/21M/FJA7A.TANN;GACC CX;040.1/21M/FJA7A.TANN;n/a;finoox;247-1BFE.1U2.3VA.S5PT-C26.01.0000.100;GACC CX 040.1F/27-AL1_.E;4592;A;2;1;2110;Axial;8,782;7,047;31,64;4869;900;10;VT03090U;0,182;0,6;A;40,16;61,98;5,5;;400V-3~N-4.95kW;BG351035-00011;gacc2;1686;560;565;1360;406;50;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;400;EC motor;5060;1;;;280;;;;;;;;no;no;F;E;Aluminum;7;30;6;yes;piece;1
GACC CX 040.1/21M/FJA7A.UANN;GACC CX;040.1/21M/FJA7A.UANN;n/a;finoox;247-1BFE.1U2.3VA.S5PT-C26.00.0000.100;GACC CX 040.1F/27-AL1_.E;4385;A;2;1;2110;Axial;8,782;7,047;31,64;4869;900;10;VT03090U;0,182;0,6;A;40,16;61,98;5,5;;400V-3~N-4.95kW;BG351035-00011;gacc2;1686;560;565;1360;406;50;16;22,23;n/a;n/a;207;Inclusive;Yes;No;No;400;EC motor;5060;1;;;280;;;;;;;;no;no;F;E;Aluminum;7;30;6;yes;piece;1
GACC CX 040.1/41M/HJA7E.TANN;GACC CX;040.1/41M/HJA7E.TANN;n/a;finoox;247-1BKB.1U2.3VM.SGQ6-C26.01.0800.100;GACC CX 040.1H/47-EL1_.E;10040;E;4;1;2110;Axial;20,466;16,535;84,37;9294;900;11;VT03090U;0,368;0,6;A;42,84;65,16;14,1;400V-3~N-11.4kW;;;gacc4a;3046;560;565;680;406;115;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;EC motor;5060;1;H04BB29002300230;H01CB29202200230;;BG351035-00020.1;4;100;2900;1;200;2920;no;no;H;E;Aluminum;7;16;8;yes;piece;1
GACC CX 040.1/31M/HJA7E.TNNN;GACC CX;040.1/31M/HJA7E.TNNN;n/a;finoox;247-1BJM.1U2.3VJ.S5PZ-C26.01.0800.000;GACC CX 040.1H/37-EL1_.E;7045;E;3;1;2110;Axial;15,446;12,498;63,27;6970;900;10;VT03090U;0,276;0,6;A;41,83;63,91;10,7;400V-3~N-8.1kW;;;gacc3a;2366;560;565;680;406;88,3;16;22,23;n/a;n/a;Inclusive;516;No;Yes;Yes;400;EC motor;5060;1;H04BB22301600230;H01CB22401700230;;BG351035-00018.1;4;100;2230;1;200;2240;no;no;H;E;Aluminum;7;20;8;yes;piece;1
GACC CX 040.1/31M/FJE4E.TANN;GACC CX;040.1/31M/FJE4E.TANN;n/a;finoox;247-1BJ1.1U2.3VB.S5PY-C26.01.0800.100;GACC CX 040.1F/34-EL1_.E_Epoxy;8028;E;3;1;2110;Axial;15,208;12,164;80,25;6436;900;10;VT03090U;0,281;0,6;A;42,21;64,28;8;400V-3~N-6.5kW;;;gacc3a;2366;560;565;680;406;75,7;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;EC motor;5060;1;H04BB22301600230;H01CB22401700230;;BG351035-00017.1;3;100;2230;1;200;2240;no;no;F;E;Epoxy coated aluminum;4;20;6;yes;piece;1
GACC CX 040.1/31M/FJE4A.UNNN;GACC CX;040.1/31M/FJE4A.UNNN;n/a;finoox;247-1BJ0.1U2.3VB.S5PY-C26.00.0000.000;GACC CX 040.1F/34-AL1_.E_Epoxy;6790;A;3;1;2110;Axial;15,208;12,164;80,25;6436;900;10;VT03090U;0,281;0,6;A;42,21;64,28;8;;400V-3~N-6.5kW;BG351035-00017;gacc3a;2366;560;565;680;406;70,6;16;22,23;Inclusive;n/a;299;516;No;No;No;400;EC motor;5060;1;;;337;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;20;6;yes;piece;1
GACC CX 040.1/21M/HJE4A.TANN;GACC CX;040.1/21M/HJE4A.TANN;n/a;finoox;247-1BG8.1U2.3VJ.S5Q0-C26.01.0000.100;GACC CX 040.1H/24-AL1_.E_Epoxy;5967;A;2;1;2110;Axial;11,184;9,129;71,34;3952;900;8;VT03090U;0,19;0,6;A;40,88;62,7;7,3;;400V-3~N-6.2kW;BG351035-00012;gacc2;1686;560;565;1360;406;58,9;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;400;EC motor;5060;1;;;321;;;;;;;;no;no;H;E;Epoxy coated aluminum;4;20;8;yes;piece;1
GACC CX 040.1/31M/FJE7E.TANN;GACC CX;040.1/31M/FJE7E.TANN;n/a;finoox;247-1BJH.1U2.3VB.S5PY-C26.01.0800.100;GACC CX 040.1F/37-EL1_.E_Epoxy;7251;E;3;1;2110;Axial;13,047;10,474;47,46;7304;900;11;VT03090U;0,273;0,6;A;41,66;63,74;8;400V-3~N-6.5kW;;;gacc3a;2366;560;565;680;406;74,9;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;EC motor;5060;1;H04BB22301600230;H01CB22401700230;;BG351035-00017.1;3;100;2230;1;200;2240;no;no;F;E;Epoxy coated aluminum;7;20;6;yes;piece;1
GACC CX 040.1/41M/FJE7A.TNNN;GACC CX;040.1/41M/FJE7A.TNNN;n/a;finoox;247-1BK6.1U2.3VC.SGQ6-C26.01.0000.000;GACC CX 040.1F/47-AL1_.E_Epoxy;8268;A;4;1;2110;Axial;17,702;14,28;63,27;9738;900;12;VT03090U;0,363;0,6;A;42,67;64,99;10,6;;400V-3~N-9.1kW;BG351035-00019;gacc4a;3046;560;565;680;406;90,3;16;22,23;Inclusive;n/a;Inclusive;688;No;No;Yes;400;EC motor;5060;1;;;458;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GACC CX 040.1/11M/FJE7A.TANN;GACC CX;040.1/11M/FJE7A.TANN;n/a;finoox;247-1BCG.1U2.42A.00NN-C26.01.0000.100;GACC CX 040.1F/17-AL1_.E_Epoxy;3148;A;1;1;2110;Axial;4,306;3,449;15,82;2435;900;9;VT03090U;0,091;0,6;A;37,43;58,97;2,8;;230V-1~-2.32kW;BG351035-00004;gacc1;1006;560;565;680;406;28,7;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;400;EC motor;5060;1;;;232;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;60;6;yes;piece;1
GACC CX 040.1/11M/FJE7A.UANN;GACC CX;040.1/11M/FJE7A.UANN;n/a;finoox;247-1BCG.1U2.42A.00NN-C26.00.0000.100;GACC CX 040.1F/17-AL1_.E_Epoxy;3006;A;1;1;2110;Axial;4,306;3,449;15,82;2435;900;9;VT03090U;0,091;0,6;A;37,43;58,97;2,8;;230V-1~-2.32kW;BG351035-00004;gacc1;1006;560;565;680;406;28,7;9,52;9,52;Inclusive;n/a;142;Inclusive;Yes;No;No;400;EC motor;5060;1;;;232;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;60;6;yes;piece;1
GACC CX 040.1/41M/FJE7E.UNNN;GACC CX;040.1/41M/FJE7E.UNNN;n/a;finoox;247-1BK7.1U2.3VC.SGQ6-C26.00.0800.000;GACC CX 040.1F/47-EL1_.E_Epoxy;8331;E;4;1;2110;Axial;17,702;14,28;63,27;9738;900;12;VT03090U;0,363;0,6;A;42,67;64,99;10,6;400V-3~N-9.1kW;;;gacc4a;3046;560;565;680;406;97,3;16;22,23;Inclusive;n/a;418;688;No;Yes;No;400;EC motor;5060;1;H04BB29002300230;H01CB29202200230;;BG351035-00019.1;3;100;2900;1;200;2920;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GACC CX 040.1/11M/HJE7A.TNNN;GACC CX;040.1/11M/HJE7A.TNNN;n/a;finoox;247-1BCU.1U2.3VG.SGPU-C26.01.0000.000;GACC CX 040.1H/17-AL1_.E_Epoxy;3236;A;1;1;2110;Axial;5,078;4,12;21,09;2323;900;9;VT03090U;0,092;0,6;A;37,59;59,14;3,8;;230V-1~-2.86kW;BG351035-00005;gacc1;1006;560;565;680;406;33,5;16;22,23;Inclusive;n/a;Inclusive;172;No;No;Yes;400;EC motor;5060;1;;;260;;;;;;;;no;no;H;E;Epoxy coated aluminum;7;40;8;yes;piece;1
GACC CX 040.1/41M/HJE7A.TNNN;GACC CX;040.1/41M/HJE7A.TNNN;n/a;finoox;247-1BKJ.1U2.3VM.SGQ6-C26.01.0000.000;GACC CX 040.1H/47-AL1_.E_Epoxy;9420;A;4;1;2110;Axial;20,247;16,352;84,37;9294;900;11;VT03090U;0,368;0,6;A;42,84;65,16;14,1;;400V-3~N-11.4kW;BG351035-00020;gacc4a;3046;560;565;680;406;106,4;16;22,23;Inclusive;n/a;Inclusive;688;No;No;Yes;400;EC motor;5060;1;;;525;;;;;;;;no;no;H;E;Epoxy coated aluminum;7;16;8;yes;piece;1
GACC CX 040.1/21M/HJE7A.UNNN;GACC CX;040.1/21M/HJE7A.UNNN;n/a;finoox;247-1BGQ.1U2.3VJ.S5Q0-C26.00.0000.000;GACC CX 040.1H/27-AL1_.E_Epoxy;4677;A;2;1;2110;Axial;10,176;8,259;42,18;4647;900;10;VT03090U;0,184;0,6;A;40,33;62,15;7,3;;400V-3~N-6.2kW;BG351035-00012;gacc2;1686;560;565;1360;406;58,3;16;22,23;Inclusive;n/a;207;344;No;No;No;400;EC motor;5060;1;;;321;;;;;;;;no;no;H;E;Epoxy coated aluminum;7;20;8;yes;piece;1
GACC CX 040.1/41M/HJE7E.TNNN;GACC CX;040.1/41M/HJE7E.TNNN;n/a;finoox;247-1BKK.1U2.3VM.SGQ6-C26.01.0800.000;GACC CX 040.1H/47-EL1_.E_Epoxy;9989;E;4;1;2110;Axial;20,247;16,352;84,37;9294;900;11;VT03090U;0,368;0,6;A;42,84;65,16;14,1;400V-3~N-11.4kW;;;gacc4a;3046;560;565;680;406;115;16;22,23;Inclusive;n/a;Inclusive;688;No;Yes;Yes;400;EC motor;5060;1;H04BB29002300230;H01CB29202200230;;BG351035-00020.1;4;100;2900;1;200;2920;no;no;H;E;Epoxy coated aluminum;7;16;8;yes;piece;1
