TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC CX 020.1/3WN/FFC7E.UNNN;GACC CX;020.1/3WN/FFC7E.UNNN;n/a;finoox;247-1HKS.0C8.3UM.00NN-C26.00.0800.000;E-GACC-CX-020.1-F/3-7.0-PNW-CC-E80C-416;3215;E;3;1;416;Axial;3,677;2,96;14,66;2113;2400;6;VT0337U;0,21;0,32;D;46,85;68,28;2,5;230V-1~-2.7kW;;;gacc3;1342;393;353;1050;299;33,1;9,52;9,52;n/a;Inclusive;0;n/a;No;Yes;No;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004793.1;2;100;1240;1;200;1210;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GACC CX 020.1/2WN/CFC4A.TNNN;GACC CX;020.1/2WN/CFC4A.TNNN;n/a;finoox;247-1HAX.0C8.3YN.00NN-C26.01.0000.000;GACC-CX-020.1-C/2-4.0-PNW-CC-E80C-416;2093;A;2;1;416;Axial;1,926;1,562;8,26;1405;2400;6;VT0337U;0,14;0,32;E;45,23;66,52;0,9;;230V-1~-1.1kW;AY7.004786;gacc2;992;393;353;700;299;16,1;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;No;Yes;200;AC motor;50;W;;;124;;;;;;;;no;no;C;E;Powder coated;4;18;3;yes;piece;1
GACC CX 020.1/3WN/CFC4A.TNNN;GACC CX;020.1/3WN/CFC4A.TNNN;n/a;finoox;247-1HH9.0C8.3YN.00NN-C26.01.0000.000;GACC-CX-020.1-C/3-4.0-PNW-CC-E80C-416;2721;A;3;1;416;Axial;2,97;2,378;12,39;2107;2400;6;VT0337U;0,21;0,32;E;46,85;68,28;1,3;;230V-1~-1.7kW;AY7.004787;gacc3;1342;393;353;1050;299;22,2;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;No;Yes;200;AC motor;50;W;;;143;;;;;;;;no;no;C;E;Powder coated;4;18;3;yes;piece;1
GACC CX 020.1/3WN/CFC4E.TNNN;GACC CX;020.1/3WN/CFC4E.TNNN;n/a;finoox;247-1HHA.0C8.3YN.00NN-C26.01.0800.000;E-GACC-CX-020.1-C/3-4.0-PNW-CC-E80C-416;2876;E;3;1;416;Axial;2,97;2,378;12,39;2107;2400;6;VT0337U;0,21;0,32;E;46,85;68,28;1,3;230V-1~-1.7kW;;;gacc3;1342;393;353;1050;299;26,8;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004787.1;1;100;1240;1;200;1210;no;no;C;E;Powder coated;4;18;3;yes;piece;1
GACC CX 020.1/1WN/FFC4E.TNNN;GACC CX;020.1/1WN/FFC4E.TNNN;n/a;finoox;247-1HG8.0C8.3UM.00NN-C26.01.0800.000;E-GACC-CX-020.1-F/1-4.0-PNW-CC-E80C-416;1766;E;1;1;416;Axial;1,408;1,172;8,26;657;2400;5;VT0337U;0,07;0,32;D;42,38;63,51;0,9;230V-1~-1.0kW;;;gacc1;642;393;353;350;299;16,4;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB05400330230;H04CB05100350230;;AY7.004791.1;2;100;540;1;200;510;no;no;F;E;Powder coated;4;36;6;yes;piece;1
GACC CX 050.2/4SN/HNA7E.TANN;GACC CX;050.2/4SN/HNA7E.TANN;n/a;finoox;247-1B95.0CD.3VR.S5UA-C26.01.0800.100;GACC CX 050.2H/47-ENS_.E;15409;E;4;1;421;Axial;52,415;42,39;173,7;26748;1390;24;VT01162;2,484;1,8;C;59,6;82,53;29,2;2x400V-3~N-21.1kW;;;gacc4a;4387;623;755;1000;486;244,1;22,23;34,92;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;500;AC motor;50;S;H07EB42503500230;H08FD42601800230;;BG351035-00023.1;5;150;4250;2;150;4260;no;no;H;E;Aluminum;7;8;8;yes;piece;1
GACC CX 050.3/2SN/JNA7E.TNNN;GACC CX;050.3/2SN/JNA7E.TNNN;n/a;finoox;247-2LW3.0CD.42C.RUAJ-C26.01.0800.000;GACC CX 050.3J/27-ENS_.E;8195;E;2;1;421;Axial;29,043;23,483;108,56;13053;1390;21;VT01162;1,261;1,8;C;57,26;79,52;18,5;400V-3~N-12.9kW;;;gacc2a;2377;623;755;1000;486;150,5;16;28,57;n/a;n/a;Inclusive;404;No;Yes;Yes;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00016.1;6;100;2200;2;150;2200;no;no;J;E;Aluminum;7;20;10;yes;piece;1
GACC CX 050.3/2SN/HNA7E.TNNN;GACC CX;050.3/2SN/HNA7E.TNNN;n/a;finoox;247-2LVX.0CD.3VY.RUAJ-C26.01.0800.000;GACC CX 050.3H/27-ENS_.E;7604;E;2;1;421;Axial;26,167;21,154;86,85;13374;1390;22;VT01162;1,242;1,8;C;57,26;79,52;14,9;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;132,8;16;28,57;n/a;n/a;Inclusive;404;No;Yes;Yes;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;H;E;Aluminum;7;16;8;yes;piece;1
GACC CX 050.3/3SN/HNA7E.UNNN;GACC CX;050.3/3SN/HNA7E.UNNN;n/a;finoox;247-2LW9.0CD.3VZ.RQRP-C26.00.0800.000;GACC CX 050.3H/37-ENS_.E;11060;E;3;1;421;Axial;38,027;30,505;130,27;20061;1390;23;VT01162;1,863;1,8;C;58,67;81,28;21,9;400V-3~N-15.2kW;;;gacc3a;3377;623;755;1000;486;188,6;16;28,57;n/a;n/a;336;606;No;Yes;No;500;AC motor;50;S;H04BB32002400230;H01HC32001600230;;BG351035-00021.1;5;100;3200;2;150;3200;no;no;H;E;Aluminum;7;14;8;yes;piece;1
GACC CX 050.3/3SN/HNA7A.UNNN;GACC CX;050.3/3SN/HNA7A.UNNN;n/a;finoox;247-2LW8.0CD.3VZ.RQRP-C26.00.0000.000;GACC CX 050.3H/37-ANS_.E;10241;A;3;1;421;Axial;38,027;30,505;130,27;20061;1390;23;VT01162;1,863;1,8;C;58,67;81,28;21,9;;400V-3~N-15.2kW;BG351035-00021;gacc3a;3377;623;755;1000;486;175,5;16;28,57;n/a;n/a;336;606;No;No;No;500;AC motor;50;S;;;615;;;;;;;;no;no;H;E;Aluminum;7;14;8;yes;piece;1
GACC CX 050.2/4SN/HNE7E.TNNN;GACC CX;050.2/4SN/HNE7E.TNNN;n/a;finoox;247-1B9M.0CD.3VR.S5UA-C26.01.0800.000;GACC CX 050.2H/47-ENS_.E_Epoxy;15672;E;4;1;421;Axial;51,815;41,879;173,7;26748;1390;24;VT01162;2,484;1,8;C;59,6;82,53;29,2;2x400V-3~N-21.1kW;;;gacc4a;4387;623;755;1000;486;244,1;22,23;34,92;Inclusive;n/a;Inclusive;808;No;Yes;Yes;500;AC motor;50;S;H07EB42503500230;H08FD42601800230;;BG351035-00023.1;5;150;4250;2;150;4260;no;no;H;E;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC CX 050.3/3SN/HNE7E.UANN;GACC CX;050.3/3SN/HNE7E.UANN;n/a;finoox;247-2LWB.0CD.3VZ.RQRP-C26.00.0800.100;GACC CX 050.3H/37-ENS_.E_Epoxy;12509;E;3;1;421;Axial;37,666;30,209;130,27;20061;1390;23;VT01162;1,863;1,8;C;58,67;81,28;21,9;400V-3~N-15.2kW;;;gacc3a;3377;623;755;1000;486;188,6;16;28,57;Inclusive;n/a;336;Inclusive;Yes;Yes;No;500;AC motor;50;S;H04BB32002400230;H01HC32001600230;;BG351035-00021.1;5;100;3200;2;150;3200;no;no;H;E;Epoxy coated aluminum;7;14;8;yes;piece;1
GACC CX 050.3/2SN/JNE7A.UNNN;GACC CX;050.3/2SN/JNE7A.UNNN;n/a;finoox;247-2LW4.0CD.42C.RUAJ-C26.00.0000.000;GACC CX 050.3J/27-ANS_.E_Epoxy;7898;A;2;1;421;Axial;28,776;23,257;108,56;13053;1390;21;VT01162;1,261;1,8;C;57,26;79,52;18,5;;400V-3~N-12.9kW;BG351035-00016;gacc2a;2377;623;755;1000;486;140,1;16;28,57;Inclusive;n/a;231;404;No;No;No;500;AC motor;50;S;;;544;;;;;;;;no;no;J;E;Epoxy coated aluminum;7;20;10;yes;piece;1
GACC CX 050.3/2SN/HNE7E.UANN;GACC CX;050.3/2SN/HNE7E.UANN;n/a;finoox;247-2LVZ.0CD.3VY.RUAJ-C26.00.0800.100;GACC CX 050.3H/27-ENS_.E_Epoxy;8353;E;2;1;421;Axial;25,869;20,9;86,85;13374;1390;22;VT01162;1,242;1,8;C;57,26;79,52;14,9;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;132,8;16;28,57;Inclusive;n/a;231;Inclusive;Yes;Yes;No;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;H;E;Epoxy coated aluminum;7;16;8;yes;piece;1
GACC CX 050.3/2SN/JNE7E.TNNN;GACC CX;050.3/2SN/JNE7E.TNNN;n/a;finoox;247-2LW5.0CD.42C.RUAJ-C26.01.0800.000;GACC CX 050.3J/27-ENS_.E_Epoxy;8826;E;2;1;421;Axial;28,776;23,257;108,56;13053;1390;21;VT01162;1,261;1,8;C;57,26;79,52;18,5;400V-3~N-12.9kW;;;gacc2a;2377;623;755;1000;486;150,5;16;28,57;Inclusive;n/a;Inclusive;404;No;Yes;Yes;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00016.1;6;100;2200;2;150;2200;no;no;J;E;Epoxy coated aluminum;7;20;10;yes;piece;1
GACC CX 050.3/2SN/FNE7E.UANN;GACC CX;050.3/2SN/FNE7E.UANN;n/a;finoox;247-2LVT.0CD.428.RQQU-C26.00.0800.100;GACC CX 050.3F/27-ENS_.E_Epoxy;7349;E;2;1;421;Axial;21,56;17,364;65,14;13706;1390;22;VT01162;1,22;1,8;D;57,26;79,52;11,3;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;116,8;16;28,57;Inclusive;n/a;231;Inclusive;Yes;Yes;No;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;F;E;Epoxy coated aluminum;7;14;6;yes;piece;1
GACC CX 050.3/2SN/HNC7A.UNNN;GACC CX;050.3/2SN/HNC7A.UNNN;n/a;finoox;247-2LW0.0CD.3VY.RUAJ-C26.00.0000.000;GACC CX 050.3H/27-ANS_.E_PC;7607;A;2;1;421;Axial;24,336;19,674;86,85;13374;1390;22;VT01162;1,242;1,8;D;57,26;79,52;14,9;;400V-3~N-11.15kW;BG351035-00015;gacc2a;2377;623;755;1000;486;123,7;16;28,57;n/a;Inclusive;231;404;No;No;No;500;AC motor;50;S;;;488;;;;;;;;no;no;H;E;Powder coated;7;16;8;yes;piece;1
GACC CX 050.3/2SN/HNC7E.TANN;GACC CX;050.3/2SN/HNC7E.TANN;n/a;finoox;247-2LW1.0CD.3VY.RUAJ-C26.01.0800.100;GACC CX 050.3H/27-ENS_.E_PC;8871;E;2;1;421;Axial;24,336;19,674;86,85;13374;1390;22;VT01162;1,242;1,8;D;57,26;79,52;14,9;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;132,8;16;28,57;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;H;E;Powder coated;7;16;8;yes;piece;1
GACC CX 050.3/2SN/FNC7A.TANN;GACC CX;050.3/2SN/FNC7A.TANN;n/a;finoox;247-2LVU.0CD.428.RQQU-C26.01.0000.100;GACC CX 050.3F/27-ANS_.E_PC;7166;A;2;1;421;Axial;20,317;16,374;65,14;13706;1390;22;VT01162;1,22;1,8;D;57,26;79,52;11,3;;400V-3~N-11.15kW;BG351035-00015;gacc2a;2377;623;755;1000;486;107,7;16;28,57;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;50;S;;;488;;;;;;;;no;no;F;E;Powder coated;7;14;6;yes;piece;1
GACC CX 050.3/2SN/JNC7A.TANN;GACC CX;050.3/2SN/JNC7A.TANN;n/a;finoox;247-2LW6.0CD.42C.RUAJ-C26.01.0000.100;GACC CX 050.3J/27-ANS_.E_PC;8847;A;2;1;421;Axial;27,01;21,839;108,56;13053;1390;21;VT01162;1,261;1,8;C;57,26;79,52;18,5;;400V-3~N-12.9kW;BG351035-00016;gacc2a;2377;623;755;1000;486;140,1;16;28,57;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;50;S;;;544;;;;;;;;no;no;J;E;Powder coated;7;20;10;yes;piece;1
GACC CX 050.3/2SN/JNC7A.UANN;GACC CX;050.3/2SN/JNC7A.UANN;n/a;finoox;247-2LW6.0CD.42C.RUAJ-C26.00.0000.100;GACC CX 050.3J/27-ANS_.E_PC;8616;A;2;1;421;Axial;27,01;21,839;108,56;13053;1390;21;VT01162;1,261;1,8;C;57,26;79,52;18,5;;400V-3~N-12.9kW;BG351035-00016;gacc2a;2377;623;755;1000;486;140,1;16;28,57;n/a;Inclusive;231;Inclusive;Yes;No;No;500;AC motor;50;S;;;544;;;;;;;;no;no;J;E;Powder coated;7;20;10;yes;piece;1
GACC CX 050.3/2SN/JNC7A.UNNN;GACC CX;050.3/2SN/JNC7A.UNNN;n/a;finoox;247-2LW6.0CD.42C.RUAJ-C26.00.0000.000;GACC CX 050.3J/27-ANS_.E_PC;8212;A;2;1;421;Axial;27,01;21,839;108,56;13053;1390;21;VT01162;1,261;1,8;C;57,26;79,52;18,5;;400V-3~N-12.9kW;BG351035-00016;gacc2a;2377;623;755;1000;486;140,1;16;28,57;n/a;Inclusive;231;404;No;No;No;500;AC motor;50;S;;;544;;;;;;;;no;no;J;E;Powder coated;7;20;10;yes;piece;1
GACC CX 031.1/21N/CHA4A.UNNN;GACC CX;031.1/21N/CHA4A.UNNN;n/a;finoox;247-1BCY.1TZ.3US.00NN-C26.00.0000.000;GACC CX 031.1C/24-AN1_.E;2278;A;2;1;2107;Axial;4,557;3,618;14,48;3303;1350;9;VT03189;0,173;0,7;D;43,54;65,02;1,5;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;22;9,52;9,52;n/a;n/a;204;302;No;No;No;315;EC motor;5060;1;;;172;;;;;;;;no;no;C;E;Aluminum;4;24;3;yes;piece;1
GACC CX 031.1/21N/DHA4A.UANN;GACC CX;031.1/21N/DHA4A.UANN;n/a;finoox;247-1BDC.1TZ.3UU.00NN-C26.00.0000.100;GACC CX 031.1D/24-AN1_.E;2749;A;2;1;2107;Axial;5,313;4,216;19,3;3095;1350;9;VT03189;0,173;0,7;C;43,54;65,02;2;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;24,2;9,52;9,52;n/a;n/a;204;Inclusive;Yes;No;No;315;EC motor;5060;1;;;172;;;;;;;;no;no;D;E;Aluminum;4;32;4;yes;piece;1
GACC CX 031.1/11N/FHA4E.TANN;GACC CX;031.1/11N/FHA4E.TANN;n/a;finoox;247-1BAX.1TZ.3UX.00NN-C26.01.0800.100;GACC CX 031.1F/14-EN1_.E;2212;E;1;1;2107;Axial;3,231;2,599;14,48;1385;1350;7;VT03189;0,086;0,7;B;40,72;62,01;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;18,2;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Aluminum;4;48;6;yes;piece;1
GACC CX 031.1/11N/FHA4E.UNNN;GACC CX;031.1/11N/FHA4E.UNNN;n/a;finoox;247-1BAX.1TZ.3UX.00NN-C26.00.0800.000;GACC CX 031.1F/14-EN1_.E;1918;E;1;1;2107;Axial;3,231;2,599;14,48;1385;1350;7;VT03189;0,086;0,7;B;40,72;62,01;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;18,2;9,52;9,52;n/a;n/a;143;151;No;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Aluminum;4;48;6;yes;piece;1
GACC CX 031.2/31N/DHA4E.TNNN;GACC CX;031.2/31N/DHA4E.TNNN;n/a;finoox;247-2LYT.1TZ.3UV.S5SR-C26.01.0800.000;GACC CX 031.2D/34-EN1_.E;4095;E;3;1;2107;Axial;8,172;6,52;28,95;4642;1350;9;VT03189;0,259;0,7;C;45,11;66,78;3;230V-1~-2.45kW;;;gacc3;1672;430;455;1380;332;36,6;16;22,23;n/a;n/a;Inclusive;453;No;Yes;Yes;315;EC motor;5060;1;H04BB15801250230;H01CB15601200230;;BG351035-00008.1;1;100;1580;1;200;1560;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GACC CX 031.2/21N/FHA4A.UANN;GACC CX;031.2/21N/FHA4A.UANN;n/a;finoox;247-2LWX.1TZ.3UX.00NN-C26.00.0000.100;GACC CX 031.2F/24-AN1_.E;2984;A;2;1;2107;Axial;5,878;4,646;28,95;2770;1350;8;VT03189;0,173;0,7;C;43,54;65,02;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28,7;9,52;9,52;n/a;n/a;204;Inclusive;Yes;No;No;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;E;Aluminum;4;48;6;yes;piece;1
GACC CX 031.2/21N/FHA4A.TNNN;GACC CX;031.2/21N/FHA4A.TNNN;n/a;finoox;247-2LWX.1TZ.3UX.00NN-C26.01.0000.000;GACC CX 031.2F/24-AN1_.E;2886;A;2;1;2107;Axial;5,878;4,646;28,95;2770;1350;8;VT03189;0,173;0,7;C;43,54;65,02;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28,7;9,52;9,52;n/a;n/a;Inclusive;302;No;No;Yes;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;E;Aluminum;4;48;6;yes;piece;1
GACC CX 031.1/11N/DHA7A.TNNN;GACC CX;031.1/11N/DHA7A.TNNN;n/a;finoox;247-1BA4.1TZ.3UU.00NN-C26.01.0000.000;GACC CX 031.1D/17-AN1_.E;1543;A;1;1;2107;Axial;2,038;1,662;5,71;1783;1350;9;VT03189;0,087;0,7;C;40,72;62,01;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;14,7;9,52;9,52;n/a;n/a;Inclusive;151;No;No;Yes;315;EC motor;5060;1;;;157;;;;;;;;no;no;D;E;Aluminum;7;32;4;yes;piece;1
GACC CX 031.1/11N/DHA7E.UNNN;GACC CX;031.1/11N/DHA7E.UNNN;n/a;finoox;247-1BA5.1TZ.3UU.00NN-C26.00.0800.000;GACC CX 031.1D/17-EN1_.E;1600;E;1;1;2107;Axial;2,038;1,662;5,71;1783;1350;9;VT03189;0,087;0,7;C;40,72;62,01;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,4;9,52;9,52;n/a;n/a;143;151;No;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Aluminum;7;32;4;yes;piece;1
GACC CX 031.1/11N/FHA7E.UANN;GACC CX;031.1/11N/FHA7E.UANN;n/a;finoox;247-1BAV.1TZ.3UX.00NN-C26.00.0800.100;GACC CX 031.1F/17-EN1_.E;2002;E;1;1;2107;Axial;2,714;2,197;8,56;1646;1350;8;VT03189;0,087;0,7;B;40,72;62,01;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;18,1;9,52;9,52;n/a;n/a;143;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Aluminum;7;48;6;yes;piece;1
GACC CX 031.1/11N/FHA7E.UNNN;GACC CX;031.1/11N/FHA7E.UNNN;n/a;finoox;247-1BAV.1TZ.3UX.00NN-C26.00.0800.000;GACC CX 031.1F/17-EN1_.E;1851;E;1;1;2107;Axial;2,714;2,197;8,56;1646;1350;8;VT03189;0,087;0,7;B;40,72;62,01;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;18,1;9,52;9,52;n/a;n/a;143;151;No;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Aluminum;7;48;6;yes;piece;1
GACC CX 031.1/11N/HHA7A.TANN;GACC CX;031.1/11N/HHA7A.TANN;n/a;finoox;247-1BBJ.1TZ.3V2.00NN-C26.01.0000.100;GACC CX 031.1H/17-AN1_.E;2120;A;1;1;2107;Axial;3,165;2,561;11,41;1531;1350;8;VT03189;0,086;0,7;B;40,72;62,01;2,1;;230V-1~-1.44kW;BG351035-00025;gacc1;752;430;455;460;332;19,2;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;183;;;;;;;;no;no;H;E;Aluminum;7;64;8;yes;piece;1
GACC CX 031.1/11N/HHA7E.TANN;GACC CX;031.1/11N/HHA7E.TANN;n/a;finoox;247-1BBK.1TZ.3V2.00NN-C26.01.0800.100;GACC CX 031.1H/17-EN1_.E;2358;E;1;1;2107;Axial;3,165;2,561;11,41;1531;1350;8;VT03189;0,086;0,7;B;40,72;62,01;2,1;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;20,3;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00025.1;2;100;650;1;200;640;no;no;H;E;Aluminum;7;64;8;yes;piece;1
GACC CX 031.2/21N/FHA7E.TNNN;GACC CX;031.2/21N/FHA7E.TNNN;n/a;finoox;247-2LWV.1TZ.3UX.00NN-C26.01.0800.000;GACC CX 031.2F/27-EN1_.E;2766;E;2;1;2107;Axial;5,149;4,091;17,12;3291;1350;9;VT03189;0,173;0,7;B;43,54;65,02;3;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;30,6;9,52;9,52;n/a;n/a;Inclusive;302;No;Yes;Yes;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;E;Aluminum;7;48;6;yes;piece;1
GACC CX 031.2/21N/FHA7E.UNNN;GACC CX;031.2/21N/FHA7E.UNNN;n/a;finoox;247-2LWV.1TZ.3UX.00NN-C26.00.0800.000;GACC CX 031.2F/27-EN1_.E;2562;E;2;1;2107;Axial;5,149;4,091;17,12;3291;1350;9;VT03189;0,173;0,7;B;43,54;65,02;3;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;30,6;9,52;9,52;n/a;n/a;204;302;No;Yes;No;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;E;Aluminum;7;48;6;yes;piece;1
GACC CX 031.2/21N/FHA7A.TNNN;GACC CX;031.2/21N/FHA7A.TNNN;n/a;finoox;247-2LWT.1TZ.3UX.00NN-C26.01.0000.000;GACC CX 031.2F/27-AN1_.E;2504;A;2;1;2107;Axial;5,149;4,091;17,12;3291;1350;9;VT03189;0,173;0,7;B;43,54;65,02;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28,5;9,52;9,52;n/a;n/a;Inclusive;302;No;No;Yes;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;E;Aluminum;7;48;6;yes;piece;1
GACC CX 031.2/31N/HHA7A.UNNN;GACC CX;031.2/31N/HHA7A.UNNN;n/a;finoox;247-2LZ9.1TZ.3V3.SGPW-C26.00.0000.000;GACC CX 031.2H/37-AN1_.E;4026;A;3;1;2107;Axial;9,207;7,389;34,24;4593;1350;9;VT03189;0,259;0,7;B;45,11;66,78;5,9;;400V-3~N-3.7kW;BG351035-00027;gacc3;1672;430;455;1380;332;47,1;16;22,23;n/a;n/a;284;453;No;No;No;315;EC motor;5060;1;;;231;;;;;;;;no;no;H;E;Aluminum;7;32;8;yes;piece;1
GACC CX 031.2/21N/HHA7E.UANN;GACC CX;031.2/21N/HHA7E.UANN;n/a;finoox;247-2LXK.1TZ.3V3.S5SR-C26.00.0800.100;GACC CX 031.2H/27-EN1_.E;3169;E;2;1;2107;Axial;6,358;5,151;22,83;3062;1350;9;VT03189;0,173;0,7;B;43,54;65,02;4,1;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;35,5;16;22,23;n/a;n/a;204;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00026.1;2;100;1100;1;200;1100;no;no;H;E;Aluminum;7;32;8;yes;piece;1
GACC CX 031.2/21N/HHA7E.TNNN;GACC CX;031.2/21N/HHA7E.TNNN;n/a;finoox;247-2LXK.1TZ.3V3.S5SR-C26.01.0800.000;GACC CX 031.2H/27-EN1_.E;3071;E;2;1;2107;Axial;6,358;5,151;22,83;3062;1350;9;VT03189;0,173;0,7;B;43,54;65,02;4,1;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;35,5;16;22,23;n/a;n/a;Inclusive;302;No;Yes;Yes;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00026.1;2;100;1100;1;200;1100;no;no;H;E;Aluminum;7;32;8;yes;piece;1
