TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC CX 020.1/31N/FDA7E.TNNN;GASC CX;020.1/31N/FDA7E.TNNN;n/a;finoox;251-1CMX.0YE.3UJ.00NN-C26.01.0800.000;GASC CX 020.1B/37-EN1_.E;1942;E;3;1;1102;Axial;2,998;2,426;11,17;1606;2000;10;VT03033U;0,107;0,26;B;48,64;70,11;1,9;230V 1~ - 1.6kW;;;GASC3;1484;580;234;1200;552;25,2;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BB13901000230;H02LA14100560230;;AY7.004217.1;1;100;1390;1;75;1410;no;no;F;E;Aluminum;7;24;6;yes;piece;1
GASC CX 031.1/2XN/FFC4E.TNNN;GASC CX;031.1/2XN/FFC4E.TNNN;n/a;finoox;251-1B3H.245.3UL.SGPU-C26.01.0800.000;GASC CX 031.1D/24-ENX_.E_PC;3126;E;2;1;2453;Axial;6,272;5,061;32,1;3017;1390;14;VT03159U;0,273;0,55;D;45,9;67,52;3,3;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;36,4;16;22,23;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GASC CX 031.2/2WN/DFA7E.TNNN;GASC CX;031.2/2WN/DFA7E.TNNN;n/a;finoox;251-2LTH.246.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/27-ENW_.E;2326;E;2;1;2454;Axial;4,319;3,459;12,65;3455;1300;17;VT03159U;0,2;0,42;C;45,14;66,76;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;29,9;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.1/11M/FFE7A.TNNN;GASC CX;031.1/11M/FFE7A.TNNN;n/a;finoox;251-1B1U.24H.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/17-AL1_.E_Epoxy;1687;A;1;1;2465;Axial;2,322;1,895;9,49;1243;1000;8;VT03190;0,036;0,3;A+;33,9;55,24;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;17,4;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;171;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;36;6;yes;piece;1
GASC CX 030.1/11N/FFC7A.TNNN;GASC CX;030.1/11N/FFC7A.TNNN;n/a;finoox;251-1HXF.345.3UM.00NN-C26.01.0000.000;GASC CX 030.1D/17-AN1_.E_PC;1845;A;1;1;3609;Axial;2,695;2,181;9,49;1708;1760;12;VT06103;0,098;0,76;C;43,7;65,04;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;17,8;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;300;EC motor;5060;1;;;171;;;;;;;;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 030.2/21N/FFA7A.TNNN;GASC CX;030.2/21N/FFA7A.TNNN;n/a;finoox;251-2LU4.345.3UM.00NN-C26.01.0000.000;GASC CX 030.2D/27-AN1_.E;2814;A;2;1;3609;Axial;5,379;4,266;18,98;3417;1760;16;VT06103;0,196;0,76;C;46,43;68,05;3,2;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;31,9;9,52;9,52;n/a;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;235;;;;;;;;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GASC CX 020.1/11N/DDC4E.TNNN;GASC CX;020.1/11N/DDC4E.TNNN;n/a;finoox;251-1AYX.0YE.3UF.00NN-C26.01.0800.000;GASC CX 020.1A/14-EN1_.E_PC;1133;E;1;1;1102;Axial;0,845;0,721;4,2;512;2000;6;VT03033U;0,035;0,26;D;44,48;65,61;0,5;230V 1~ - 0.59kW;;;GASC1;684;580;234;400;552;9,9;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA05750350230;H02LA06100240230;;AY7.001473.1;1;100;575;1;75;610;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC CX 030.2/21M/DFC7A.TNNN;GASC CX;030.2/21M/DFC7A.TNNN;n/a;finoox;251-2LU0.0YG.3UN.00NN-C26.01.0000.000;GASC CX 030.2C/27-AL1_.E_PC;2695;A;2;1;1104;Axial;3,144;2,533;12,65;2201;1250;11;VT03034U;0,055;0,27;A;46,18;67,8;2,1;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;23,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;300;EC motor;5060;1;;;203;;;;;;;;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 020.1/31M/DDC4E.TNNN;GASC CX;020.1/31M/DDC4E.TNNN;n/a;finoox;251-1CMD.0YF.3UF.00NN-C26.01.0800.000;GASC CX 020.1A/34-EL1_.E_PC;2227;E;3;1;1103;Axial;2,268;1,838;12,59;1210;1500;8;VT03033U;0,061;0,16;B;45,11;66,58;1,3;230V 1~ - 1.6kW;;;GASC3;1484;580;234;1200;552;22,5;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BB13901000230;H02LA14100560230;;AY7.004217.1;1;100;1390;1;75;1410;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC CX 031.2/4XN/DFE4E.TNNN;GASC CX;031.2/4XN/DFE4E.TNNN;n/a;finoox;251-2LVM.245.3UC.S5PT-C26.01.0800.000;GASC CX 031.2C/44-ENX_.E_Epoxy;4812;E;4;1;2453;Axial;11,175;8,862;42,8;6607;1390;22;VT03159U;0,544;0,55;D;48,54;70,67;4,3;400V 3~N - 3.4kW;;;GASC4;3004;580;337;1360;552;56,6;16;22,23;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BB29002300230;H02LA29601100230;;AY7.001480.1;1;100;2900;1;75;2960;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC CX 031.1/11N/DFC7A.TNNN;GASC CX;031.1/11N/DFC7A.TNNN;n/a;finoox;251-1B18.24G.3UN.00NN-C26.01.0000.000;GASC CX 031.1C/17-AN1_.E_PC;1683;A;1;1;2464;Axial;1,988;1,619;6,33;1757;1350;12;VT03190;0,087;0,7;C;41,44;62,79;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;14,9;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 031.2/21N/DFC4A.TNNN;GASC CX;031.2/21N/DFC4A.TNNN;n/a;finoox;251-2LTT.24G.3UN.00NN-C26.01.0000.000;GASC CX 031.2C/24-AN1_.E_PC;2722;A;2;1;2464;Axial;4,906;3,894;21,4;3122;1350;15;VT03190;0,173;0,7;C;45,18;66,8;2,1;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;26,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;203;;;;;;;;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GASC CX 031.1/21M/FFC4A.TNNN;GASC CX;031.1/21M/FFC4A.TNNN;n/a;finoox;251-1B3G.24H.3UL.SGPU-C26.01.0000.000;GASC CX 031.1D/24-AL1_.E_PC;3095;A;2;1;2465;Axial;4,853;3,957;32,1;2112;1000;10;VT03190;0,073;0,3;A;37,05;58,67;3,3;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;31,9;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;235;;;;;;;;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GASC CX 031.2/2WM/DFC4E.TNNN;GASC CX;031.2/2WM/DFC4E.TNNN;n/a;finoox;251-2LTV.247.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/24-ELW_.E_PC;2714;E;2;1;2455;Axial;3,964;3,176;21,4;2110;900;10;VT03159U;0,178;0,38;D;41,15;62,77;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;30,1;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GASC CX 031.1/1XM/DDE7A.TNNN;GASC CX;031.1/1XM/DDE7A.TNNN;n/a;finoox;251-1B0E.248.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/17-ALX_.E_Epoxy;1291;A;1;1;2456;Axial;1,015;0,863;4,22;693;720;6;VT03159U;0,09;0,39;E;35,82;57,07;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,9;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 031.1/1WN/DFE7A.TNNN;GASC CX;031.1/1WN/DFE7A.TNNN;n/a;finoox;251-1B14.246.3UN.00NN-C26.01.0000.000;GASC CX 031.1C/17-ANW_.E_Epoxy;1482;A;1;1;2454;Axial;2,082;1,695;6,33;1728;1300;12;VT03159U;0,1;0,42;C;42,41;63,75;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;15,5;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 031.1/1WN/FFC7A.TNNN;GASC CX;031.1/1WN/FFC7A.TNNN;n/a;finoox;251-1B1Y.246.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/17-ANW_.E_PC;1658;A;1;1;2454;Axial;2,631;2,13;9,49;1639;1300;11;VT03159U;0,101;0,42;C;42,38;63,72;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;18;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;171;;;;;;;;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 030.1/11M/DFE7A.TNNN;GASC CX;030.1/11M/DFE7A.TNNN;n/a;finoox;251-1HW7.0YG.3UN.00NN-C26.01.0000.000;GASC CX 030.1C/17-AL1_.E_Epoxy;1597;A;1;1;1104;Axial;1,593;1,317;6,33;1101;1250;7;VT03034U;0,027;0,27;A;43,45;64,79;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;13,5;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 031.1/11N/FFA4A.TNNN;GASC CX;031.1/11N/FFA4A.TNNN;n/a;finoox;251-1B1G.24G.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/14-AN1_.E;1523;A;1;1;2464;Axial;3,371;2,721;16,05;1420;1350;10;VT03190;0,086;0,7;B;43,67;65,01;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;17,6;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;171;;;;;;;;no;no;F;E;Aluminum;4;36;6;yes;piece;1
GASC CX 020.1/21N/DDA4A.TNNN;GASC CX;020.1/21N/DDA4A.TNNN;n/a;finoox;251-1CJW.0YE.3UF.00NN-C26.01.0000.000;GASC CX 020.1A/24-AN1_.E;1087;A;2;1;1102;Axial;1,93;1,583;8,39;1024;2000;8;VT03033U;0,07;0,26;C;47,32;68,62;0,9;;230V 1~ - 1kW;AY7.004216;GASC2;1084;580;234;800;552;14,8;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;180;;;;;;;;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC CX 020.1/31N/FDC7E.TNNN;GASC CX;020.1/31N/FDC7E.TNNN;n/a;finoox;251-1CNT.0YE.3UJ.00NN-C26.01.0800.000;GASC CX 020.1B/37-EN1_.E_PC;2433;E;3;1;1102;Axial;2,788;2,256;11,17;1606;2000;10;VT03033U;0,107;0,26;C;48,64;70,11;1,9;230V 1~ - 1.6kW;;;GASC3;1484;580;234;1200;552;25,2;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BB13901000230;H02LA14100560230;;AY7.004217.1;1;100;1390;1;75;1410;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GASC CX 031.1/1WN/FFE7E.TNNN;GASC CX;031.1/1WN/FFE7E.TNNN;n/a;finoox;251-1B1V.246.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/17-ENW_.E_Epoxy;1762;E;1;1;2454;Axial;2,786;2,255;9,49;1639;1300;11;VT03159U;0,101;0,42;C;42,38;63,72;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;20,3;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Epoxy coated aluminum;7;36;6;yes;piece;1
GASC CX 031.2/21N/FFC7A.TNNN;GASC CX;031.2/21N/FFC7A.TNNN;n/a;finoox;251-2LUD.24G.3UM.00NN-C26.01.0000.000;GASC CX 031.2D/27-AN1_.E_PC;3069;A;2;1;2464;Axial;4,928;3,912;18,98;3295;1350;16;VT03190;0,173;0,7;B;44,62;66,24;3,2;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;31,1;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;235;;;;;;;;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 031.1/11N/DDA4A.TNNN;GASC CX;031.1/11N/DDA4A.TNNN;n/a;finoox;251-1B02.24G.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/14-AN1_.E;1258;A;1;1;2464;Axial;1,915;1,571;7,13;1148;1350;10;VT03190;0,087;0,7;D;46,92;68,18;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,3;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC CX 031.1/4WN/FFA7E.TNNN;GASC CX;031.1/4WN/FFA7E.TNNN;n/a;finoox;251-1B5M.246.3UK.S5PY-C26.01.0800.000;GASC CX 031.1D/47-ENW_.E;4809;E;4;1;2454;Axial;11,396;9,196;37,96;6555;1300;22;VT03159U;0,404;0,42;B;47,61;69,74;6,4;400V 3~N - 5.7kW;;;GASC4;3004;580;337;1360;552;67,8;16;22,23;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BB29002300230;H02LA29601100230;;AY7.001481.1;2;100;2900;1;75;2960;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GASC CX 020.1/31M/DDC7A.TNNN;GASC CX;020.1/31M/DDC7A.TNNN;n/a;finoox;251-1CMQ.0YF.3UF.00NN-C26.01.0000.000;GASC CX 020.1A/37-AL1_.E_PC;1916;A;3;1;1103;Axial;1,809;1,481;7,44;1319;1500;8;VT03033U;0,062;0,16;B;44,63;66,1;1,3;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;20,6;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 031.1/11M/DFA4A.TNNN;GASC CX;031.1/11M/DFA4A.TNNN;n/a;finoox;251-1B0S.24H.3UN.00NN-C26.01.0000.000;GASC CX 031.1C/14-AL1_.E;1432;A;1;1;2465;Axial;2,323;1,888;10,7;1166;1000;8;VT03190;0,036;0,3;A;34,03;55,37;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;15;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Aluminum;4;24;4;yes;piece;1
GASC CX 031.1/1XN/DFE4E.TNNN;GASC CX;031.1/1XN/DFE4E.TNNN;n/a;finoox;251-1B0X.245.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/14-ENX_.E_Epoxy;1628;E;1;1;2453;Axial;2,808;2,254;10,7;1652;1390;11;VT03159U;0,136;0,55;D;43,31;64,65;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;17,4;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 030.2/31N/DFC7E.TNNN;GASC CX;030.2/31N/DFC7E.TNNN;n/a;finoox;251-2LV4.345.3UN.00NN-C26.01.0800.000;GASC CX 030.2C/37-EN1_.E_PC;4432;E;3;1;3609;Axial;5,53;4,347;18,98;5319;1760;21;VT06103;0,289;0,76;D;47,93;69,81;3,2;230V 1~ - 2.45kW;;;GASC3;2324;580;337;2040;552;42;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BB22301600230;H02LA22800850230;;AY7.001478.1;1;100;2230;1;75;2280;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 031.2/3XN/DFE7E.TNNN;GASC CX;031.2/3XN/DFE7E.TNNN;n/a;finoox;251-2LV1.245.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/37-ENX_.E_Epoxy;3752;E;3;1;2453;Axial;5,95;4,675;18,98;5498;1390;21;VT03159U;0,406;0,55;D;48,03;69,91;3,2;230V 1~ - 2.45kW;;;GASC3;2324;580;337;2040;552;42,6;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BB22301600230;H02LA22800850230;;AY7.001478.1;1;100;2230;1;75;2280;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 031.1/1WM/DFC4E.TNNN;GASC CX;031.1/1WM/DFC4E.TNNN;n/a;finoox;251-1B11.247.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/14-ELW_.E_PC;1727;E;1;1;2455;Axial;1,937;1,58;10,7;1055;900;7;VT03159U;0,089;0,38;D;38,42;59,76;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;17,4;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GASC CX 020.1/11N/FDC7A.TNNN;GASC CX;020.1/11N/FDC7A.TNNN;n/a;finoox;251-1AZU.0YE.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/17-AN1_.E_PC;1158;A;1;1;1102;Axial;0,89;0,757;3,72;535;2000;6;VT03033U;0,036;0,26;C;44,2;65,33;0,7;;230V 1~ - 0.59kW;AY7.001473;GASC1;684;580;234;400;552;9,5;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;114;;;;;;;;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GASC CX 031.1/2XN/FFE4E.TNNN;GASC CX;031.1/2XN/FFE4E.TNNN;n/a;finoox;251-1B3D.245.3UL.SGPU-C26.01.0800.000;GASC CX 031.1D/24-ENX_.E_Epoxy;2979;E;2;1;2453;Axial;6,917;5,574;32,1;3017;1390;14;VT03159U;0,273;0,55;D;45,9;67,52;3,3;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;36,4;16;22,23;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Epoxy coated aluminum;4;18;6;yes;piece;1
GASC CX 031.1/31M/FFC7A.TNNN;GASC CX;031.1/31M/FFC7A.TNNN;n/a;finoox;251-1B54.24H.3UL.S5PT-C26.01.0000.000;GASC CX 031.1D/37-AL1_.E_PC;4179;A;3;1;2465;Axial;6,703;5,421;28,47;3728;1000;15;VT03190;0,109;0,3;A+;38,13;60,02;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;45,2;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;338;;;;;;;;no;no;F;E;Powder coated;7;18;6;yes;piece;1
GASC CX 020.1/21N/FDA4A.TNNN;GASC CX;020.1/21N/FDA4A.TNNN;n/a;finoox;251-1CKY.0YE.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/24-AN1_.E;1220;A;2;1;1102;Axial;2,336;1,909;12,59;952;2000;7;VT03033U;0,069;0,26;C;47,83;69,13;1,3;;230V 1~ - 1kW;AY7.004216;GASC2;1084;580;234;800;552;16,8;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;180;;;;;;;;no;no;F;E;Aluminum;4;24;6;yes;piece;1
GASC CX 031.2/2XN/DFE4E.TNNN;GASC CX;031.2/2XN/DFE4E.TNNN;n/a;finoox;251-2LTR.245.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/24-ENX_.E_Epoxy;2567;E;2;1;2453;Axial;5,559;4,404;21,4;3304;1390;16;VT03159U;0,272;0,55;D;46,04;67,66;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;30,1;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 030.2/31N/DFA7A.TNNN;GASC CX;030.2/31N/DFA7A.TNNN;n/a;finoox;251-2LUG.345.3UN.00NN-C26.01.0000.000;GASC CX 030.2C/37-AN1_.E;3573;A;3;1;3609;Axial;5,947;4,675;18,98;5319;1760;21;VT06103;0,289;0,76;C;47,93;69,81;3,2;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;38,4;9,52;9,52;n/a;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;302;;;;;;;;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 030.2/21N/FFA7E.TNNN;GASC CX;030.2/21N/FFA7E.TNNN;n/a;finoox;251-2LU6.345.3UM.00NN-C26.01.0800.000;GASC CX 030.2D/27-EN1_.E;3087;E;2;1;3609;Axial;5,379;4,266;18,98;3417;1760;16;VT06103;0,196;0,76;C;46,43;68,05;3,2;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;35,2;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GASC CX 031.1/1XM/DFC7E.TNNN;GASC CX;031.1/1XM/DFC7E.TNNN;n/a;finoox;251-1B19.248.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/17-ELX_.E_PC;1713;E;1;1;2456;Axial;1,363;1,134;6,33;946;720;6;VT03159U;0,09;0,39;D;34,82;56,16;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;17,3;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 031.2/31N/FFC4A.TNNN;GASC CX;031.2/31N/FFC4A.TNNN;n/a;finoox;251-2LVF.24G.3UL.S5PT-C26.01.0000.000;GASC CX 031.2D/34-AN1_.E_PC;4212;A;3;1;2464;Axial;8,812;7,074;48,15;4259;1350;17;VT03190;0,259;0,7;C;47,9;69,78;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;45,6;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;338;;;;;;;;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GASC CX 031.1/1WN/FFE4E.TNNN;GASC CX;031.1/1WN/FFE4E.TNNN;n/a;finoox;251-1B1M.246.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/14-ENW_.E_Epoxy;1762;E;1;1;2454;Axial;3,336;2,692;16,05;1438;1300;10;VT03159U;0,102;0,42;C;42,65;64;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;20,4;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Epoxy coated aluminum;4;36;6;yes;piece;1
GASC CX 031.2/2WN/DFE7E.TNNN;GASC CX;031.2/2WN/DFE7E.TNNN;n/a;finoox;251-2LTZ.246.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/27-ENW_.E_Epoxy;2567;E;2;1;2454;Axial;4,259;3,41;12,65;3455;1300;17;VT03159U;0,2;0,42;C;45,14;66,76;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;29,9;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
