TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC CX 031.1/1WM/FFE7A.TNNN;GASC CX;031.1/1WM/FFE7A.TNNN;n/a;finoox;251-1B1U.247.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/17-ALW_.E_Epoxy;1573;A;1;1;2455;Axial;2,181;1,78;9,49;1132;900;8;VT03159U;0,089;0,38;C;38,35;59,7;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;18;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;171;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;36;6;yes;piece;1
GASC CX 031.1/1XN/FFA7A.TNNN;GASC CX;031.1/1XN/FFA7A.TNNN;n/a;finoox;251-1B1C.245.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/17-ANX_.E;1406;A;1;1;2453;Axial;2,92;2,362;9,49;1731;1390;12;VT03159U;0,136;0,55;C;43,48;64,82;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;18;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;171;;;;;;;;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GASC CX 020.1/21N/DDE4A.TNNN;GASC CX;020.1/21N/DDE4A.TNNN;n/a;finoox;251-1CK2.0YE.3UF.00NN-C26.01.0000.000;GASC CX 020.1A/24-AN1_.E_Epoxy;1298;A;2;1;1102;Axial;1,887;1,548;8,39;1024;2000;8;VT03033U;0,07;0,26;C;47,32;68,62;0,9;;230V 1~ - 1kW;AY7.004216;GASC2;1084;580;234;800;552;14,8;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;180;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC CX 030.2/21M/DFA7A.TNNN;GASC CX;030.2/21M/DFA7A.TNNN;n/a;finoox;251-2LTE.0YG.3UN.00NN-C26.01.0000.000;GASC CX 030.2C/27-AL1_.E;2332;A;2;1;1104;Axial;3,381;2,723;12,65;2201;1250;11;VT03034U;0,055;0,27;A+;46,18;67,8;2,1;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;23,3;9,52;9,52;n/a;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;203;;;;;;;;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.1/2XM/DDA7A.TNNN;GASC CX;031.1/2XM/DDA7A.TNNN;n/a;finoox;251-1B22.248.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/27-ALX_.E;2099;A;2;1;2456;Axial;2,114;1,724;8,44;1385;720;8;VT03159U;0,18;0,39;E;38,55;60,08;1,4;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;234;1360;552;24,1;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;203;;;;;;;;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC CX 020.1/21N/FDC4E.TNNN;GASC CX;020.1/21N/FDC4E.TNNN;n/a;finoox;251-1CLB.0YE.3UJ.00NN-C26.01.0800.000;GASC CX 020.1B/24-EN1_.E_PC;1772;E;2;1;1102;Axial;2,079;1,699;12,59;952;2000;7;VT03033U;0,069;0,26;C;47,83;69,13;1,3;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;18,3;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;F;E;Powder coated;4;24;6;yes;piece;1
GASC CX 031.2/3WN/FFA4A.TNNN;GASC CX;031.2/3WN/FFA4A.TNNN;n/a;finoox;251-2LV7.246.3UL.S5PT-C26.01.0000.000;GASC CX 031.2D/34-ANW_.E;3344;A;3;1;2454;Axial;9,975;8,005;48,15;4313;1300;17;VT03159U;0,307;0,42;C;46,89;68,77;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;47,4;16;22,23;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;338;;;;;;;;no;no;F;E;Aluminum;4;18;6;yes;piece;1
GASC CX 031.1/11N/FFC7A.TNNN;GASC CX;031.1/11N/FFC7A.TNNN;n/a;finoox;251-1B1Y.24G.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/17-AN1_.E_PC;1771;A;1;1;2464;Axial;2,639;2,136;9,49;1647;1350;11;VT03190;0,087;0,7;B;41,89;63,23;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;17,4;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;171;;;;;;;;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 031.1/11M/DDE4E.TNNN;GASC CX;031.1/11M/DDE4E.TNNN;n/a;finoox;251-1B07.24H.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/14-EL1_.E_Epoxy;1554;E;1;1;2465;Axial;1,569;1,302;7,13;848;1000;7;VT03190;0,037;0,3;B;35,01;56,26;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15,2;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC CX 031.2/31N/FFC4E.TNNN;GASC CX;031.2/31N/FFC4E.TNNN;n/a;finoox;251-2LVH.24G.3UL.S5PT-C26.01.0800.000;GASC CX 031.2D/34-EN1_.E_PC;4589;E;3;1;2464;Axial;8,812;7,074;48,15;4259;1350;17;VT03190;0,259;0,7;C;47,9;69,78;4,9;400V 3~N - 4.05kW;;;GASC3;2324;580;337;2040;552;50,3;16;22,23;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BB22301600230;H02LA22800850230;;AY7.001479.1;2;100;2230;1;75;2280;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GASC CX 031.2/3XM/DFA7A.TNNN;GASC CX;031.2/3XM/DFA7A.TNNN;n/a;finoox;251-2LUH.248.3UN.00NN-C26.01.0000.000;GASC CX 031.2C/37-ALX_.E;3089;A;3;1;2456;Axial;4,471;3,582;18,98;2838;720;11;VT03159U;0,27;0,39;D;39,05;60,93;3,2;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;39;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;302;;;;;;;;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.1/4XN/FFA7A.TNNN;GASC CX;031.1/4XN/FFA7A.TNNN;n/a;finoox;251-1B5L.245.3UK.S5PY-C26.01.0000.000;GASC CX 031.1D/47-ANX_.E;4340;A;4;1;2453;Axial;11,732;9,46;37,96;6925;1390;23;VT03159U;0,543;0,55;C;48,71;70,84;6,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;61,7;16;22,23;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;423;;;;;;;;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GASC CX 031.1/4XN/FFE4E.TNNN;GASC CX;031.1/4XN/FFE4E.TNNN;n/a;finoox;251-1B5V.245.3UK.S5PY-C26.01.0800.000;GASC CX 031.1D/44-ENX_.E_Epoxy;5193;E;4;1;2453;Axial;13,748;11,05;64,2;6034;1390;20;VT03159U;0,546;0,55;D;48,4;70,53;6,4;400V 3~N - 5.7kW;;;GASC4;3004;580;337;1360;552;68,4;16;22,23;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BB29002300230;H02LA29601100230;;AY7.001481.1;2;100;2900;1;75;2960;no;no;F;E;Epoxy coated aluminum;4;12;6;yes;piece;1
GASC CX 031.2/3XN/FFC4E.TNNN;GASC CX;031.2/3XN/FFC4E.TNNN;n/a;finoox;251-2LVH.245.3UL.S5PT-C26.01.0800.000;GASC CX 031.2D/34-ENX_.E_PC;4244;E;3;1;2453;Axial;9,128;7,314;48,15;4526;1390;18;VT03159U;0,409;0,55;D;47,4;69,28;4,9;400V 3~N - 4.05kW;;;GASC3;2324;580;337;2040;552;52,1;16;22,23;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;60;X;H04BB22301600230;H02LA22800850230;;AY7.001479.1;2;100;2230;1;75;2280;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GASC CX 031.1/2WM/DDE7A.TNNN;GASC CX;031.1/2WM/DDE7A.TNNN;n/a;finoox;251-1B26.247.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/27-ALW_.E_Epoxy;2304;A;2;1;2455;Axial;2,406;1,949;8,44;1732;900;10;VT03159U;0,18;0,38;D;41,53;63,06;1,4;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;234;1360;552;24,1;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;203;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 031.1/11N/DDA7A.TNNN;GASC CX;031.1/11N/DDA7A.TNNN;n/a;finoox;251-1AZY.24G.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/17-AN1_.E;1258;A;1;1;2464;Axial;1,462;1,212;4,22;1284;1350;11;VT03190;0,086;0,7;D;45,24;66,49;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,3;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC CX 031.1/11M/FFC7E.TNNN;GASC CX;031.1/11M/FFC7E.TNNN;n/a;finoox;251-1B1Z.24H.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/17-EL1_.E_PC;1961;E;1;1;2465;Axial;2,193;1,79;9,49;1243;1000;8;VT03190;0,036;0,3;A+;33,9;55,24;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;19,7;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 031.2/31M/DFE4A.TNNN;GASC CX;031.2/31M/DFE4A.TNNN;n/a;finoox;251-2LUR.24H.3UC.SGPU-C26.01.0000.000;GASC CX 031.2C/34-AL1_.E_Epoxy;3764;A;3;1;2465;Axial;7,018;5,629;32,1;3499;1000;14;VT03190;0,109;0,3;A;38,26;60,14;3,3;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;38,1;16;22,23;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;302;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC CX 020.1/31M/FDA4E.TNNN;GASC CX;020.1/31M/FDA4E.TNNN;n/a;finoox;251-1CN3.0YF.3UJ.00NN-C26.01.0800.000;GASC CX 020.1B/34-EL1_.E;1942;E;3;1;1103;Axial;3,005;2,451;18,88;1131;1500;7;VT03033U;0,06;0,16;A;45,47;66,94;1,9;230V 1~ - 1.6kW;;;GASC3;1484;580;234;1200;552;25,4;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BB13901000230;H02LA14100560230;;AY7.004217.1;1;100;1390;1;75;1410;no;no;F;E;Aluminum;4;24;6;yes;piece;1
GASC CX 031.1/1XM/DDE4E.TNNN;GASC CX;031.1/1XM/DDE4E.TNNN;n/a;finoox;251-1B07.248.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/14-ELX_.E_Epoxy;1437;E;1;1;2456;Axial;1,255;1,054;7,13;589;720;5;VT03159U;0,09;0,39;E;36,42;57,67;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15,8;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC CX 031.2/21N/DFC4E.TNNN;GASC CX;031.2/21N/DFC4E.TNNN;n/a;finoox;251-2LTV.24G.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/24-EN1_.E_PC;2944;E;2;1;2464;Axial;4,906;3,894;21,4;3122;1350;15;VT03190;0,173;0,7;C;45,18;66,8;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;28,9;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GASC CX 020.1/31M/DDC4A.TNNN;GASC CX;020.1/31M/DDC4A.TNNN;n/a;finoox;251-1CMC.0YF.3UF.00NN-C26.01.0000.000;GASC CX 020.1A/34-AL1_.E_PC;1916;A;3;1;1103;Axial;2,268;1,838;12,59;1210;1500;8;VT03033U;0,061;0,16;B;45,11;66,58;1,3;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;20,7;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC CX 030.1/21M/DDC7E.TNNN;GASC CX;030.1/21M/DDC7E.TNNN;n/a;finoox;251-1HY0.0YG.3UF.00NN-C26.01.0800.000;GASC CX 030.1A/27-EL1_.E_PC;2861;E;2;1;1104;Axial;2,357;1,908;8,44;1829;1250;11;VT03034U;0,064;0,27;B;45,48;67,01;1,4;230V 1~ - 1.8kW;;;GASC2;1644;580;234;1360;552;22,8;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 031.1/11N/FFE7E.TNNN;GASC CX;031.1/11N/FFE7E.TNNN;n/a;finoox;251-1B1V.24G.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/17-EN1_.E_Epoxy;1874;E;1;1;2464;Axial;2,794;2,261;9,49;1647;1350;11;VT03190;0,087;0,7;B;41,89;63,23;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;19,7;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Epoxy coated aluminum;7;36;6;yes;piece;1
GASC CX 031.1/21M/DDC7E.TNNN;GASC CX;031.1/21M/DDC7E.TNNN;n/a;finoox;251-1B2B.24H.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/27-EL1_.E_PC;2861;E;2;1;2465;Axial;2,42;1,967;8,44;1928;1000;11;VT03190;0,073;0,3;B;37,42;58,95;1,4;230V 1~ - 1.8kW;;;GASC2;1644;580;234;1360;552;25,6;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 030.1/21M/DDA7A.TNNN;GASC CX;030.1/21M/DDA7A.TNNN;n/a;finoox;251-1HXM.0YG.3UF.00NN-C26.01.0000.000;GASC CX 030.1A/27-AL1_.E;2331;A;2;1;1104;Axial;2,534;2,051;8,44;1829;1250;11;VT03034U;0,064;0,27;A;45,48;67,01;1,4;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;234;1360;552;20,1;9,52;9,52;n/a;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;203;;;;;;;;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC CX 031.2/21M/DFC4A.TNNN;GASC CX;031.2/21M/DFC4A.TNNN;n/a;finoox;251-2LTT.24H.3UN.00NN-C26.01.0000.000;GASC CX 031.2C/24-AL1_.E_PC;2722;A;2;1;2465;Axial;4,21;3,364;21,4;2333;1000;11;VT03190;0,073;0,3;A;36,76;58,38;2,1;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;26,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;203;;;;;;;;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GASC CX 030.2/21M/DFC7E.TNNN;GASC CX;030.2/21M/DFC7E.TNNN;n/a;finoox;251-2LU2.0YG.3UN.00NN-C26.01.0800.000;GASC CX 030.2C/27-EL1_.E_PC;2918;E;2;1;1104;Axial;3,144;2,533;12,65;2201;1250;11;VT03034U;0,055;0,27;A;46,18;67,8;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;25,9;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 031.1/2XM/DDC7A.TNNN;GASC CX;031.1/2XM/DDC7A.TNNN;n/a;finoox;251-1B2A.248.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/27-ALX_.E_PC;2406;A;2;1;2456;Axial;1,966;1,603;8,44;1385;720;8;VT03159U;0,18;0,39;E;38,55;60,08;1,4;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;234;1360;552;24,1;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;60;X;;;203;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 031.1/11M/DDA4E.TNNN;GASC CX;031.1/11M/DDA4E.TNNN;n/a;finoox;251-1B03.24H.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/14-EL1_.E;1402;E;1;1;2465;Axial;1,604;1,331;7,13;848;1000;7;VT03190;0,037;0,3;B;35,01;56,26;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15,2;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC CX 031.1/1XM/DFE7A.TNNN;GASC CX;031.1/1XM/DFE7A.TNNN;n/a;finoox;251-1B14.248.3UN.00NN-C26.01.0000.000;GASC CX 031.1C/17-ALX_.E_Epoxy;1482;A;1;1;2456;Axial;1,445;1,202;6,33;946;720;6;VT03159U;0,09;0,39;D;34,82;56,16;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;15,5;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 031.1/11N/DDC7A.TNNN;GASC CX;031.1/11N/DDC7A.TNNN;n/a;finoox;251-1B0J.24G.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/17-AN1_.E_PC;1483;A;1;1;2464;Axial;1,36;1,127;4,22;1284;1350;11;VT03190;0,086;0,7;D;45,24;66,49;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 031.1/11M/DDC7A.TNNN;GASC CX;031.1/11M/DDC7A.TNNN;n/a;finoox;251-1B0J.24H.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/17-AL1_.E_PC;1483;A;1;1;2465;Axial;1,171;0,982;4,22;964;1000;8;VT03190;0,036;0,3;B;34,69;55,94;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 020.1/31N/FDC7A.TNNN;GASC CX;020.1/31N/FDC7A.TNNN;n/a;finoox;251-1CNS.0YE.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/37-AN1_.E_PC;2122;A;3;1;1102;Axial;2,788;2,256;11,17;1606;2000;10;VT03033U;0,107;0,26;C;48,64;70,11;1,9;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;23,4;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GASC CX 020.1/31M/FDE7A.TNNN;GASC CX;020.1/31M/FDE7A.TNNN;n/a;finoox;251-1CNL.0YF.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/37-AL1_.E_Epoxy;1959;A;3;1;1103;Axial;2,5;2,037;11,17;1266;1500;8;VT03033U;0,061;0,16;A;44,86;66,33;1,9;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;23,4;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GASC CX 031.1/11N/DFE4E.TNNN;GASC CX;031.1/11N/DFE4E.TNNN;n/a;finoox;251-1B0X.24G.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/14-EN1_.E_Epoxy;1744;E;1;1;2464;Axial;2,716;2,185;10,7;1561;1350;11;VT03190;0,086;0,7;C;42,45;63,79;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;16,8;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 031.1/1WM/DFE4A.TNNN;GASC CX;031.1/1WM/DFE4A.TNNN;n/a;finoox;251-1B0W.247.3UN.00NN-C26.01.0000.000;GASC CX 031.1C/14-ALW_.E_Epoxy;1482;A;1;1;2455;Axial;2,135;1,742;10,7;1055;900;7;VT03159U;0,089;0,38;D;38,42;59,76;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;15,6;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 031.1/21N/FFA4A.TNNN;GASC CX;031.1/21N/FFA4A.TNNN;n/a;finoox;251-1B38.24G.3UL.SGPU-C26.01.0000.000;GASC CX 031.1D/24-AN1_.E;2706;A;2;1;2464;Axial;6,762;5,462;32,1;2840;1350;14;VT03190;0,173;0,7;B;46,4;68,02;3,3;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;31,9;16;22,23;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;235;;;;;;;;no;no;F;E;Aluminum;4;18;6;yes;piece;1
GASC CX 020.1/31N/DDC7A.TNNN;GASC CX;020.1/31N/DDC7A.TNNN;n/a;finoox;251-1CMQ.0YE.3UF.00NN-C26.01.0000.000;GASC CX 020.1A/37-AN1_.E_PC;1916;A;3;1;1102;Axial;2,114;1,716;7,44;1684;2000;11;VT03033U;0,108;0,26;D;48,4;69,87;1,3;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;20,6;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 030.1/11M/DFC7E.TNNN;GASC CX;030.1/11M/DFC7E.TNNN;n/a;finoox;251-1HWE.0YG.3UN.00NN-C26.01.0800.000;GASC CX 030.1C/17-EL1_.E_PC;1829;E;1;1;1104;Axial;1,506;1,245;6,33;1101;1250;7;VT03034U;0,027;0,27;A;43,45;64,79;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;15,3;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 031.1/1WM/DDE7A.TNNN;GASC CX;031.1/1WM/DDE7A.TNNN;n/a;finoox;251-1B0E.247.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/17-ALW_.E_Epoxy;1291;A;1;1;2455;Axial;1,162;0,98;4,22;866;900;7;VT03159U;0,09;0,38;D;38,79;60,05;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,9;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 031.2/2WM/FFE7E.TNNN;GASC CX;031.2/2WM/FFE7E.TNNN;n/a;finoox;251-2LUB.247.3UM.00NN-C26.01.0800.000;GASC CX 031.2D/27-ELW_.E_Epoxy;2979;E;2;1;2455;Axial;4,326;3,476;18,98;2263;900;11;VT03159U;0,178;0,38;C;41,09;62,71;3,2;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;35,6;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Epoxy coated aluminum;7;36;6;yes;piece;1
