TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC RX 050.2/2SN/JNE7E.TANN;GACC RX;050.2/2SN/JNE7E.TANN;n/a;finoox;247-1B7Z.0CD.3VV.SJAE-R23.01.0800.100;GACC RX 050.2J/27-ENS_.E_Epoxy;7346;E;2;1;421;Axial;26,546;20,122;27,027;22,011;27,639;21,444;26,15;21,132;25,22;20,197;25,984;20,136;100,77;12960;1390;21;VT01162;1,266;1,8;C;57,26;79,52;33,9;400V-3~N-12.9kW;;;gacc2a;2377;623;755;1000;486;145,1;22;54;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00016.1;6;100;2200;2;150;2200;no;no;J;F;Epoxy coated aluminum;7;6;10;yes;piece;1
GACC RX 050.2/2SN/HNE7A.TANN;GACC RX;050.2/2SN/HNE7A.TANN;n/a;finoox;247-1B77.0CD.3VR.SJ7B-R23.01.0000.100;GACC RX 050.2H/27-ANS_.E_Epoxy;6267;A;2;1;421;Axial;22,142;15,644;23,769;18,496;23,775;17,857;22,917;17,786;22,227;17,049;21,844;15,489;80,62;13317;1390;22;VT01162;1,246;1,8;D;57,26;79,52;27;;400V-3~N-11.15kW;BG351035-00015;gacc2a;2377;623;755;1000;486;118,6;22;42;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;50;S;;;488;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC RX 050.2/2SN/HNE7E.TANN;GACC RX;050.2/2SN/HNE7E.TANN;n/a;finoox;247-1B79.0CD.3VR.SJ7B-R23.01.0800.100;GACC RX 050.2H/27-ENS_.E_Epoxy;6898;E;2;1;421;Axial;22,142;15,644;23,769;18,496;23,775;17,857;22,917;17,786;22,227;17,049;21,844;15,489;80,62;13317;1390;22;VT01162;1,246;1,8;D;57,26;79,52;27;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;127,7;22;42;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC RX 050.2/2SN/FNE7A.TANN;GACC RX;050.2/2SN/FNE7A.TANN;n/a;finoox;247-1B6H.0CD.3VN.SJ7G-R23.01.0000.100;GACC RX 050.2F/27-ANS_.E_Epoxy;5529;A;2;1;421;Axial;18,719;13,673;19,269;15,413;19,646;15,119;18,606;14,786;17,946;14,119;18,343;13,819;60,46;13679;1390;22;VT01162;1,222;1,8;D;57,26;79,52;20,7;;400V-3~N-11.15kW;BG351035-00015;gacc2a;2377;623;755;1000;486;104;22;42;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;50;S;;;488;;;;;;;;no;no;F;F;Epoxy coated aluminum;7;6;6;yes;piece;1
GACC RX 050.2/1SN/JNE7A.TANN;GACC RX;050.2/1SN/JNE7A.TANN;n/a;finoox;247-1FTL.0CD.3VX.SJ7K-R23.01.0000.100;GACC RX 050.2J/17-ANS_.E_Epoxy;4040;A;1;1;421;Axial;13,487;10,324;13,573;11,078;13,971;10,788;12,937;10,725;12,645;10,245;13,234;10,38;50,39;6480;1390;19;VT01162;0,633;1,8;C;54,64;76,51;17,8;;400V-3~N-5.7kW;BG351035-00030;gacc1;1373;623;755;1000;486;72,3;22;42;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;50;S;;;365;;;;;;;;no;no;J;F;Epoxy coated aluminum;7;10;10;yes;piece;1
GACC RX 050.2/1SN/FNE7E.UNNN;GACC RX;050.2/1SN/FNE7E.UNNN;n/a;finoox;247-1FRW.0CD.3W5.SJB1-R23.00.0800.000;GACC RX 050.2F/17-ENS_.E_Epoxy;3228;E;1;1;421;Axial;9,465;7,058;9,54;7,714;9,822;7,569;9,224;7,408;8,834;7,054;9,207;7,112;30,23;6840;1390;20;VT01162;0,611;1,8;D;54,64;76,51;10,8;400V-3~N-5kW;;;gacc1;1373;623;755;1000;486;61,5;22;35;Inclusive;n/a;117;202;No;Yes;No;500;AC motor;50;S;H04BB11900750230;H01HC12100600230;;BG351035-00029.1;5;100;1190;2;150;1210;no;no;F;F;Epoxy coated aluminum;7;10;6;yes;piece;1
GACC RX 050.2/4SN/HNA7A.TNNN;GACC RX;050.2/4SN/HNA7A.TNNN;n/a;finoox;247-1B97.0CD.3W1.S5P0-R23.01.0000.000;GACC RX 050.2H/47-ANS_.E;10194;A;4;1;421;Axial;44,732;31,67;48,024;37,398;47,968;36,067;46,29;35,946;44,93;34,483;44,164;31,377;161,24;26634;1390;24;VT01162;2,491;1,8;D;59,6;82,53;52,4;;2x400V-3~N-21.1kW;BG351035-00023;gacc4a;4387;623;755;1000;486;219,9;28;54;n/a;n/a;Inclusive;808;No;No;Yes;500;AC motor;50;S;;;858;;;;;;;;no;no;H;F;Aluminum;7;4;8;yes;piece;1
GACC RX 050.2/2SN/JNA7A.TANN;GACC RX;050.2/2SN/JNA7A.TANN;n/a;finoox;247-1B7T.0CD.3VV.SJAE-R23.01.0000.100;GACC RX 050.2J/27-ANS_.E;6019;A;2;1;421;Axial;26,77;20,241;27,264;22,176;27,817;21,591;26,361;21,288;25,45;20,364;26,174;20,263;100,77;12960;1390;21;VT01162;1,266;1,8;C;57,26;79,52;33,9;;400V-3~N-12.9kW;BG351035-00016;gacc2a;2377;623;755;1000;486;134,7;22;54;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;50;S;;;544;;;;;;;;no;no;J;F;Aluminum;7;6;10;yes;piece;1
GACC RX 050.2/2SN/HNA7A.TNNN;GACC RX;050.2/2SN/HNA7A.TNNN;n/a;finoox;247-1B73.0CD.3VR.SJ7B-R23.01.0000.000;GACC RX 050.2H/27-ANS_.E;5286;A;2;1;421;Axial;22,289;15,718;23,972;18,628;23,948;17,973;23,109;17,913;22,425;17,176;21,999;15,557;80,62;13317;1390;22;VT01162;1,246;1,8;D;57,26;79,52;27;;400V-3~N-11.15kW;BG351035-00015;gacc2a;2377;623;755;1000;486;118,6;22;42;n/a;n/a;Inclusive;404;No;No;Yes;500;AC motor;50;S;;;488;;;;;;;;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC RX 050.2/1SN/JNA7E.TNNN;GACC RX;050.2/1SN/JNA7E.TNNN;n/a;finoox;247-1FTG.0CD.3VX.SJ7K-R23.01.0800.000;GACC RX 050.2J/17-ENS_.E;3910;E;1;1;421;Axial;13,568;10,395;13,685;11,146;14,052;10,865;13,236;10,797;12,756;10,325;13,322;10,454;50,39;6480;1390;19;VT01162;0,633;1,8;C;54,64;76,51;17,8;400V-3~N-5.7kW;;;gacc1;1373;623;755;1000;486;78,2;22;42;n/a;n/a;Inclusive;202;No;Yes;Yes;500;AC motor;50;S;H04BB11900750230;H01HC12100600230;;BG351035-00030.1;6;100;1190;2;150;1210;no;no;J;F;Aluminum;7;10;10;yes;piece;1
GACC RX 050.2/1SN/FNA7A.TANN;GACC RX;050.2/1SN/FNA7A.TANN;n/a;finoox;247-1FRN.0CD.3W5.SJB1-R23.01.0000.100;GACC RX 050.2F/17-ANS_.E;2971;A;1;1;421;Axial;9,541;7,115;9,645;7,781;9,904;7,645;9,322;7,479;8,933;7,128;9,294;7,172;30,23;6840;1390;20;VT01162;0,611;1,8;D;54,64;76,51;10,8;;400V-3~N-5kW;BG351035-00029;gacc1;1373;623;755;1000;486;56,3;22;35;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;50;S;;;343;;;;;;;;no;no;F;F;Aluminum;7;10;6;yes;piece;1
GACC RX 050.2/1SN/FNA7E.TANN;GACC RX;050.2/1SN/FNA7E.TANN;n/a;finoox;247-1FRQ.0CD.3W5.SJB1-R23.01.0800.100;GACC RX 050.2F/17-ENS_.E;3329;E;1;1;421;Axial;9,541;7,115;9,645;7,781;9,904;7,645;9,322;7,479;8,933;7,128;9,294;7,172;30,23;6840;1390;20;VT01162;0,611;1,8;D;54,64;76,51;10,8;400V-3~N-5kW;;;gacc1;1373;623;755;1000;486;61,5;22;35;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;500;AC motor;50;S;H04BB11900750230;H01HC12100600230;;BG351035-00029.1;5;100;1190;2;150;1210;no;no;F;F;Aluminum;7;10;6;yes;piece;1
GACC RX 050.2/1SN/HNA7E.UANN;GACC RX;050.2/1SN/HNA7E.UANN;n/a;finoox;247-1FSL.0CD.3W6.SJB2-R23.00.0800.100;GACC RX 050.2H/17-ENS_.E;3516;E;1;1;421;Axial;11,555;8,566;11,88;9,544;12,097;9,328;11,48;9,163;11,089;8,759;11,306;8,565;40,31;6658;1390;19;VT01162;0,623;1,8;D;54,64;76,51;14,1;400V-3~N-5kW;;;gacc1;1373;623;755;1000;486;69,1;22;35;n/a;n/a;117;Inclusive;Yes;Yes;No;500;AC motor;50;S;H04BB11900750230;H01HC12100600230;;BG351035-00029.1;5;100;1190;2;150;1210;no;no;H;F;Aluminum;7;12;8;yes;piece;1
GACC RX 050.2/4SN/HNC7E.UANN;GACC RX;050.2/4SN/HNC7E.UANN;n/a;finoox;247-1B9H.0CD.3W1.S5P0-R23.00.0800.100;GACC RX 050.2H/47-ENS_.E_PC;13154;E;4;1;421;Axial;41,977;29,668;45,108;35,104;45,075;33,869;43,477;33,764;42,249;32,361;41,445;29,341;167,15;26634;1390;24;VT01162;2,491;1,8;D;59,6;82,53;52,4;2x400V-3~N-21.1kW;;;gacc4a;4387;623;755;1000;486;232,9;28;54;n/a;Inclusive;499;Inclusive;Yes;Yes;No;500;AC motor;50;S;H07EB42503500230;H08FD42601800230;;BG351035-00023.1;5;150;4250;2;150;4260;no;no;H;F;Powder coated;7;4;8;yes;piece;1
GACC RX 050.2/4SN/JNC7E.TNNN;GACC RX;050.2/4SN/JNC7E.TNNN;n/a;finoox;247-1FX8.0CD.3VV.S9P9-R23.01.0800.000;GACC RX 050.2J/47-ENS_.E_PC;13627;E;4;1;421;Axial;42,404;26,897;49,294;35,397;49,116;34,091;47,997;34,539;46,12;32,695;41,575;26,45;208,94;25920;1390;23;VT01162;2,533;1,8;D;59,6;82,53;64,9;2x400V-3~N-24.6kW;;;gacc4a;4387;623;755;1000;486;266,6;28;54;n/a;Inclusive;Inclusive;808;No;Yes;Yes;500;AC motor;50;S;H07EB42503500230;H08FD42601800230;;BG351035-00024.1;6;150;4250;2;150;4260;no;no;J;F;Powder coated;7;6;10;yes;piece;1
GACC RX 050.2/3SN/HNC7A.UANN;GACC RX;050.2/3SN/HNC7A.UANN;n/a;finoox;247-1B8R.0CD.3W1.S5P1-R23.00.0000.100;GACC RX 050.2H/37-ANS_.E_PC;9485;A;3;1;421;Axial;32,832;24,604;33,623;27,144;34,351;26,586;32,506;26,068;31,356;24,896;32,156;24,624;125,36;19975;1390;23;VT01162;1,868;1,8;D;58,67;81,28;40;;400V-3~N-15.2kW;BG351035-00021;gacc3a;3377;623;755;1000;486;169,4;28;54;n/a;Inclusive;336;Inclusive;Yes;No;No;500;AC motor;50;S;;;615;;;;;;;;no;no;H;F;Powder coated;7;4;8;yes;piece;1
GACC RX 050.2/3SN/HNC7A.TNNN;GACC RX;050.2/3SN/HNC7A.TNNN;n/a;finoox;247-1B8R.0CD.3W1.S5P1-R23.01.0000.000;GACC RX 050.2H/37-ANS_.E_PC;9215;A;3;1;421;Axial;32,832;24,604;33,623;27,144;34,351;26,586;32,506;26,068;31,356;24,896;32,156;24,624;125,36;19975;1390;23;VT01162;1,868;1,8;D;58,67;81,28;40;;400V-3~N-15.2kW;BG351035-00021;gacc3a;3377;623;755;1000;486;169,4;28;54;n/a;Inclusive;Inclusive;606;No;No;Yes;500;AC motor;50;S;;;615;;;;;;;;no;no;H;F;Powder coated;7;4;8;yes;piece;1
GACC RX 050.2/3SN/HNC7E.TANN;GACC RX;050.2/3SN/HNC7E.TANN;n/a;finoox;247-1B8T.0CD.3W1.S5P1-R23.01.0800.100;GACC RX 050.2H/37-ENS_.E_PC;10637;E;3;1;421;Axial;32,832;24,604;33,623;27,144;34,351;26,586;32,506;26,068;31,356;24,896;32,156;24,624;125,36;19975;1390;23;VT01162;1,868;1,8;D;58,67;81,28;40;400V-3~N-15.2kW;;;gacc3a;3377;623;755;1000;486;182,5;28;54;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;500;AC motor;50;S;H04BB32002400230;H01HC32001600230;;BG351035-00021.1;5;100;3200;2;150;3200;no;no;H;F;Powder coated;7;4;8;yes;piece;1
GACC RX 050.2/2SN/JNC7A.TNNN;GACC RX;050.2/2SN/JNC7A.TNNN;n/a;finoox;247-1B81.0CD.3VV.SJAE-R23.01.0000.000;GACC RX 050.2J/27-ANS_.E_PC;6557;A;2;1;421;Axial;25,113;18,98;25,529;20,783;26,122;20,28;24,697;19,964;23,819;19,071;24,516;18,993;104,47;12960;1390;21;VT01162;1,266;1,8;C;57,26;79,52;33,9;;400V-3~N-12.9kW;BG351035-00016;gacc2a;2377;623;755;1000;486;134,7;22;54;n/a;Inclusive;Inclusive;404;No;No;Yes;500;AC motor;50;S;;;544;;;;;;;;no;no;J;F;Powder coated;7;6;10;yes;piece;1
GACC RX 050.2/2SN/FNC7E.TNNN;GACC RX;050.2/2SN/FNC7E.TNNN;n/a;finoox;247-1B6P.0CD.3VN.SJ7G-R23.01.0800.000;GACC RX 050.2F/27-ENS_.E_PC;5971;E;2;1;421;Axial;17,724;12,944;18,284;14,613;18,646;14,354;17,659;14,024;17,031;13,399;17,391;13,057;62,68;13679;1390;22;VT01162;1,222;1,8;D;57,26;79,52;20,7;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;113,2;22;42;n/a;Inclusive;Inclusive;404;No;Yes;Yes;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;F;F;Powder coated;7;6;6;yes;piece;1
GACC RX 050.2/1SN/FNC7A.UNNN;GACC RX;050.2/1SN/FNC7A.UNNN;n/a;finoox;247-1FS0.0CD.3W5.SJB1-R23.00.0000.000;GACC RX 050.2F/17-ANS_.E_PC;3008;A;1;1;421;Axial;8,932;6,686;9,047;7,299;9,322;7,189;8,73;7,024;8,385;6,684;8,718;6,734;31,34;6840;1390;20;VT01162;0,611;1,8;D;54,64;76,51;10,8;;400V-3~N-5kW;BG351035-00029;gacc1;1373;623;755;1000;486;56,3;22;35;n/a;Inclusive;117;202;No;No;No;500;AC motor;50;S;;;343;;;;;;;;no;no;F;F;Powder coated;7;10;6;yes;piece;1
GACC RX 050.2/1SN/HNC7A.UANN;GACC RX;050.2/1SN/HNC7A.UANN;n/a;finoox;247-1FSW.0CD.3W6.SJB2-R23.00.0000.100;GACC RX 050.2H/17-ANS_.E_PC;3633;A;1;1;421;Axial;10,844;8,037;11,137;8,953;11,367;8,77;10,767;8,6;10,39;8,219;10,597;8,027;41,79;6658;1390;19;VT01162;0,623;1,8;D;54,64;76,51;14,1;;400V-3~N-5kW;BG351035-00029;gacc1;1373;623;755;1000;486;63,9;22;35;n/a;Inclusive;117;Inclusive;Yes;No;No;500;AC motor;50;S;;;343;;;;;;;;no;no;H;F;Powder coated;7;12;8;yes;piece;1
GACC RX 050.2/1SN/HNC7A.TNNN;GACC RX;050.2/1SN/HNC7A.TNNN;n/a;finoox;247-1FSW.0CD.3W6.SJB2-R23.01.0000.000;GACC RX 050.2H/17-ANS_.E_PC;3548;A;1;1;421;Axial;10,844;8,037;11,137;8,953;11,367;8,77;10,767;8,6;10,39;8,219;10,597;8,027;41,79;6658;1390;19;VT01162;0,623;1,8;D;54,64;76,51;14,1;;400V-3~N-5kW;BG351035-00029;gacc1;1373;623;755;1000;486;63,9;22;35;n/a;Inclusive;Inclusive;202;No;No;Yes;500;AC motor;50;S;;;343;;;;;;;;no;no;H;F;Powder coated;7;12;8;yes;piece;1
GACC RX 050.2/1SN/HNC7E.UANN;GACC RX;050.2/1SN/HNC7E.UANN;n/a;finoox;247-1FSY.0CD.3W6.SJB2-R23.00.0800.100;GACC RX 050.2H/17-ENS_.E_PC;3992;E;1;1;421;Axial;10,844;8,037;11,137;8,953;11,367;8,77;10,767;8,6;10,39;8,219;10,597;8,027;41,79;6658;1390;19;VT01162;0,623;1,8;D;54,64;76,51;14,1;400V-3~N-5kW;;;gacc1;1373;623;755;1000;486;69,1;22;35;n/a;Inclusive;117;Inclusive;Yes;Yes;No;500;AC motor;50;S;H04BB11900750230;H01HC12100600230;;BG351035-00029.1;5;100;1190;2;150;1210;no;no;H;F;Powder coated;7;12;8;yes;piece;1
GACC RX 031.1/11N/CHE4A.UNNN;GACC RX;031.1/11N/CHE4A.UNNN;n/a;finoox;247-1B9Y.1TZ.3US.RVN2-R23.00.0000.000;GACC RX 031.1C/14-AN1_.E_Epoxy;1245;A;1;1;2107;Axial;1,71;1,199;1,818;1,401;1,856;1,383;1,758;1,355;1,686;1,281;1,667;1,172;6,64;1706;1350;9;VT03189;0,087;0,7;D;40,72;62,01;1,4;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;13,3;12;12;Inclusive;n/a;143;151;No;No;No;315;EC motor;5060;1;;;157;;;;;;;;no;no;C;F;Epoxy coated aluminum;4;24;3;yes;piece;1
GACC RX 031.1/11N/DHE4E.UANN;GACC RX;031.1/11N/DHE4E.UANN;n/a;finoox;247-1BAF.1TZ.3UV.S5NN-R23.00.0800.100;GACC RX 031.1D/14-EN1_.E_Epoxy;1794;E;1;1;2107;Axial;2,3;1,715;2,255;1,837;2,396;1,853;2,192;1,782;2,078;1,668;2,197;1,728;8,85;1587;1350;8;VT03189;0,086;0,7;C;40,72;62,01;2;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,3;16;18;Inclusive;n/a;143;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;F;Epoxy coated aluminum;4;16;4;yes;piece;1
GACC RX 031.1/11N/FHE4E.TANN;GACC RX;031.1/11N/FHE4E.TANN;n/a;finoox;247-1BB5.1TZ.3UQ.S5NN-R23.01.0800.100;GACC RX 031.1F/14-EN1_.E_Epoxy;2072;E;1;1;2107;Axial;2,756;2,027;2,821;2,261;2,894;2,265;2,735;2,183;2,619;2,067;2,67;2,002;13,28;1398;1350;7;VT03189;0,086;0,7;C;40,72;62,01;2,8;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;17,8;16;18;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;F;Epoxy coated aluminum;4;24;6;yes;piece;1
GACC RX 031.1/31N/DHE4A.TANN;GACC RX;031.1/31N/DHE4A.TANN;n/a;finoox;247-1BH0.1TZ.3UW.S5NT-R23.01.0000.100;GACC RX 031.1D/34-AN1_.E_Epoxy;4016;A;3;1;2107;Axial;6,54;4,738;6,83;5,376;7,006;5,317;6,595;5,186;6,334;4,915;6,378;4,645;26,56;4761;1350;9;VT03189;0,259;0,7;D;45,11;66,78;5,3;;230V-1~-2.45kW;BG351035-00008;gacc3;1672;430;455;1380;332;33,1;16;22;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;190;;;;;;;;no;no;D;F;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC RX 031.1/21N/DHE4A.TANN;GACC RX;031.1/21N/DHE4A.TANN;n/a;finoox;247-1BDL.1TZ.3UW.S5NU-R23.01.0000.100;GACC RX 031.1D/24-AN1_.E_Epoxy;2770;A;2;1;2107;Axial;4,618;3,465;4,517;3,688;4,8;3,723;4,392;3,576;4,163;3,348;4,413;3,494;17,71;3174;1350;9;VT03189;0,173;0,7;C;43,54;65,02;3,7;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;24;16;22;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;172;;;;;;;;no;no;D;F;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC RX 031.1/21N/FHE4E.UNNN;GACC RX;031.1/21N/FHE4E.UNNN;n/a;finoox;247-1BEB.1TZ.3UZ.S5NU-R23.00.0800.000;GACC RX 031.1F/24-EN1_.E_Epoxy;2709;E;2;1;2107;Axial;5,556;4,131;5,664;4,561;5,815;4,566;5,487;4,4;5,258;4,171;5,386;4,081;26,56;2796;1350;8;VT03189;0,173;0,7;C;43,54;65,02;5,4;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;30,1;16;22;Inclusive;n/a;204;302;No;Yes;No;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;F;Epoxy coated aluminum;4;12;6;yes;piece;1
GACC RX 031.1/21N/DHE7E.TANN;GACC RX;031.1/21N/DHE7E.TANN;n/a;finoox;247-1BDP.1TZ.3UV.S5NL-R23.01.0800.100;GACC RX 031.1D/27-EN1_.E_Epoxy;2662;E;2;1;2107;Axial;3,302;2,293;3,547;2,732;3,568;2,645;3,431;2,628;3,314;2,508;3,246;2,267;10,6;3552;1350;10;VT03189;0,173;0,7;C;43,54;65,02;3,6;230V-1~-1.71kW;;;gacc2;1212;430;455;920;332;25;16;18;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00006.1;1;100;1100;1;200;1100;no;no;D;F;Epoxy coated aluminum;7;16;4;yes;piece;1
GACC RX 031.1/21N/FHE7E.UNNN;GACC RX;031.1/21N/FHE7E.UNNN;n/a;finoox;247-1BED.1TZ.3UY.S5NQ-R23.00.0800.000;GACC RX 031.1F/27-EN1_.E_Epoxy;2278;E;2;1;2107;Axial;4,564;3,24;4,843;3,789;4,885;3,681;4,682;3,643;4,528;3,481;4,485;3,21;15,89;3264;1350;9;VT03189;0,173;0,7;C;43,54;65,02;5,3;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;29,5;16;18;Inclusive;n/a;204;302;No;Yes;No;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;F;Epoxy coated aluminum;7;16;6;yes;piece;1
GACC RX 031.1/21N/HHE7A.UANN;GACC RX;031.1/21N/HHE7A.UANN;n/a;finoox;247-1BEU.1TZ.3V4.RQV5-R23.00.0000.100;GACC RX 031.1H/27-AN1_.E_Epoxy;2561;A;2;1;2107;Axial;5,489;3,998;5,738;4,563;5,814;4,456;5,551;4,387;5,365;4,197;5,386;3,967;21,19;3019;1350;8;VT03189;0,173;0,7;B;43,54;65,02;7,1;;230V-1~-2.57kW;BG351035-00026;gacc2;1212;430;455;920;332;31,5;16;22;Inclusive;n/a;204;Inclusive;Yes;No;No;315;EC motor;5060;1;;;204;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;16;8;yes;piece;1
GACC RX 031.1/31N/HHA7A.UANN;GACC RX;031.1/31N/HHA7A.UANN;n/a;finoox;247-1BHL.1TZ.3V5.RZUW-R23.00.0000.100;GACC RX 031.1H/37-AN1_.E;3598;A;3;1;2107;Axial;8,66;6,559;8,699;7,106;8,964;6,934;8,428;6,831;8,094;6,514;8,43;6,563;31,79;4528;1350;8;VT03189;0,259;0,7;B;45,11;66,78;10,7;;400V-3~N-3.7kW;BG351035-00027;gacc3;1672;430;455;1380;332;45,1;16;35;n/a;n/a;284;Inclusive;Yes;No;No;315;EC motor;5060;1;;;231;;;;;;;;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC RX 031.1/31N/HHA7A.TNNN;GACC RX;031.1/31N/HHA7A.TNNN;n/a;finoox;247-1BHL.1TZ.3V5.RZUW-R23.01.0000.000;GACC RX 031.1H/37-AN1_.E;3429;A;3;1;2107;Axial;8,66;6,559;8,699;7,106;8,964;6,934;8,428;6,831;8,094;6,514;8,43;6,563;31,79;4528;1350;8;VT03189;0,259;0,7;B;45,11;66,78;10,7;;400V-3~N-3.7kW;BG351035-00027;gacc3;1672;430;455;1380;332;45,1;16;35;n/a;n/a;Inclusive;453;No;No;Yes;315;EC motor;5060;1;;;231;;;;;;;;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC RX 031.1/31N/HHA7A.UNNN;GACC RX;031.1/31N/HHA7A.UNNN;n/a;finoox;247-1BHL.1TZ.3V5.RZUW-R23.00.0000.000;GACC RX 031.1H/37-AN1_.E;3145;A;3;1;2107;Axial;8,66;6,559;8,699;7,106;8,964;6,934;8,428;6,831;8,094;6,514;8,43;6,563;31,79;4528;1350;8;VT03189;0,259;0,7;B;45,11;66,78;10,7;;400V-3~N-3.7kW;BG351035-00027;gacc3;1672;430;455;1380;332;45,1;16;35;n/a;n/a;284;453;No;No;No;315;EC motor;5060;1;;;231;;;;;;;;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC RX 031.1/21N/DHA7E.TANN;GACC RX;031.1/21N/DHA7E.TANN;n/a;finoox;247-1BDK.1TZ.3UV.S5NL-R23.01.0800.100;GACC RX 031.1D/27-EN1_.E;2473;E;2;1;2107;Axial;3,334;2,309;3,59;2,759;3,606;2,668;3,472;2,655;3,355;2,534;3,278;2,283;10,6;3552;1350;10;VT03189;0,173;0,7;C;43,54;65,02;3,6;230V-1~-1.71kW;;;gacc2;1212;430;455;920;332;25;16;18;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00006.1;1;100;1100;1;200;1100;no;no;D;F;Aluminum;7;16;4;yes;piece;1
