TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC RX 020.1/3XN/CFA4A.TNNN;GACC RX;020.1/3XN/CFA4A.TNNN;n/a;finoox;247-1HGT.0C9.3YQ.SCWD-R23.01.0000.000;GACC-RX-020.1-C/3-4.0-ANX-CC-E32C-417;1914;A;3;1;417;Axial;2,857;2,021;2,874;2,345;3,306;2,603;3,049;2,521;2,865;2,331;2,726;2,064;12,39;2254;2550;6;VT0337U;0,256;0,38;E;46,85;68,28;1,5;;230V-1~-1.7kW;AY7.004787;gacc3;1342;393;353;1050;299;21;16;18;n/a;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;143;;;;;;;;no;no;C;E;Aluminum;4;6;3;yes;piece;1
GACC RX 020.1/2XN/DFA4A.TNNN;GACC RX;020.1/2XN/DFA4A.TNNN;n/a;finoox;247-1HBH.0C9.3UP.SCWD-R23.01.0000.000;GACC-RX-020.1-D/2-4.0-ANX-CC-E32C-417;1589;A;2;1;417;Axial;2,361;1,701;2,345;1,963;2,697;2,132;2,467;2,083;2,314;1,929;2,283;1,741;11,02;1470;2550;6;VT0337U;0,171;0,38;E;45,23;66,52;1,4;;230V-1~-1.1kW;AY7.004786;gacc2;992;393;353;700;299;16,3;16;18;n/a;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;124;;;;;;;;no;no;D;E;Aluminum;4;8;4;yes;piece;1
GACC RX 020.1/3XN/DFA4E.UNNN;GACC RX;020.1/3XN/DFA4E.UNNN;n/a;finoox;247-1HHW.0C9.3UD.SCWE-R23.00.0800.000;E-GACC-RX-020.1-D/3-4.0-ANX-CC-E32C-417;2182;E;3;1;417;Axial;3,53;2,519;3,516;2,899;4,016;3,175;3,684;3,089;3,481;2,862;3,37;2,563;16,52;2205;2550;6;VT0337U;0,256;0,38;E;46,85;68,28;2;230V-1~-1.7kW;;;gacc3;1342;393;353;1050;299;27;16;18;n/a;n/a;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB12401000230;H04CB12100700230;;AY7.004787.1;1;100;1240;1;200;1210;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GACC RX 020.1/2XN/FFA4E.TNNN;GACC RX;020.1/2XN/FFA4E.TNNN;n/a;finoox;247-1HCL.0C9.3UK.SCWH-R23.01.0800.000;E-GACC-RX-020.1-F/2-4.0-ANX-CC-E32C-417;1854;E;2;1;417;Axial;2,857;2,009;2,96;2,39;3,245;2,524;3,072;2,482;2,914;2,319;2,751;2,017;16,52;1411;2550;6;VT0337U;0,171;0,38;D;45,23;66,52;2;230V-1~-1.7kW;;;gacc2;992;393;353;700;299;23,1;16;18;n/a;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB08800540230;H04CB08600600230;;AY7.004792.1;2;100;880;1;200;860;no;no;F;E;Aluminum;4;12;6;yes;piece;1
GACC RX 020.1/3XN/FFA4A.TNNN;GACC RX;020.1/3XN/FFA4A.TNNN;n/a;finoox;247-1HJX.0C9.3UA.SCWF-R23.01.0000.000;GACC-RX-020.1-F/3-4.0-ANX-CC-E32C-417;2122;A;3;1;417;Axial;4,483;3,259;4,481;3,762;5,042;3,977;4,648;3,927;4,388;3,654;4,359;3,34;24,78;2116;2550;6;VT0337U;0,256;0,38;D;46,85;68,28;3;;230V-1~-2.7kW;AY7.004793;gacc3;1342;393;353;1050;299;25,7;16;22;n/a;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;177;;;;;;;;no;no;F;E;Aluminum;4;6;6;yes;piece;1
GACC RX 020.1/2XN/DFA7A.TNNN;GACC RX;020.1/2XN/DFA7A.TNNN;n/a;finoox;247-1HBB.0C9.3UC.SCWG-R23.01.0000.000;GACC-RX-020.1-D/2-7.0-ANX-CC-E32C-417;1589;A;2;1;417;Axial;1,855;1,313;1,941;1,569;2,119;1,616;2,016;1,606;1,926;1,521;1,807;1,324;6,51;1548;2550;6;VT0337U;0,17;0,38;E;45,23;66,52;1,4;;230V-1~-1.1kW;AY7.004786;gacc2;992;393;353;700;299;16,1;16;16;n/a;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;124;;;;;;;;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GACC RX 020.1/1XN/FFA7A.UNNN;GACC RX;020.1/1XN/FFA7A.UNNN;n/a;finoox;247-1HFK.0C9.3UL.SCWG-R23.00.0000.000;GACC-RX-020.1-F/1-7.0-ANX-CC-E32C-417;1251;A;1;1;417;Axial;1,247;0,936;1,287;1,09;1,413;1,116;1,336;1,11;1,275;1,058;1,249;0,962;4,89;753;2550;5;VT0337U;0,085;0,38;D;42,38;63,51;1,1;;230V-1~-1.0kW;AY7.004791;gacc1;642;393;353;350;299;11,1;16;16;n/a;n/a;0;n/a;No;No;No;200;AC motor;60;X;;;130;;;;;;;;no;no;F;E;Aluminum;7;18;6;yes;piece;1
GACC RX 020.1/3XN/CFA7A.TNNN;GACC RX;020.1/3XN/CFA7A.TNNN;n/a;finoox;247-1HGM.0C9.3YQ.SCWH-R23.01.0000.000;GACC-RX-020.1-C/3-7.0-ANX-CC-E32C-417;1914;A;3;1;417;Axial;2,281;1,681;2,305;1,938;2,584;2,025;2,429;2,012;2,318;1,903;2,237;1,725;7,33;2359;2550;7;VT0337U;0,254;0,38;E;46,85;68,28;1,5;;230V-1~-1.7kW;AY7.004787;gacc3;1342;393;353;1050;299;20,9;16;18;n/a;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;143;;;;;;;;no;no;C;E;Aluminum;7;6;3;yes;piece;1
GACC RX 020.1/2XN/FFA7A.TNNN;GACC RX;020.1/2XN/FFA7A.TNNN;n/a;finoox;247-1HCD.0C9.3UK.SCWH-R23.01.0000.000;GACC-RX-020.1-F/2-7.0-ANX-CC-E32C-417;1692;A;2;1;417;Axial;2,498;1,8;2,573;2,116;2,809;2,173;2,63;2,162;2,548;2,051;2,429;1,822;9,77;1506;2550;6;VT0337U;0,17;0,38;D;45,23;66,52;2;;230V-1~-1.7kW;AY7.004792;gacc2;992;393;353;700;299;18,1;16;18;n/a;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;149;;;;;;;;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GACC RX 020.1/3XN/DFA7A.TNNN;GACC RX;020.1/3XN/DFA7A.TNNN;n/a;finoox;247-1HHP.0C9.3UD.SCWJ-R23.01.0000.000;GACC-RX-020.1-D/3-7.0-ANX-CC-E32C-417;2027;A;3;1;417;Axial;2,855;2,127;2,892;2,436;3,234;2,539;3,039;2,529;2,897;2,391;2,821;2,177;9,77;2321;2550;6;VT0337U;0,255;0,38;E;46,85;68,28;2;;230V-1~-1.7kW;AY7.004787;gacc3;1342;393;353;1050;299;22,3;16;18;n/a;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;143;;;;;;;;no;no;D;E;Aluminum;7;6;4;yes;piece;1
GACC RX 020.1/1XN/DFE4E.TNNN;GACC RX;020.1/1XN/DFE4E.TNNN;n/a;finoox;247-1HEW.0C9.3UN.00NN-R23.01.0800.000;E-GACC-RX-020.1-D/1-4.0-ENX-CC-E32C-417;1311;E;1;1;417;Axial;1,061;0,711;1,135;0,884;1,261;0,94;1,191;0,925;1,124;0,861;1,024;0,713;5,51;735;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;0,7;230V-1~-0.7kW;;;gacc1;642;393;353;350;299;13,9;9,52;9,52;Inclusive;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004785.1;1;100;540;1;200;510;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GACC RX 020.1/1XN/DFE4E.UNNN;GACC RX;020.1/1XN/DFE4E.UNNN;n/a;finoox;247-1HEW.0C9.3UN.00NN-R23.00.0800.000;E-GACC-RX-020.1-D/1-4.0-ENX-CC-E32C-417;1311;E;1;1;417;Axial;1,061;0,711;1,135;0,884;1,261;0,94;1,191;0,925;1,124;0,861;1,024;0,713;5,51;735;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;0,7;230V-1~-0.7kW;;;gacc1;642;393;353;350;299;13,9;9,52;9,52;Inclusive;n/a;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004785.1;1;100;540;1;200;510;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GACC RX 020.1/1XN/FFE4A.UNNN;GACC RX;020.1/1XN/FFE4A.UNNN;n/a;finoox;247-1HFX.0C9.3UL.SCWC-R23.00.0000.000;GACC-RX-020.1-F/1-4.0-ENX-CC-E32C-417;1422;A;1;1;417;Axial;1,453;1,052;1,461;1,222;1,644;1,285;1,515;1,275;1,43;1,186;1,41;1,071;8,26;705;2550;5;VT0337U;0,085;0,38;D;42,38;63,51;1,1;;230V-1~-1.0kW;AY7.004791;gacc1;642;393;353;350;299;11,1;16;16;Inclusive;n/a;0;n/a;No;No;No;200;AC motor;60;X;;;130;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;18;6;yes;piece;1
GACC RX 020.1/1XN/FFE4E.TNNN;GACC RX;020.1/1XN/FFE4E.TNNN;n/a;finoox;247-1HFY.0C9.3UL.SCWC-R23.01.0800.000;E-GACC-RX-020.1-F/1-4.0-ENX-CC-E32C-417;1564;E;1;1;417;Axial;1,453;1,052;1,461;1,222;1,644;1,285;1,515;1,275;1,43;1,186;1,41;1,071;8,26;705;2550;5;VT0337U;0,085;0,38;D;42,38;63,51;1,1;230V-1~-1.0kW;;;gacc1;642;393;353;350;299;15,5;16;16;Inclusive;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004791.1;2;100;540;1;200;510;no;no;F;E;Epoxy coated aluminum;4;18;6;yes;piece;1
GACC RX 020.1/3XN/CFE4A.TNNN;GACC RX;020.1/3XN/CFE4A.TNNN;n/a;finoox;247-1HGZ.0C9.3YQ.SCWD-R23.01.0000.000;GACC-RX-020.1-C/3-4.0-ENX-CC-E32C-417;2096;A;3;1;417;Axial;2,796;1,978;2,802;2,291;3,222;2,543;2,968;2,461;2,789;2,275;2,667;2,021;12,39;2254;2550;6;VT0337U;0,256;0,38;E;46,85;68,28;1,5;;230V-1~-1.7kW;AY7.004787;gacc3;1342;393;353;1050;299;21;16;18;Inclusive;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;143;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;6;3;yes;piece;1
GACC RX 020.1/2XN/DFE4A.UNNN;GACC RX;020.1/2XN/DFE4A.UNNN;n/a;finoox;247-1HBP.0C9.3UP.SCWD-R23.00.0000.000;GACC-RX-020.1-D/2-4.0-ENX-CC-E32C-417;1769;A;2;1;417;Axial;2,305;1,665;2,294;1,923;2,638;2,083;2,41;2,033;2,261;1,887;2,236;1,704;11,02;1470;2550;6;VT0337U;0,171;0,38;E;45,23;66,52;1,4;;230V-1~-1.1kW;AY7.004786;gacc2;992;393;353;700;299;16,3;16;18;Inclusive;n/a;0;n/a;No;No;No;200;AC motor;60;X;;;124;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC RX 020.1/2XN/DFE4E.UNNN;GACC RX;020.1/2XN/DFE4E.UNNN;n/a;finoox;247-1HBQ.0C9.3UP.SCWD-R23.00.0800.000;E-GACC-RX-020.1-D/2-4.0-ENX-CC-E32C-417;1903;E;2;1;417;Axial;2,305;1,665;2,294;1,923;2,638;2,083;2,41;2,033;2,261;1,887;2,236;1,704;11,02;1470;2550;6;VT0337U;0,171;0,38;E;45,23;66,52;1,4;230V-1~-1.1kW;;;gacc2;992;393;353;700;299;20,6;16;18;Inclusive;n/a;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB08800540230;H04CB08600600230;;AY7.004786.1;1;100;880;1;200;860;no;no;D;E;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC RX 020.1/3XN/FFE4E.TNNN;GACC RX;020.1/3XN/FFE4E.TNNN;n/a;finoox;247-1HK4.0C9.3UA.SCWF-R23.01.0800.000;E-GACC-RX-020.1-F/3-4.0-ENX-CC-E32C-417;2680;E;3;1;417;Axial;4,399;3,213;4,403;3,699;4,958;3,903;4,559;3,855;4,308;3,591;4,291;3,284;24,78;2116;2550;6;VT0337U;0,256;0,38;D;46,85;68,28;3;230V-1~-2.7kW;;;gacc3;1342;393;353;1050;299;31;16;22;Inclusive;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB12401000230;H04CB12100700230;;AY7.004793.1;2;100;1240;1;200;1210;no;no;F;E;Epoxy coated aluminum;4;6;6;yes;piece;1
GACC RX 020.1/1XN/CFC7A.TNNN;GACC RX;020.1/1XN/CFC7A.TNNN;n/a;finoox;247-1HEB.0C9.3YN.00NN-R23.01.0000.000;GACC-RX-020.1-C/1-7.0-PNX-CC-E32C-417;1303;A;1;1;417;Axial;0,701;0,51;0,716;0,594;0,797;0,62;0,726;0,617;0,715;0,583;0,687;0,522;2,44;786;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;0,5;;230V-1~-0.7kW;AY7.004785;gacc1;642;393;353;350;299;9,4;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;109;;;;;;;;no;no;C;E;Powder coated;7;18;3;yes;piece;1
GACC RX 020.1/1XN/DFC7E.TNNN;GACC RX;020.1/1XN/DFC7E.TNNN;n/a;finoox;247-1HFE.0C9.3UN.00NN-R23.01.0800.000;E-GACC-RX-020.1-D/1-7.0-PNX-CC-E32C-417;1455;E;1;1;417;Axial;0,852;0,594;0,897;0,719;0,979;0,74;0,932;0,736;0,889;0,696;0,829;0,598;3,26;774;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;0,7;230V-1~-0.7kW;;;gacc1;642;393;353;350;299;13,9;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004785.1;1;100;540;1;200;510;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GACC RX 020.1/1XN/DFC7E.UNNN;GACC RX;020.1/1XN/DFC7E.UNNN;n/a;finoox;247-1HFE.0C9.3UN.00NN-R23.00.0800.000;E-GACC-RX-020.1-D/1-7.0-PNX-CC-E32C-417;1455;E;1;1;417;Axial;0,852;0,594;0,897;0,719;0,979;0,74;0,932;0,736;0,889;0,696;0,829;0,598;3,26;774;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;0,7;230V-1~-0.7kW;;;gacc1;642;393;353;350;299;13,9;9,52;9,52;n/a;Inclusive;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004785.1;1;100;540;1;200;510;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GACC RX 020.1/2XN/CFC7A.UNNN;GACC RX;020.1/2XN/CFC7A.UNNN;n/a;finoox;247-1HB5.0C9.3YP.SCWG-R23.00.0000.000;GACC-RX-020.1-C/2-7.0-PNX-CC-E32C-417;1969;A;2;1;417;Axial;1,364;1,012;1,375;1,164;1,552;1,224;1,456;1,213;1,384;1,145;1,338;1,041;4,89;1572;2550;7;VT0337U;0,169;0,38;E;45,23;66,52;1;;230V-1~-1.1kW;AY7.004786;gacc2;992;393;353;700;299;15,1;16;16;n/a;Inclusive;0;n/a;No;No;No;200;AC motor;60;X;;;124;;;;;;;;no;no;C;E;Powder coated;7;8;3;yes;piece;1
GACC RX 020.1/2XN/DFC7E.TNNN;GACC RX;020.1/2XN/DFC7E.TNNN;n/a;finoox;247-1HC8.0C9.3UC.SCWG-R23.01.0800.000;E-GACC-RX-020.1-D/2-7.0-PNX-CC-E32C-417;2165;E;2;1;417;Axial;1,725;1,221;1,805;1,459;1,971;1,503;1,875;1,493;1,791;1,415;1,681;1,232;6,51;1548;2550;6;VT0337U;0,17;0,38;E;45,23;66,52;1,4;230V-1~-1.1kW;;;gacc2;992;393;353;700;299;20,5;16;16;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB08800540230;H04CB08600600230;;AY7.004786.1;1;100;880;1;200;860;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GACC RX 020.1/1XN/FFC7E.TNNN;GACC RX;020.1/1XN/FFC7E.TNNN;n/a;finoox;247-1HGG.0C9.3UL.SCWG-R23.01.0800.000;E-GACC-RX-020.1-F/1-7.0-PNX-CC-E32C-417;1655;E;1;1;417;Axial;1,16;0,871;1,197;1,014;1,314;1,038;1,242;1,032;1,186;0,984;1,162;0,895;4,89;753;2550;5;VT0337U;0,085;0,38;D;42,38;63,51;1,1;230V-1~-1.0kW;;;gacc1;642;393;353;350;299;15,4;16;16;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004791.1;2;100;540;1;200;510;no;no;F;E;Powder coated;7;18;6;yes;piece;1
GACC RX 020.1/3XN/DFC7A.UNNN;GACC RX;020.1/3XN/DFC7A.UNNN;n/a;finoox;247-1HJK.0C9.3UD.SCWJ-R23.00.0000.000;GACC-RX-020.1-D/3-7.0-PNX-CC-E32C-417;2667;A;3;1;417;Axial;2,655;1,979;2,689;2,266;3,007;2,361;2,826;2,352;2,694;2,224;2,624;2,024;9,77;2321;2550;6;VT0337U;0,255;0,38;E;46,85;68,28;2;;230V-1~-1.7kW;AY7.004787;gacc3;1342;393;353;1050;299;22,3;16;18;n/a;Inclusive;0;n/a;No;No;No;200;AC motor;60;X;;;143;;;;;;;;no;no;D;E;Powder coated;7;6;4;yes;piece;1
GACC RX 020.1/2XN/CFC4A.UNNN;GACC RX;020.1/2XN/CFC4A.UNNN;n/a;finoox;247-1HAT.0C9.3YP.SCWC-R23.00.0000.000;GACC-RX-020.1-C/2-4.0-PNX-CC-E32C-417;1969;A;2;1;417;Axial;1,631;1,159;1,632;1,342;1,877;1,487;1,73;1,438;1,622;1,329;1,557;1,187;8,26;1503;2550;6;VT0337U;0,17;0,38;E;45,23;66,52;1;;230V-1~-1.1kW;AY7.004786;gacc2;992;393;353;700;299;15,2;16;16;n/a;Inclusive;0;n/a;No;No;No;200;AC motor;60;X;;;124;;;;;;;;no;no;C;E;Powder coated;4;8;3;yes;piece;1
GACC RX 020.1/1XN/FFC4A.UNNN;GACC RX;020.1/1XN/FFC4A.UNNN;n/a;finoox;247-1HG3.0C9.3UL.SCWC-R23.00.0000.000;GACC-RX-020.1-F/1-4.0-PNX-CC-E32C-417;1510;A;1;1;417;Axial;1,317;0,951;1,327;1,106;1,49;1,165;1,373;1,152;1,295;1,074;1,274;0,968;8,26;705;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;1,1;;230V-1~-1.0kW;AY7.004791;gacc1;642;393;353;350;299;11,1;16;16;n/a;Inclusive;0;n/a;No;No;No;200;AC motor;60;X;;;130;;;;;;;;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GACC RX 020.1/1XN/FFC4E.TNNN;GACC RX;020.1/1XN/FFC4E.TNNN;n/a;finoox;247-1HG4.0C9.3UL.SCWC-R23.01.0800.000;E-GACC-RX-020.1-F/1-4.0-PNX-CC-E32C-417;1655;E;1;1;417;Axial;1,317;0,951;1,327;1,106;1,49;1,165;1,373;1,152;1,295;1,074;1,274;0,968;8,26;705;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;1,1;230V-1~-1.0kW;;;gacc1;642;393;353;350;299;15,5;16;16;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004791.1;2;100;540;1;200;510;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GACC RX 020.1/1XN/FFC4E.UNNN;GACC RX;020.1/1XN/FFC4E.UNNN;n/a;finoox;247-1HG4.0C9.3UL.SCWC-R23.00.0800.000;E-GACC-RX-020.1-F/1-4.0-PNX-CC-E32C-417;1655;E;1;1;417;Axial;1,317;0,951;1,327;1,106;1,49;1,165;1,373;1,152;1,295;1,074;1,274;0,968;8,26;705;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;1,1;230V-1~-1.0kW;;;gacc1;642;393;353;350;299;15,5;16;16;n/a;Inclusive;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004791.1;2;100;540;1;200;510;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GACC RX 020.1/2XN/FFC4A.TNNN;GACC RX;020.1/2XN/FFC4A.TNNN;n/a;finoox;247-1HCX.0C9.3UK.SCWH-R23.01.0000.000;GACC-RX-020.1-F/2-4.0-PNX-CC-E32C-417;2134;A;2;1;417;Axial;2,543;1,788;2,635;2,127;2,888;2,246;2,734;2,209;2,593;2,064;2,449;1,795;16,52;1411;2550;6;VT0337U;0,171;0,38;E;45,23;66,52;2;;230V-1~-1.7kW;AY7.004792;gacc2;992;393;353;700;299;18,2;16;18;n/a;Inclusive;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;149;;;;;;;;no;no;F;E;Powder coated;4;12;6;yes;piece;1
GACC RX 020.1/2XN/FFC4E.UNNN;GACC RX;020.1/2XN/FFC4E.UNNN;n/a;finoox;247-1HCY.0C9.3UK.SCWH-R23.00.0800.000;E-GACC-RX-020.1-F/2-4.0-PNX-CC-E32C-417;2298;E;2;1;417;Axial;2,543;1,788;2,635;2,127;2,888;2,246;2,734;2,209;2,593;2,064;2,449;1,795;16,52;1411;2550;6;VT0337U;0,171;0,38;E;45,23;66,52;2;230V-1~-1.7kW;;;gacc2;992;393;353;700;299;23,1;16;18;n/a;Inclusive;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB08800540230;H04CB08600600230;;AY7.004792.1;2;100;880;1;200;860;no;no;F;E;Powder coated;4;12;6;yes;piece;1
GACC RX 031.1/1XN/CHE4E.TNNN;GACC RX;031.1/1XN/CHE4E.TNNN;n/a;finoox;247-1B9Z.1GX.3US.RVN2-R23.01.0800.000;GACC RX 031.1C/14-ENX_.E_Epoxy;1467;E;1;1;1731;Axial;1,741;1,214;1,857;1,429;1,894;1,407;1,798;1,382;1,723;1,307;1,7;1,188;6,64;1790;1500;9;VT0603;0,145;0,55;E;43,22;64,51;1,4;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,2;12;12;Inclusive;n/a;Inclusive;151;No;Yes;Yes;315;AC motor;60;X;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;C;F;Epoxy coated aluminum;4;24;3;yes;piece;1
GACC RX 031.1/1XN/DHE4A.TNNN;GACC RX;031.1/1XN/DHE4A.TNNN;n/a;finoox;247-1BAE.1GX.3UV.S5NN-R23.01.0000.000;GACC RX 031.1D/14-ANX_.E_Epoxy;1463;A;1;1;1731;Axial;2,365;1,764;2,327;1,89;2,466;1,911;2,261;1,832;2,144;1,716;2,261;1,777;8,85;1694;1500;8;VT0603;0,146;0,55;E;43,22;64,51;2;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,8;16;18;Inclusive;n/a;Inclusive;151;No;No;Yes;315;AC motor;60;X;;;157;;;;;;;;no;no;D;F;Epoxy coated aluminum;4;16;4;yes;piece;1
GACC RX 031.1/2XN/CHE4A.TNNN;GACC RX;031.1/2XN/CHE4A.TNNN;n/a;finoox;247-1BD4.1GX.3UT.S5NP-R23.01.0000.000;GACC RX 031.1C/24-ANX_.E_Epoxy;2089;A;2;1;1731;Axial;3,529;2,482;3,748;2,9;3,812;2,851;3,619;2,802;3,471;2,654;3,45;2,442;13,28;3581;1500;10;VT0603;0,29;0,55;E;46,04;67,52;2,7;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;24;16;18;Inclusive;n/a;Inclusive;302;No;No;Yes;315;AC motor;60;X;;;172;;;;;;;;no;no;C;F;Epoxy coated aluminum;4;12;3;yes;piece;1
GACC RX 031.1/2XN/FHE4E.TNNN;GACC RX;031.1/2XN/FHE4E.TNNN;n/a;finoox;247-1BEB.1GX.3UZ.S5NU-R23.01.0800.000;GACC RX 031.1F/24-ENX_.E_Epoxy;2674;E;2;1;1731;Axial;5,816;4,295;5,973;4,785;6,09;4,764;5,784;4,612;5,544;4,376;5,651;4,235;26,56;3049;1500;9;VT0603;0,295;0,55;D;46,04;67,52;5,4;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;32,5;16;22;Inclusive;n/a;Inclusive;302;No;Yes;Yes;315;AC motor;60;X;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;F;Epoxy coated aluminum;4;12;6;yes;piece;1
GACC RX 031.1/3XN/HHE7A.UNNN;GACC RX;031.1/3XN/HHE7A.UNNN;n/a;finoox;247-1BHN.1GX.3V5.RZUW-R23.00.0000.000;GACC RX 031.1H/37-ANX_.E_Epoxy;3109;A;3;1;1731;Axial;8,908;6,717;8,971;7,303;9,228;7,138;8,673;7,026;8,346;6,696;8,675;6,736;31,79;4873;1500;9;VT0603;0,44;0,55;C;47,61;69,28;10,7;;400V-3~N-3.7kW;BG351035-00027;gacc3;1672;430;455;1380;332;48,7;16;35;Inclusive;n/a;272;453;No;No;No;315;AC motor;60;X;;;231;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
