TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE CONDENSATE PUMP;HEATING;JUNCTION_BOX;CONDENSATE_PUMP;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GADC CX 035.1/11N/HEA4E.TNPN;GADC CX;035.1/11N/HEA4E.TNPN;n/a;finoox;203-1A97.2HF.1HT.RJVS-C26.01.0800.010;GADC CX 035.1-08_1-04-EE11-CL-E80AR-2905_Alu;4352;E;1;1;2905;Axial;5,875;4,788;35,67;2302;1475;9;VT03192U.1;0,162;1,35;C;45,53;67,1;3,7;230/400V+N+PE - 3,3kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;53,4;16;16;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002376;8;0;928;2;150;930;no;no;L;E;Aluminum;4;40;8;yes;piece;1
GADC CX 035.2/3WE/HEA4A.TNPN;GADC CX;035.2/3WE/HEA4A.TNPN;n/a;finoox;203-1ADE.2PY.1HU.RL2L-C26.01.0000.010;GADC CX 035.2-08_3-04-A0W-CL-E80AR-3126_Alu;7667;A;3;1;3126;Axial;9,588;7,959;107;3271;585;7;VT03208;0,144;0,22;A;40,18;62,28;10,7;;(2x) 400V 3~N+PE - 9,3kW;AY7.002390;DualCompact_3_08_1_o;2456;1026;318;;963;116,6;16;22,23;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;750;;;;;;;;no;no;L;E;Aluminum;4;20;8;yes;piece;1
GADC CX 035.1/21E/HEA7A.TNNN;GADC CX;035.1/21E/HEA7A.TNNN;n/a;finoox;203-1AAS.2HK.1HT.RJV8-C26.01.0000.000;GADC CX 035.1-08_2-07-AE51-CL-E80AR-2909_Alu;5066;A;2;1;2909;Axial;5,046;4,152;42,18;2001;535;5;VT03192U.1;0,042;0,18;A+;27,08;48,92;7,1;;400V 3~+N+PE - 6,2kW;AY7.002389;DualCompact_2_04_1_o;1776;1026;318;1296;963;78,7;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;630;;;;;;;;no;no;L;E;Aluminum;7;40;8;yes;piece;1
GADC CX 035.1/11E/DEE4E.TNPN;GADC CX;035.1/11E/DEE4E.TNPN;n/a;finoox;203-1AH1.2HK.1JQ.00NN-C26.01.0800.010;GADC CX 035.1-04_1-04-EE51-CL-E80AR-2909_Epoxy;3558;E;1;1;2909;Axial;2,307;1,883;17,83;984;535;4;VT03192U.1;0,021;0,18;A+;24,01;45,58;1,9;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;42,6;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;L;E;Epoxy coated aluminum;4;40;4;yes;piece;1
GADC CX 035.2/2XE/HDA7A.TNNN;GADC CX;035.2/2XE/HDA7A.TNNN;n/a;finoox;203-1A9Q.2Q0.1HJ.RJVB-C26.01.0000.000;GADC CX 035.2-08_2-07-A0X-CC-E80AR-3128_Alu;4252;A;2;1;3128;Axial;4,783;3,924;33,75;1970;515;6;VT03208;0,101;0,23;A;38,72;60,52;5,7;;400V 3~N+PE - 5,1kW;AY7.002385;DualCompact_2_04_1_o;1776;1026;268;1296;963;71,2;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;564;;;;;;;;no;no;C;E;Aluminum;7;32;8;yes;piece;1
GADC CX 035.2/1XN/HEA7A.TNNN;GADC CX;035.2/1XN/HEA7A.TNNN;n/a;finoox;203-1A8N.2PW.1HT.RJV8-C26.01.0000.000;GADC CX 035.2-08_1-07-A0X-CL-E80AR-3124_Alu;3254;A;1;1;3124;Axial;5,042;4,097;21,09;2507;1470;9;VT03207;0,203;0,93;C;53,94;75,51;3,7;;230/400V+N+PE - 3,3kW;AY7.002388;DualCompact_1_04_1_o;1096;1026;318;616;963;50,3;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;611;;;;;;;;no;no;L;E;Aluminum;7;40;8;yes;piece;1
GADC CX 035.2/2WE/DEE7E.TNNN;GADC CX;035.2/2WE/DEE7E.TNNN;n/a;finoox;203-1AKP.2PY.1HA.RJVD-C26.01.0800.000;GADC CX 035.2-04_2-07-E0W-CL-E80AR-3126_Epoxy;4479;E;2;1;3126;Axial;4,12;3,356;21,09;2620;585;7;VT03208;0,095;0,22;A;38,68;60,52;3,6;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;71;16;16;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Epoxy coated aluminum;7;20;4;yes;piece;1
GADC CX 035.2/4WL/HDA7A.TNNN;GADC CX;035.2/4WL/HDA7A.TNNN;n/a;finoox;203-1ADY.2PX.1H5.RL33-C26.01.0000.000;GADC CX 035.2-08_4-07-A0W-CC-E80AR-3125_Alu;7890;A;4;1;3125;Axial;12,616;10,282;67,49;5641;850;12;VT03208;0,248;0,3;A;48,23;70,53;11,3;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;268;;963;130,5;16;22,23;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;714;;;;;;;;no;no;C;E;Aluminum;7;16;8;yes;piece;1
GADC CX 035.1/11L/DDC7A.TNPN;GADC CX;035.1/11L/DDC7A.TNPN;n/a;finoox;203-1AQS.2HH.1JL.00NN-C26.01.0000.010;GADC CX 035.1-04_1-07-AE31-CC-E80AR-2907_PC;3958;A;1;1;2907;Axial;1,992;1,618;8,44;1549;930;6;VT03192U.1;0,049;0,59;A;33,85;55,37;1,5;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;34,4;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;411;;;;;;;;no;no;C;E;Powder coated;7;32;4;yes;piece;1
GADC CX 035.1/11S/DDA4E.TNNN;GADC CX;035.1/11S/DDA4E.TNNN;n/a;finoox;203-1A81.2HJ.1JL.00NN-C26.01.0800.000;GADC CX 035.1-04_1-04-EE41-CC-E80AR-2908_Alu;3112;E;1;1;2908;Axial;2,365;1,921;14,27;1108;695;5;VT03192U.1;0,031;0,25;A;26,64;48,17;1,5;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;38,3;9,52;9,52;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Aluminum;4;32;4;yes;piece;1
GADC CX 035.2/1XL/DEA4A.TNPN;GADC CX;035.2/1XL/DEA4A.TNPN;n/a;finoox;203-1A92.2PZ.1JQ.00NN-C26.01.0000.010;GADC CX 035.2-04_1-04-A0X-CL-E80AR-3127_Alu;2881;A;1;1;3127;Axial;3,488;2,802;17,83;1747;930;6;VT03208;0,083;0,39;B;46,94;68,51;1,9;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;318;616;963;40,3;9,52;9,52;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;411;;;;;;;;no;no;L;E;Aluminum;4;40;4;yes;piece;1
GADC CX 035.2/4XL/DDA7A.TNNN;GADC CX;035.2/4XL/DDA7A.TNNN;n/a;finoox;203-1ADU.2PZ.1HC.RL2K-C26.01.0000.000;GADC CX 035.2-04_4-07-A0X-CC-E80AR-3127_Alu;6876;A;4;1;3127;Axial;9,19;7,447;33,75;6877;930;14;VT03208;0,333;0,39;C;52,23;74,53;5,8;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;105,2;16;22,23;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;593;;;;;;;;no;no;C;E;Aluminum;7;8;4;yes;piece;1
GADC CX 035.2/4XN/DDC7E.TNPN;GADC CX;035.2/4XN/DDC7E.TNPN;n/a;finoox;203-1AWM.2PW.1HC.RL2K-C26.01.0800.010;GADC CX 035.2-04_4-07-E0X-CC-E80AR-3124_PC;8734;E;4;1;3124;Axial;10,395;8,394;33,75;9803;1470;20;VT03207;0,82;0,93;E;59,23;81,53;5,8;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;119,1;16;22,23;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;C;E;Powder coated;7;8;4;yes;piece;1
GADC CX 035.2/1WL/DDC7A.TNNN;GADC CX;035.2/1WL/DDC7A.TNNN;n/a;finoox;203-1AQS.2PX.1JL.00NN-C26.01.0000.000;GADC CX 035.2-04_1-07-A0W-CC-E80AR-3125_PC;3490;A;1;1;3125;Axial;1,962;1,595;8,44;1514;850;6;VT03208;0,062;0,3;B;42,98;64,51;1,5;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;35,9;9,52;9,52;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;411;;;;;;;;no;no;C;E;Powder coated;7;32;4;yes;piece;1
GADC CX 035.1/21S/HEC7E.TNNN;GADC CX;035.1/21S/HEC7E.TNNN;n/a;finoox;203-1ATX.2HJ.1HT.RJV8-C26.01.0800.000;GADC CX 035.1-08_2-07-EE41-CL-E80AR-2908_PC;6716;E;2;1;2908;Axial;5,565;4,551;42,18;2492;695;7;VT03192U.1;0,061;0,25;A+;31,81;53,65;7,1;400V 3~+N+PE - 6,2kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;86,8;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002377;8;0;1608;2;150;1610;no;no;L;E;Powder coated;7;40;8;yes;piece;1
GADC CX 035.1/41M/DDA7A.TNPN;GADC CX;035.1/41M/DDA7A.TNPN;n/a;finoox;203-1ADU.2HG.1HC.RL2K-C26.01.0000.010;GADC CX 035.1-04_4-07-AE21-CC-E80AR-2906_Alu;8028;A;4;1;2906;Axial;10,555;8,52;33,75;8718;1310;18;VT03192U.1;0,436;0,98;C;46,68;68,98;5,8;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;99,3;16;22,23;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;593;;;;;;;;no;no;C;E;Aluminum;7;8;4;yes;piece;1
GADC CX 035.2/3XN/HEA7A.TNPN;GADC CX;035.2/3XN/HEA7A.TNPN;n/a;finoox;203-1ACW.2PW.1HU.RL2L-C26.01.0000.010;GADC CX 035.2-08_3-07-A0X-CL-E80AR-3124_Alu;7598;A;3;1;3124;Axial;15,061;12,186;63,27;7522;1470;16;VT03207;0,61;0,93;C;58,18;80,28;10,7;;(2x) 400V 3~N+PE - 9,3kW;AY7.002390;DualCompact_3_08_1_o;2456;1026;318;;963;119,7;16;22,23;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;750;;;;;;;;no;no;L;E;Aluminum;7;20;8;yes;piece;1
GADC CX 035.2/4XN/DDC7A.TNNN;GADC CX;035.2/4XN/DDC7A.TNNN;n/a;finoox;203-1AWL.2PW.1HC.RL2K-C26.01.0000.000;GADC CX 035.2-04_4-07-A0X-CC-E80AR-3124_PC;7901;A;4;1;3124;Axial;10,395;8,394;33,75;9803;1470;20;VT03207;0,82;0,93;E;59,23;81,53;5,8;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;110,6;16;22,23;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;593;;;;;;;;no;no;C;E;Powder coated;7;8;4;yes;piece;1
GADC CX 035.2/2WN/DEE4E.TNNN;GADC CX;035.2/2WN/DEE4E.TNNN;n/a;finoox;203-1AK5.2PV.1HA.RJVT-C26.01.0800.000;GADC CX 035.2-04_2-04-E0W-CL-E80AR-3123_Epoxy;4490;E;2;1;3123;Axial;8,119;6,481;35,67;4581;1340;12;VT03207;0,31;0,73;D;55,68;77,52;3,6;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;74;16;16;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Epoxy coated aluminum;4;20;4;yes;piece;1
GADC CX 035.2/1WE/DEA4A.TNNN;GADC CX;035.2/1WE/DEA4A.TNNN;n/a;finoox;203-1A92.2PY.1JQ.00NN-C26.01.0000.000;GADC CX 035.2-04_1-04-A0W-CL-E80AR-3126_Alu;2640;A;1;1;3126;Axial;2,735;2,218;17,83;1221;585;5;VT03208;0,048;0,22;A;35,94;57,51;1,9;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;318;616;963;40,3;9,52;9,52;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;411;;;;;;;;no;no;L;E;Aluminum;4;40;4;yes;piece;1
GADC CX 035.1/31N/DEC4A.TNPN;GADC CX;035.1/31N/DEC4A.TNPN;n/a;finoox;203-1AV6.2HF.1H4.RL2L-C26.01.0000.010;GADC CX 035.1-04_3-04-AE11-CL-E80AR-2905_PC;8431;A;3;1;2905;Axial;11,963;9,578;53,5;7896;1475;17;VT03192U.1;0,489;1,35;D;50,03;72,13;5,6;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;318;;963;87,6;16;22,23;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;552;;;;;;;;no;no;L;E;Powder coated;4;10;4;yes;piece;1
GADC CX 035.1/21M/DDE4A.TNNN;GADC CX;035.1/21M/DDE4A.TNNN;n/a;finoox;203-1AJ2.2HG.1HB.RJTB-C26.01.0000.000;GADC CX 035.1-04_2-04-AE21-CC-E80AR-2906_Epoxy;4176;A;2;1;2906;Axial;6,802;5,416;28,53;3990;1310;12;VT03192U.1;0,223;0,98;C;43,32;65,12;2,9;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;55,6;16;16;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GADC CX 035.1/21E/FEA7E.TNNN;GADC CX;035.1/21E/FEA7E.TNNN;n/a;finoox;203-1AAR.2HK.1HP.RJVC-C26.01.0800.000;GADC CX 035.1-06_2-07-EE51-CL-E80AR-2909_Alu;5278;E;2;1;2909;Axial;4,538;3,718;31,64;2062;535;5;VT03192U.1;0,042;0,18;A+;27,62;49,46;5,4;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;77,5;16;16;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Aluminum;7;30;6;yes;piece;1
GADC CX 035.1/21S/FDA7A.TNNN;GADC CX;035.1/21S/FDA7A.TNNN;n/a;finoox;203-1A9N.2HJ.1HG.RJVB-C26.01.0000.000;GADC CX 035.1-06_2-07-AE41-CC-E80AR-2908_Alu;4399;A;2;1;2908;Axial;4,688;3,822;25,31;2337;695;7;VT03192U.1;0,062;0,25;A+;30,4;52,2;4,3;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;61,7;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;C;E;Aluminum;7;24;6;yes;piece;1
GADC CX 035.1/21S/FDC4A.TNNN;GADC CX;035.1/21S/FDC4A.TNNN;n/a;finoox;203-1ASA.2HJ.1HG.RJV7-C26.01.0000.000;GADC CX 035.1-06_2-04-AE41-CC-E80AR-2908_PC;5436;A;2;1;2908;Axial;4,812;3,947;42,8;2053;695;6;VT03192U.1;0,063;0,25;A;28,44;50,24;4,3;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;62,1;16;16;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;C;E;Powder coated;4;24;6;yes;piece;1
GADC CX 035.2/1XE/FEE7A.TNPN;GADC CX;035.2/1XE/FEE7A.TNPN;n/a;finoox;203-1AHL.2Q0.1JR.00NN-C26.01.0000.010;GADC CX 035.2-06_1-07-A0X-CL-E80AR-3128_Epoxy;3148;A;1;1;3128;Axial;2,401;1,961;15,82;1127;515;4;VT03208;0,05;0,23;A;35,94;57,51;2,8;;230/400V+N+PE - 2,8kW;AY7.002384;DualCompact_1_04_1_o;1096;1026;318;616;963;44,3;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;545;;;;;;;;no;no;L;E;Epoxy coated aluminum;7;60;6;yes;piece;1
GADC CX 035.2/2WN/DEE4E.TNPN;GADC CX;035.2/2WN/DEE4E.TNPN;n/a;finoox;203-1AK5.2PV.1HA.RJVT-C26.01.0800.010;GADC CX 035.2-04_2-04-E0W-CL-E80AR-3123_Epoxy;4731;E;2;1;3123;Axial;8,119;6,481;35,67;4581;1340;12;VT03207;0,31;0,73;D;55,68;77,52;3,6;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;74;16;16;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Epoxy coated aluminum;4;20;4;yes;piece;1
GADC CX 035.1/41M/FEC7A.TNNN;GADC CX;035.1/41M/FEC7A.TNNN;n/a;finoox;203-1AXQ.2HG.1HD.RL2J-C26.01.0000.000;GADC CX 035.1-06_4-07-AE21-CL-E80AR-2906_PC;9940;A;4;1;2906;Axial;14,727;11,867;63,27;9257;1310;17;VT03192U.1;0,428;0,98;B;47,72;70,06;10,7;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;128,6;16;22,23;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;714;;;;;;;;no;no;L;E;Powder coated;7;14;6;yes;piece;1
GADC CX 035.2/2XN/HEA4A.TNNN;GADC CX;035.2/2XN/HEA4A.TNNN;n/a;finoox;203-1ABA.2PW.1HU.RL2L-C26.01.0000.000;GADC CX 035.2-08_2-04-A0X-CL-E80AR-3124_Alu;5414;A;2;1;3124;Axial;11,65;9,506;71,34;4537;1470;12;VT03207;0,42;0,93;C;56,68;78,52;7,3;;400V 3~+N+PE - 6,2kW;AY7.002389;DualCompact_2_04_1_o;1776;1026;318;1296;963;85,8;16;22,23;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;630;;;;;;;;no;no;L;E;Aluminum;4;20;8;yes;piece;1
GADC CX 035.2/3XN/DDA7A.TNNN;GADC CX;035.2/3XN/DDA7A.TNNN;n/a;finoox;203-1ABQ.2PW.1HB.RJVQ-C26.01.0000.000;GADC CX 035.2-04_3-07-A0X-CC-E80AR-3124_Alu;4893;A;3;1;3124;Axial;8,364;6,696;25,31;7352;1470;18;VT03207;0,615;0,93;D;58,22;80,28;4,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;84,8;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;552;;;;;;;;no;no;C;E;Aluminum;7;16;4;yes;piece;1
GADC CX 035.2/3WN/HDC7A.TNNN;GADC CX;035.2/3WN/HDC7A.TNNN;n/a;finoox;203-1AUS.2PV.1H5.RL2H-C26.01.0000.000;GADC CX 035.2-08_3-07-A0W-CC-E80AR-3123_PC;7612;A;3;1;3123;Axial;11,567;9,393;50,62;6205;1340;15;VT03207;0,481;0,73;C;57,22;79,28;8,6;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;268;;963;104,6;16;22,23;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;633;;;;;;;;no;no;C;E;Powder coated;7;16;8;yes;piece;1
GADC CX 035.1/21N/HEC4A.TNPN;GADC CX;035.1/21N/HEC4A.TNPN;n/a;finoox;203-1ATC.2HF.1HU.RL2L-C26.01.0000.010;GADC CX 035.1-08_2-04-AE11-CL-E80AR-2905_PC;7140;A;2;1;2905;Axial;10,488;8,554;71,34;4605;1475;12;VT03192U.1;0,323;1,35;C;48,27;70,11;7,3;;400V 3~+N+PE - 6,2kW;AY7.002389;DualCompact_2_04_1_o;1776;1026;318;1296;963;80,2;16;22,23;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;630;;;;;;;;no;no;L;E;Powder coated;4;20;8;yes;piece;1
GADC CX 035.2/1WE/DDC7E.TNNN;GADC CX;035.2/1WE/DDC7E.TNNN;n/a;finoox;203-1AQT.2PY.1JL.00NN-C26.01.0800.000;GADC CX 035.2-04_1-07-E0W-CC-E80AR-3126_PC;3903;E;1;1;3126;Axial;1,686;1,381;8,44;1209;585;5;VT03208;0,048;0,22;B;35,98;57,51;1,5;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;39,6;9,52;9,52;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Powder coated;7;32;4;yes;piece;1
GADC CX 035.2/4XN/HEC4E.TNNN;GADC CX;035.2/4XN/HEC4E.TNNN;n/a;finoox;203-1AX9.2PW.1HV.RL2V-C26.01.0800.000;GADC CX 035.2-08_4-04-E0X-CL-E80AR-3124_PC;10506;E;4;1;3124;Axial;20,765;16,95;142,67;9074;1470;17;VT03207;0,84;0,93;D;59,19;81,53;14,2;(2x) 400V 3~N+PE - 11,8kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;169,6;16;22,23;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI29681100230;H01HC29401500230;;AY7.002379;8;0;2968;2;150;2940;no;no;L;E;Powder coated;4;10;8;yes;piece;1
GADC CX 035.2/2XL/FEE4E.TNNN;GADC CX;035.2/2XL/FEE4E.TNNN;n/a;finoox;203-1AK7.2PZ.1HP.RJV8-C26.01.0800.000;GADC CX 035.2-06_2-04-E0X-CL-E80AR-3127_Epoxy;4958;E;2;1;3127;Axial;8,007;6,475;53,5;3332;930;9;VT03208;0,167;0,39;B;49,68;71,52;5,4;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;80,9;16;16;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Epoxy coated aluminum;4;30;6;yes;piece;1
GADC CX 035.2/1XL/FDE7E.TNPN;GADC CX;035.2/1XL/FDE7E.TNPN;n/a;finoox;203-1AGK.2PZ.1JM.00NN-C26.01.0800.010;GADC CX 035.2-06_1-07-E0X-CC-E80AR-3127_Epoxy;3351;E;1;1;3127;Axial;2,963;2,395;12,65;1657;930;7;VT03208;0,083;0,39;B;46,98;68,51;2,2;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;42,9;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Epoxy coated aluminum;7;48;6;yes;piece;1
GADC CX 035.1/21E/DEC7E.TNNN;GADC CX;035.1/21E/DEC7E.TNNN;n/a;finoox;203-1ATT.2HK.1HA.RJVD-C26.01.0800.000;GADC CX 035.1-04_2-07-EE51-CL-E80AR-2909_PC;5883;E;2;1;2909;Axial;3,344;2,743;21,09;2126;535;6;VT03192U.1;0,042;0,18;A+;28,01;49,85;3,6;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;68,1;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Powder coated;7;20;4;yes;piece;1
GADC CX 035.2/4WN/HEE4E.TNPN;GADC CX;035.2/4WN/HEE4E.TNPN;n/a;finoox;203-1APH.2PV.1H2.RL2U-C26.01.0800.010;GADC CX 035.2-08_4-04-E0W-CL-E80AR-3123_Epoxy;10064;E;4;1;3123;Axial;21,05;17,154;142,67;8259;1340;15;VT03207;0,642;0,73;C;58,19;80,53;14,2;(2x) 400V 3~N+PE - 11,8kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;169,5;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI29681100230;H01HC29401500230;;AY7.002379;8;0;2968;2;150;2940;no;no;L;E;Epoxy coated aluminum;4;12;8;yes;piece;1
