TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE CONDENSATE PUMP;HEATING;JUNCTION_BOX;CONDENSATE_PUMP;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GADC CX 035.1/21E/DEA4E.TNPN;GADC CX;035.1/21E/DEA4E.TNPN;n/a;finoox;203-1AB7.2HK.1JQ.00NN-C26.01.0800.010;GADC CX 035.1-04_2-04-EE51-CL-E80AR-2909_Alu;4939;E;2;1;2909;Axial;4,432;3,555;35,67;1968;535;5;VT03192U.1;0,043;0,18;A+;26,75;48,59;3,6;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;67,8;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Aluminum;4;40;4;yes;piece;1
GADC CX 035.1/21S/FEA4E.TNPN;GADC CX;035.1/21S/FEA4E.TNPN;n/a;finoox;203-1AB9.2HJ.1HP.RJV8-C26.01.0800.010;GADC CX 035.1-06_2-04-EE41-CL-E80AR-2908_Alu;5527;E;2;1;2908;Axial;6,224;5,1;53,5;2326;695;6;VT03192U.1;0,062;0,25;A+;30,26;52,1;5,4;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;77,9;16;16;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Aluminum;4;30;6;yes;piece;1
GADC CX 035.1/41S/FDE7A.TNPN;GADC CX;035.1/41S/FDE7A.TNPN;n/a;finoox;203-1ANW.2HJ.1HH.RL2G-C26.01.0000.010;GADC CX 035.1-06_4-07-AE41-CC-E80AR-2908_Epoxy;8670;A;4;1;2908;Axial;9,278;7,565;50,62;4675;695;10;VT03192U.1;0,123;0,25;A+;32,91;55,21;8,6;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;111,7;16;22,23;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;593;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GADC CX 035.1/31M/FDC4E.TNNN;GADC CX;035.1/31M/FDC4E.TNNN;n/a;finoox;203-1AU9.2HG.1HH.RL2G-C26.01.0800.000;GADC CX 035.1-06_3-04-EE21-CC-E80AR-2906_PC;8521;E;3;1;2906;Axial;11,158;9,019;64,2;5550;1310;13;VT03192U.1;0,34;0,98;C;44,94;67;6,5;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;94;16;22,23;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Powder coated;4;12;6;yes;piece;1
GADC CX 035.2/1XN/FEA4A.TNPN;GADC CX;035.2/1XN/FEA4A.TNPN;n/a;finoox;203-1A94.2PW.1HP.RJV8-C26.01.0000.010;GADC CX 035.2-06_1-04-A0X-CL-E80AR-3124_Alu;3271;A;1;1;3124;Axial;5,274;4,279;26,75;2390;1470;9;VT03207;0,207;0,93;D;53,94;75,51;2,8;;230/400V+N+PE - 2,8kW;AY7.002384;DualCompact_1_04_1_o;1096;1026;318;616;963;46,3;16;16;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;545;;;;;;;;no;no;L;E;Aluminum;4;30;6;yes;piece;1
GADC CX 035.1/21E/DDC4A.TNPN;GADC CX;035.1/21E/DDC4A.TNPN;n/a;finoox;203-1AS8.2HK.1JL.00NN-C26.01.0000.010;GADC CX 035.1-04_2-04-AE51-CC-E80AR-2909_PC;5213;A;2;1;2909;Axial;3,571;2,88;28,53;1769;535;5;VT03192U.1;0,043;0,18;A+;24,35;46,15;2,8;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;55,1;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;500;;;;;;;;no;no;C;E;Powder coated;4;32;4;yes;piece;1
GADC CX 035.2/2WN/HEC7A.TNNN;GADC CX;035.2/2WN/HEC7A.TNNN;n/a;finoox;203-1ATW.2PV.1HU.RL2L-C26.01.0000.000;GADC CX 035.2-08_2-07-A0W-CL-E80AR-3123_PC;6424;A;2;1;3123;Axial;8,815;7,177;42,18;4579;1340;12;VT03207;0,31;0,73;B;55,68;77,52;7,3;;400V 3~+N+PE - 6,2kW;AY7.002389;DualCompact_2_04_1_o;1776;1026;318;1296;963;85,2;16;22,23;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;630;;;;;;;;no;no;L;E;Powder coated;7;20;8;yes;piece;1
GADC CX 035.2/3WE/DEC4E.TNNN;GADC CX;035.2/3WE/DEC4E.TNNN;n/a;finoox;203-1AV7.2PY.1HA.RJTC-C26.01.0800.000;GADC CX 035.2-04_3-04-E0W-CL-E80AR-3126_PC;7217;E;3;1;3126;Axial;7,23;5,824;53,5;3663;585;8;VT03208;0,143;0,22;A;40,18;62,28;5,3;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;97,7;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;L;E;Powder coated;4;20;4;yes;piece;1
GADC CX 035.2/4XL/FEA4E.TNPN;GADC CX;035.2/4XL/FEA4E.TNPN;n/a;finoox;203-1AFH.2PZ.1HQ.RL38-C26.01.0800.010;GADC CX 035.2-06_4-04-E0X-CL-E80AR-3127_Alu;8952;E;4;1;3127;Axial;16,501;13,459;107;6663;930;12;VT03208;0,334;0,39;B;52,19;74,53;10,8;(2x) 400V 3~N+PE - 9,7kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;146,2;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI29681100230;H01HC29401500230;;AY7.002375;6;0;2968;2;150;2940;no;no;L;E;Aluminum;4;10;6;yes;piece;1
GADC CX 035.1/41L/DEE4A.TNNN;GADC CX;035.1/41L/DEE4A.TNNN;n/a;finoox;203-1APC.2HH.1H4.RL2L-C26.01.0000.000;GADC CX 035.1-04_4-04-AE31-CL-E80AR-2907_Epoxy;8395;A;4;1;2907;Axial;12,862;10,36;71,34;6287;930;12;VT03192U.1;0,194;0,59;A;39,33;61,67;7,3;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;112,8;16;22,23;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;593;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;10;4;yes;piece;1
GADC CX 035.2/4XL/DDC7E.TNNN;GADC CX;035.2/4XL/DDC7E.TNNN;n/a;finoox;203-1AWM.2PZ.1HC.RL2K-C26.01.0800.000;GADC CX 035.2-04_4-07-E0X-CC-E80AR-3127_PC;8554;E;4;1;3127;Axial;8,547;6,926;33,75;6877;930;14;VT03208;0,333;0,39;C;52,23;74,53;5,8;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;113,8;16;22,23;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;C;E;Powder coated;7;8;4;yes;piece;1
GADC CX 035.2/1WN/DDA7A.TNPN;GADC CX;035.2/1WN/DDA7A.TNPN;n/a;finoox;203-1A7G.2PV.1JL.00NN-C26.01.0000.010;GADC CX 035.2-04_1-07-A0W-CC-E80AR-3123_Alu;2701;A;1;1;3123;Axial;2,668;2,152;8,44;2238;1340;9;VT03207;0,157;0,73;D;52,98;74,51;1,5;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;37,2;9,52;9,52;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;411;;;;;;;;no;no;C;E;Aluminum;7;32;4;yes;piece;1
GADC CX 035.1/41S/FDA4A.TNNN;GADC CX;035.1/41S/FDA4A.TNNN;n/a;finoox;203-1AEE.2HJ.1HH.RL2G-C26.01.0000.000;GADC CX 035.1-06_4-04-AE41-CC-E80AR-2908_Alu;8323;A;4;1;2908;Axial;10,826;8,882;85,6;4105;695;9;VT03192U.1;0,126;0,25;A+;30,95;53,25;8,6;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;112,5;16;22,23;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;593;;;;;;;;no;no;C;E;Aluminum;4;12;6;yes;piece;1
GADC CX 035.1/41S/HEA4E.TNPN;GADC CX;035.1/41S/HEA4E.TNPN;n/a;finoox;203-1AFK.2HJ.1HU.RL2L-C26.01.0800.010;GADC CX 035.1-08_4-04-EE41-CL-E80AR-2908_Alu;10558;E;4;1;2908;Axial;12,603;10,4;142,67;4376;695;8;VT03192U.1;0,125;0,25;A+;31,65;53,99;14,1;(2x) 400V 3~N+PE - 11,8kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;157,7;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002379;8;0;2968;2;150;2940;no;no;L;E;Aluminum;4;20;8;yes;piece;1
GADC CX 035.1/11L/HDA7E.TNNN;GADC CX;035.1/11L/HDA7E.TNNN;n/a;finoox;203-1A7M.2HH.1JP.00NN-C26.01.0800.000;GADC CX 035.1-08_1-07-EE31-CC-E80AR-2907_Alu;3620;E;1;1;2907;Axial;3,174;2,581;16,87;1437;930;6;VT03192U.1;0,048;0,59;A+;32,76;54,29;2,9;230/400V+N+PE - 2,8kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;45,6;9,52;9,52;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002372;6;0;928;2;150;930;no;no;C;E;Aluminum;7;64;8;yes;piece;1
GADC CX 035.2/1WL/FDE4A.TNPN;GADC CX;035.2/1WL/FDE4A.TNPN;n/a;finoox;203-1AG0.2PX.1JM.00NN-C26.01.0000.010;GADC CX 035.2-06_1-04-A0W-CC-E80AR-3125_Epoxy;2951;A;1;1;3125;Axial;3,225;2,616;21,4;1320;850;5;VT03208;0,062;0,3;A;42,98;64,51;2,2;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;39,3;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;411;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;48;6;yes;piece;1
GADC CX 035.2/3XL/DDA7A.TNPN;GADC CX;035.2/3XL/DDA7A.TNPN;n/a;finoox;203-1ABQ.2PZ.1HB.RJTB-C26.01.0000.010;GADC CX 035.2-04_3-07-A0X-CC-E80AR-3127_Alu;5173;A;3;1;3127;Axial;7,025;5,649;25,31;5158;930;12;VT03208;0,25;0,39;B;51,22;73,28;4,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;80,8;16;16;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;552;;;;;;;;no;no;C;E;Aluminum;7;16;4;yes;piece;1
GADC CX 035.2/4XL/HEC7A.TNPN;GADC CX;035.2/4XL/HEC7A.TNPN;n/a;finoox;203-1AXS.2PZ.1H2.RL2U-C26.01.0000.010;GADC CX 035.2-08_4-07-A0X-CL-E80AR-3127_PC;9936;A;4;1;3127;Axial;14,363;11,735;84,37;7017;930;13;VT03208;0,333;0,39;A;52,19;74,53;14,2;;(2x) 400V 3~N+PE - 11,9kW;AY7.002391;DualCompact_4_08_1_o;3136;1026;318;;963;150,9;16;22,23;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;803;;;;;;;;no;no;L;E;Powder coated;7;12;8;yes;piece;1
GADC CX 035.1/21E/HEC4A.TNNN;GADC CX;035.1/21E/HEC4A.TNNN;n/a;finoox;203-1ATC.2HK.1HT.RJV8-C26.01.0000.000;GADC CX 035.1-08_2-04-AE51-CL-E80AR-2909_PC;6111;A;2;1;2909;Axial;4,623;3,846;71,34;1743;535;5;VT03192U.1;0,043;0,18;A+;23,99;45,83;7,1;;400V 3~+N+PE - 6,2kW;AY7.002389;DualCompact_2_04_1_o;1776;1026;318;1296;963;79,4;16;16;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;630;;;;;;;;no;no;L;E;Powder coated;4;40;8;yes;piece;1
GADC CX 035.1/31S/HDC7E.TNNN;GADC CX;035.1/31S/HDC7E.TNNN;n/a;finoox;203-1AUT.2HJ.1H5.RL2N-C26.01.0800.000;GADC CX 035.1-08_3-07-EE41-CC-E80AR-2908_PC;8983;E;3;1;2908;Axial;7,336;6,037;50,62;3365;695;8;VT03192U.1;0,093;0,25;A+;31,1;53,16;8,6;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;104,5;16;22,23;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;C;E;Powder coated;7;16;8;yes;piece;1
GADC CX 035.2/4WE/DEC4A.TNNN;GADC CX;035.2/4WE/DEC4A.TNNN;n/a;finoox;203-1AX4.2PY.1H4.RL2L-C26.01.0000.000;GADC CX 035.2-04_4-04-A0W-CL-E80AR-3126_PC;8429;A;4;1;3126;Axial;9,77;7,93;71,34;4884;585;9;VT03208;0,191;0,22;A;41,19;63,53;7,3;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;118,7;16;22,23;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;593;;;;;;;;no;no;L;E;Powder coated;4;10;4;yes;piece;1
GADC CX 035.2/2XN/FDC7E.TNPN;GADC CX;035.2/2XN/FDC7E.TNPN;n/a;finoox;203-1AST.2PW.1HG.RJV7-C26.01.0800.010;GADC CX 035.2-06_2-07-E0X-CC-E80AR-3124_PC;5702;E;2;1;3124;Axial;6,898;5,557;25,31;4708;1470;14;VT03207;0,415;0,93;D;56,72;78,52;4,3;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;73;16;16;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;C;E;Powder coated;7;24;6;yes;piece;1
GADC CX 035.1/31E/FEE4A.TNNN;GADC CX;035.1/31E/FEE4A.TNNN;n/a;finoox;203-1AMA.2HK.1HP.RJV8-C26.01.0000.000;GADC CX 035.1-06_3-04-AE51-CL-E80AR-2909_Epoxy;6924;A;3;1;2909;Axial;7,422;6,052;80,25;2783;535;6;VT03192U.1;0,064;0,18;A+;26,9;49;7,9;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;318;;963;99;16;16;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;633;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;30;6;yes;piece;1
GADC CX 035.1/31M/DEA4A.TNPN;GADC CX;035.1/31M/DEA4A.TNPN;n/a;finoox;203-1ADA.2HG.1H4.RL2L-C26.01.0000.010;GADC CX 035.1-04_3-04-AE21-CL-E80AR-2906_Alu;7339;A;3;1;2906;Axial;12,154;9,782;53,5;6713;1310;14;VT03192U.1;0,324;0,98;B;46,06;68,16;5,6;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;318;;963;87,6;16;22,23;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;552;;;;;;;;no;no;L;E;Aluminum;4;10;4;yes;piece;1
GADC CX 035.1/21L/DEE7A.TNPN;GADC CX;035.1/21L/DEE7A.TNPN;n/a;finoox;203-1AKN.2HH.1HA.RJTC-C26.01.0000.010;GADC CX 035.1-04_2-07-AE31-CL-E80AR-2907_Epoxy;4654;A;2;1;2907;Axial;4,859;3,943;21,09;3351;930;9;VT03192U.1;0,097;0,59;A;38,21;60,05;3,6;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;318;1296;963;62,4;16;16;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;500;;;;;;;;no;no;L;E;Epoxy coated aluminum;7;20;4;yes;piece;1
GADC CX 035.2/4XE/HEA7A.TNNN;GADC CX;035.2/4XE/HEA7A.TNNN;n/a;finoox;203-1AF0.2Q0.1HU.RL2L-C26.01.0000.000;GADC CX 035.2-08_4-07-A0X-CL-E80AR-3128_Alu;8573;A;4;1;3128;Axial;10,839;8,904;84,37;4369;515;8;VT03208;0,2;0,23;A;41,19;63,53;14,1;;(2x) 400V 3~N+PE - 11,9kW;AY7.002391;DualCompact_4_08_1_o;3136;1026;318;;963;150,3;16;22,23;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;803;;;;;;;;no;no;L;E;Aluminum;7;20;8;yes;piece;1
GADC CX 035.2/4WN/DEA4A.TNNN;GADC CX;035.2/4WN/DEA4A.TNNN;n/a;finoox;203-1AFE.2PV.1H4.RL2L-C26.01.0000.000;GADC CX 035.2-04_4-04-A0W-CL-E80AR-3123_Alu;7276;A;4;1;3123;Axial;16,624;13,294;71,34;9162;1340;17;VT03207;0,621;0,73;C;58,19;80,53;7,3;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;124;16;22,23;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;593;;;;;;;;no;no;L;E;Aluminum;4;10;4;yes;piece;1
GADC CX 035.1/21M/FDC7A.TNNN;GADC CX;035.1/21M/FDC7A.TNNN;n/a;finoox;203-1ASS.2HG.1HG.RJV7-C26.01.0000.000;GADC CX 035.1-06_2-07-AE21-CC-E80AR-2906_PC;5419;A;2;1;2906;Axial;6,455;5,21;25,31;4159;1310;12;VT03192U.1;0,221;0,98;B;43,6;65,4;4,3;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;61,7;16;16;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;C;E;Powder coated;7;24;6;yes;piece;1
GADC CX 035.1/21M/HEC7E.TNNN;GADC CX;035.1/21M/HEC7E.TNNN;n/a;finoox;203-1ATX.2HG.1HU.RL2L-C26.01.0800.000;GADC CX 035.1-08_2-07-EE21-CL-E80AR-2906_PC;7508;E;2;1;2906;Axial;8,669;7,063;42,18;4475;1310;12;VT03192U.1;0,216;0,98;A;44,56;66,4;7,3;400V 3~+N+PE - 6,2kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;87,7;16;22,23;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002377;8;0;1608;2;150;1610;no;no;L;E;Powder coated;7;20;8;yes;piece;1
GADC CX 035.1/21N/DDC4E.TNNN;GADC CX;035.1/21N/DDC4E.TNNN;n/a;finoox;203-1AS9.2HF.1HB.RJTB-C26.01.0800.000;GADC CX 035.1-04_2-04-EE11-CC-E80AR-2905_PC;5640;E;2;1;2905;Axial;6,733;5,377;28,53;4629;1475;14;VT03192U.1;0,323;1,35;D;48,28;70,08;2,9;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;61,3;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;C;E;Powder coated;4;16;4;yes;piece;1
GADC CX 035.1/31L/HDA7E.TNNN;GADC CX;035.1/31L/HDA7E.TNNN;n/a;finoox;203-1ABV.2HH.1H5.RL2N-C26.01.0800.000;GADC CX 035.1-08_3-07-EE31-CC-E80AR-2907_Alu;7904;E;3;1;2907;Axial;9,582;7,825;50,62;4312;930;10;VT03192U.1;0,145;0,59;A+;37;59,06;8,6;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;104,4;16;22,23;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;C;E;Aluminum;7;16;8;yes;piece;1
GADC CX 035.2/3XN/DDC4E.TNPN;GADC CX;035.2/3XN/DDC4E.TNPN;n/a;finoox;203-1AU7.2PW.1HB.RJVQ-C26.01.0800.010;GADC CX 035.2-04_3-04-E0X-CC-E80AR-3124_PC;6786;E;3;1;3124;Axial;9,652;7,65;42,8;6835;1470;16;VT03207;0,629;0,93;E;58,22;80,28;4,3;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;92;16;16;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Powder coated;4;16;4;yes;piece;1
GADC CX 035.2/1XN/FEC4A.TNPN;GADC CX;035.2/1XN/FEC4A.TNPN;n/a;finoox;203-1ARC.2PW.1HP.RJV8-C26.01.0000.010;GADC CX 035.2-06_1-04-A0X-CL-E80AR-3124_PC;4291;A;1;1;3124;Axial;4,693;3,808;26,75;2390;1470;9;VT03207;0,207;0,93;D;53,94;75,51;2,8;;230/400V+N+PE - 2,8kW;AY7.002384;DualCompact_1_04_1_o;1096;1026;318;616;963;46,3;16;16;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;545;;;;;;;;no;no;L;E;Powder coated;4;30;6;yes;piece;1
GADC CX 035.2/3WL/DEC4A.TNNN;GADC CX;035.2/3WL/DEC4A.TNNN;n/a;finoox;203-1AV6.2PX.1HA.RJVT-C26.01.0000.000;GADC CX 035.2-04_3-04-A0W-CL-E80AR-3125_PC;6667;A;3;1;3125;Axial;8,331;6,655;53,5;4603;850;10;VT03208;0,185;0,3;B;47,18;69,28;5,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;318;;963;91;16;16;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;552;;;;;;;;no;no;L;E;Powder coated;4;20;4;yes;piece;1
GADC CX 035.1/41M/DDC7A.TNNN;GADC CX;035.1/41M/DDC7A.TNNN;n/a;finoox;203-1AWL.2HG.1HC.RL2K-C26.01.0000.000;GADC CX 035.1-04_4-07-AE21-CC-E80AR-2906_PC;8872;A;4;1;2906;Axial;9,816;7,923;33,75;8718;1310;18;VT03192U.1;0,436;0,98;C;46,68;68,98;5,8;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;99,3;16;22,23;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;593;;;;;;;;no;no;C;E;Powder coated;7;8;4;yes;piece;1
GADC CX 035.1/31M/HEC4E.TNPN;GADC CX;035.1/31M/HEC4E.TNPN;n/a;finoox;203-1AVB.2HG.1HU.RL2L-C26.01.0800.010;GADC CX 035.1-08_3-04-EE21-CL-E80AR-2906_PC;10200;E;3;1;2906;Axial;13,806;11,24;107;5947;1310;13;VT03192U.1;0,335;0,98;B;44,76;66,86;10,7;(2x) 400V 3~N+PE - 9,3kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;121,8;16;22,23;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002378;8;0;2288;2;150;2290;no;no;L;E;Powder coated;4;20;8;yes;piece;1
GADC CX 035.1/21E/DDC4A.TNNN;GADC CX;035.1/21E/DDC4A.TNNN;n/a;finoox;203-1AS8.2HK.1JL.00NN-C26.01.0000.000;GADC CX 035.1-04_2-04-AE51-CC-E80AR-2909_PC;4972;A;2;1;2909;Axial;3,571;2,88;28,53;1769;535;5;VT03192U.1;0,043;0,18;A+;24,35;46,15;2,8;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;55,1;9,52;9,52;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;C;E;Powder coated;4;32;4;yes;piece;1
GADC CX 035.2/4WN/HDA7A.TNNN;GADC CX;035.2/4WN/HDA7A.TNNN;n/a;finoox;203-1ADY.2PV.1H6.RL2S-C26.01.0000.000;GADC CX 035.2-08_4-07-A0W-CC-E80AR-3123_Alu;7871;A;4;1;3123;Axial;16,354;13,291;67,49;8273;1340;17;VT03207;0,641;0,73;C;58,23;80,53;11,4;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;268;;963;136,2;16;22,23;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;714;;;;;;;;no;no;C;E;Aluminum;7;10;8;yes;piece;1
