TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE CONDENSATE PUMP;HEATING;JUNCTION_BOX;CONDENSATE_PUMP;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GADC RX 035.2/3XE/DEC4E.TNPN;GADC RX;035.2/3XE/DEC4E.TNPN;n/a;finoox;203-1AUV.2Q0.1HM.RJTT-R23.01.0800.010;GADC RX 035.2-04_3-04-E0X-CL-E32AX-3128_PC;7159;E;3;1;3128;Axial;5,913;4,393;5,984;5,029;6,579;5,168;6,129;5,142;5,827;4,833;5,828;4,442;53,5;3230;515;7;VT03208;0,15;0,23;B;40,18;62,28;6,5;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;93,1;22;28;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;L;E;Powder coated;4;4;4;yes;piece;1
GADC RX 035.2/1XN/DDA4A.TNPN;GADC RX;035.2/1XN/DDA4A.TNPN;n/a;finoox;203-1A7N.2PW.1HC.RJW0-R23.01.0000.010;GADC RX 035.2-04_1-04-A0X-CC-E32AX-3124_Alu;2825;A;1;1;3124;Axial;3,141;2,238;3,105;2,59;3,584;2,837;3,285;2,763;3,077;2,553;3,007;2,303;14,27;2278;1470;9;VT03207;0,21;0,93;E;53,98;75,51;2;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;36,8;16;22;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;411;;;;;;;;no;no;C;E;Aluminum;4;8;4;yes;piece;1
GADC RX 035.2/4XN/FEE4E.TNNN;GADC RX;035.2/4XN/FEE4E.TNNN;n/a;finoox;203-1AP3.2PW.1HS.RJTP-R23.01.0800.000;GADC RX 035.2-06_4-04-E0X-CL-E32AX-3124_Epoxy;7519;E;4;1;3124;Axial;16,455;11,005;18,198;13,957;19,448;14,297;18,711;14,286;17,829;13,39;16,094;10,952;107;9561;1470;18;VT03207;0,827;0,93;D;59,19;81,53;12,6;(2x) 400V 3~N+PE - 9,7kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;139,5;22;35;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI29681100230;H01HC29401500230;;AY7.002375;6;0;2968;2;150;2940;no;no;L;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GADC RX 035.2/2XN/HEE7A.TNNN;GADC RX;035.2/2XN/HEE7A.TNNN;n/a;finoox;203-1AKE.2PW.1JN.RJWP-R23.01.0000.000;GADC RX 035.2-08_2-07-A0X-CL-E32AX-3124_Epoxy;4328;A;2;1;3124;Axial;9,118;6,779;9,339;7,821;10,191;8,005;9,654;7,978;9,228;7,581;8,923;6,893;42,18;5015;1470;13;VT03207;0,407;0,93;C;56,68;78,52;8,6;;400V 3~+N+PE - 6,2kW;AY7.002389;DualCompact_2_04_1_o;1776;1026;318;1296;963;77,4;22;28;Inclusive;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;630;;;;;;;;no;no;L;E;Epoxy coated aluminum;7;6;8;yes;piece;1
GADC RX 035.2/3XN/FEC4E.TNNN;GADC RX;035.2/3XN/FEC4E.TNNN;n/a;finoox;203-1AUX.2PW.1HS.RJTP-R23.01.0800.000;GADC RX 035.2-06_3-04-E0X-CL-E32AX-3124_PC;7419;E;3;1;3124;Axial;11,986;8,544;12,307;10,027;13,497;10,633;12,779;10,438;12,127;9,768;11,504;8,605;80,25;7171;1470;15;VT03207;0,62;0,93;D;58,18;80,28;9,7;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;108,4;22;35;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;L;E;Powder coated;4;4;6;yes;piece;1
GADC RX 035.2/1WL/HDA4E.TNNN;GADC RX;035.2/1WL/HDA4E.TNNN;n/a;finoox;203-1A7T.2PX.1H6.RJPM-R23.01.0800.000;GADC RX 035.2-08_1-04-E0W-CC-E32AX-3125_Alu;3431;E;1;1;3125;Axial;3,088;2,38;3,187;2,706;3,364;2,695;3,225;2,679;3,078;2,57;3,073;2,401;28,53;1242;850;5;VT03208;0,063;0,3;A;42,98;64,51;3,7;230/400V+N+PE - 2,8kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;45,2;16;22;n/a;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002372;6;0;928;2;150;930;no;no;C;E;Aluminum;4;10;8;yes;piece;1
GADC RX 035.2/2WL/HDA4E.TNPN;GADC RX;035.2/2WL/HDA4E.TNPN;n/a;finoox;203-1A9X.2PX.1H1.RJTS-R23.01.0800.010;GADC RX 035.2-08_2-04-E0W-CC-E32AX-3125_Alu;4767;E;2;1;3125;Axial;6,183;4,68;6,297;5,326;6,759;5,353;6,392;5,344;6,104;5,088;6,144;4,705;57,07;2484;850;7;VT03208;0,125;0,3;A;45,72;67,52;6,9;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;73,1;22;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;C;E;Aluminum;4;6;8;yes;piece;1
GADC RX 035.2/3WL/FDA7E.TNNN;GADC RX;035.2/3WL/FDA7E.TNNN;n/a;finoox;203-1ABF.2PX.1H9.RJWQ-R23.01.0800.000;GADC RX 035.2-06_3-07-E0W-CC-E32AX-3125_Alu;5547;E;3;1;3125;Axial;7,564;5,711;7,761;6,549;8,427;6,735;8,028;6,709;7,656;6,373;7,523;5,819;37,96;4380;850;10;VT03208;0,186;0,3;A;47,22;69,28;7,6;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;91,1;22;28;n/a;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Aluminum;7;4;6;yes;piece;1
GADC RX 035.2/4WL/FDE4A.TNPN;GADC RX;035.2/4WL/FDE4A.TNPN;n/a;finoox;203-1AN0.2PX.1H9.RJRV-R23.01.0000.010;GADC RX 035.2-06_4-04-A0W-CC-E32AX-3125_Epoxy;6517;A;4;1;3125;Axial;10,897;7,622;11,502;9,211;12,35;9,46;11,752;9,388;11,231;8,845;10,618;7,645;85,6;5280;850;11;VT03208;0,249;0,3;B;48,23;70,53;9,9;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;109;22;28;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;593;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GADC RX 035.2/2WL/FEE4E.TNNN;GADC RX;035.2/2WL/FEE4E.TNNN;n/a;finoox;203-1AJV.2PX.1HR.RJTR-R23.01.0800.000;GADC RX 035.2-06_2-04-E0W-CL-E32AX-3125_Epoxy;4669;E;2;1;3125;Axial;6,573;4,89;6,677;5,61;7,287;5,723;6,806;5,706;6,472;5,384;6,482;4,944;53,5;2925;850;8;VT03208;0,124;0,3;A;45,68;67,52;6,5;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;76,1;22;28;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Epoxy coated aluminum;4;6;6;yes;piece;1
GADC RX 035.2/3WL/HDE4A.TNPN;GADC RX;035.2/3WL/HDE4A.TNPN;n/a;finoox;203-1AKY.2PX.1H3.RJWV-R23.01.0000.010;GADC RX 035.2-08_3-04-A0W-CC-E32AX-3125_Epoxy;5901;A;3;1;3125;Axial;9,293;7,079;9,491;8,066;10,135;8,077;9,626;8,042;9,19;7,695;9,239;7,149;85,6;3725;850;9;VT03208;0,188;0,3;A;47,22;69,28;10,1;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;268;;963;93;22;35;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;633;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;4;8;yes;piece;1
GADC RX 035.2/1WL/FDE7E.TNNN;GADC RX;035.2/1WL/FDE7E.TNNN;n/a;finoox;203-1AG7.2PX.1HH.RJVX-R23.01.0800.000;GADC RX 035.2-06_1-07-E0W-CC-E32AX-3125_Epoxy;3174;E;1;1;3125;Axial;2,475;1,859;2,548;2,148;2,789;2,202;2,635;2,194;2,511;2,084;2,467;1,891;12,65;1460;850;6;VT03208;0,062;0,3;A;42,98;64,51;2,8;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;41,4;16;22;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GADC RX 035.2/1WL/HDC7A.TNPN;GADC RX;035.2/1WL/HDC7A.TNPN;n/a;finoox;203-1AQJ.2PX.1H5.RJVY-R23.01.0000.010;GADC RX 035.2-08_1-07-A0W-CC-E32AX-3125_PC;4129;A;1;1;3125;Axial;2,657;1,933;2,764;2,278;2,974;2,31;2,829;2,308;2,715;2,192;2,611;1,947;16,87;1410;850;6;VT03208;0,062;0,3;A;42,98;64,51;3,6;;230/400V+N+PE - 2,8kW;AY7.002384;DualCompact_1_04_1_o;1096;1026;268;616;963;40;16;22;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;545;;;;;;;;no;no;C;E;Powder coated;7;16;8;yes;piece;1
GADC RX 035.2/4XL/DEA4A.TNNN;GADC RX;035.2/4XL/DEA4A.TNNN;n/a;finoox;203-1AF2.2PZ.1HN.SJ9U-R23.01.0000.000;GADC RX 035.2-04_4-04-A0X-CL-E32AX-3127_Alu;6212;A;4;1;3127;Axial;12,006;8,956;12,087;10,315;13,58;10,763;12,583;10,415;11,831;10,042;11,941;9,164;71,34;6988;930;13;VT03208;0,333;0,39;B;52,19;74,53;8,8;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;113;22;42;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;593;;;;;;;;no;no;L;E;Aluminum;4;2;4;yes;piece;1
GADC RX 035.2/3XL/FEC4E.TNNN;GADC RX;035.2/3XL/FEC4E.TNNN;n/a;finoox;203-1AUX.2PZ.1HS.RJWT-R23.01.0800.000;GADC RX 035.2-06_3-04-E0X-CL-E32AX-3127_PC;7461;E;3;1;3127;Axial;9,73;7,141;9,838;8,188;10,789;8,481;10,051;8,409;9,574;7,902;9,454;7,208;80,25;4998;930;11;VT03208;0,25;0,39;B;51,18;73,28;9,7;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;104,7;22;35;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;L;E;Powder coated;4;4;6;yes;piece;1
GADC RX 035.1/31E/FEE4A.TNPN;GADC RX;035.1/31E/FEE4A.TNPN;n/a;finoox;203-1ALY.2HK.1HS.RJTX-R23.01.0000.010;GADC RX 035.1-06_3-04-AE51-CL-E32AX-2909_Epoxy;6823;A;3;1;2909;Axial;7,048;5,441;7,335;6,133;7,626;6,108;7,369;6,082;7,047;5,856;7,027;5,549;80,25;2783;535;6;VT03192U.1;0,064;0,18;A+;26,9;49;9,7;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;318;;963;91,6;22;35;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;633;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GADC RX 035.1/31E/HEE4A.TNPN;GADC RX;035.1/31E/HEE4A.TNPN;n/a;finoox;203-1AM0.2HK.1JN.RJWR-R23.01.0000.010;GADC RX 035.1-08_3-04-AE51-CL-E32AX-2909_Epoxy;7262;A;3;1;2909;Axial;7,238;5,554;7,51;6,296;7,768;6,163;7,475;6,173;7,187;5,948;7,207;5,577;107;2615;535;6;VT03192U.1;0,065;0,18;A+;25,49;47,59;12,4;;(2x) 400V 3~N+PE - 9,3kW;AY7.002390;DualCompact_3_08_1_o;2456;1026;318;;963;100,5;22;28;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;750;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;6;8;yes;piece;1
GADC RX 035.1/21E/HEE7E.TNPN;GADC RX;035.1/21E/HEE7E.TNPN;n/a;finoox;203-1AKF.2HK.1HW.RJTQ-R23.01.0800.010;GADC RX 035.1-08_2-07-EE51-CL-E32AX-2909_Epoxy;5643;E;2;1;2909;Axial;4,683;3,662;4,897;4,102;5,055;4,088;4,93;4,082;4,746;3,913;4,672;3,701;42,18;2001;535;5;VT03192U.1;0,042;0,18;A+;27,08;48,92;8,4;400V 3~+N+PE - 6,2kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;79,7;22;28;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002377;8;0;1608;2;150;1610;no;no;L;E;Epoxy coated aluminum;7;8;8;yes;piece;1
GADC RX 035.1/41E/FDC7A.TNNN;GADC RX;035.1/41E/FDC7A.TNNN;n/a;finoox;203-1AWA.2HK.1H9.RJWQ-R23.01.0000.000;GADC RX 035.1-06_4-07-AE51-CC-E32AX-2909_PC;8091;A;4;1;2909;Axial;6,852;5,179;7,088;5,947;7,609;5,998;7,235;5,99;6,939;5,721;6,829;5,234;50,62;3754;535;8;VT03192U.1;0,086;0,18;A+;28,22;50,52;9,9;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;102,6;22;28;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;593;;;;;;;;no;no;C;E;Powder coated;7;4;6;yes;piece;1
GADC RX 035.2/3WN/DDA7A.TNNN;GADC RX;035.2/3WN/DDA7A.TNNN;n/a;finoox;203-1ABC.2PV.1HE.RJP3-R23.01.0000.000;GADC RX 035.2-04_3-07-A0W-CC-E32AX-3123_Alu;4643;A;3;1;3123;Axial;7,186;5,14;7,52;6,014;8,171;6,261;7,787;6,216;7,451;5,902;7,014;5,192;25,31;6714;1340;16;VT03207;0,47;0,73;D;57,22;79,28;5,2;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;80,8;16;28;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;552;;;;;;;;no;no;C;E;Aluminum;7;4;4;yes;piece;1
GADC RX 035.2/2WN/FEA7A.TNNN;GADC RX;035.2/2WN/FEA7A.TNNN;n/a;finoox;203-1AAC.2PV.1HR.RJTU-R23.01.0000.000;GADC RX 035.2-06_2-07-A0W-CL-E32AX-3123_Alu;3961;A;2;1;3123;Axial;7,454;5,477;7,623;6,346;8,35;6,532;7,91;6,496;7,556;6,165;7,223;5,522;31,64;4714;1340;12;VT03207;0,307;0,73;C;55,68;77,52;6,5;;400V 3~N+PE - 5,1kW;AY7.002385;DualCompact_2_04_1_o;1776;1026;318;1296;963;71,2;22;28;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;564;;;;;;;;no;no;L;E;Aluminum;7;6;6;yes;piece;1
GADC RX 035.2/2WN/FEA7E.TNPN;GADC RX;035.2/2WN/FEA7E.TNPN;n/a;finoox;203-1AAD.2PV.1HR.RJTU-R23.01.0800.010;GADC RX 035.2-06_2-07-E0W-CL-E32AX-3123_Alu;4767;E;2;1;3123;Axial;7,454;5,477;7,623;6,346;8,35;6,532;7,91;6,496;7,556;6,165;7,223;5,522;31,64;4714;1340;12;VT03207;0,307;0,73;C;55,68;77,52;6,5;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;78,1;22;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Aluminum;7;6;6;yes;piece;1
GADC RX 035.2/1WN/FDA7A.TNPN;GADC RX;035.2/1WN/FDA7A.TNPN;n/a;finoox;203-1A76.2PV.1HK.RJW4-R23.01.0000.010;GADC RX 035.2-06_1-07-A0W-CC-E32AX-3123_Alu;2975;A;1;1;3123;Axial;3,183;2,448;3,304;2,802;3,601;2,88;3,429;2,857;3,273;2,74;3,194;2,523;12,65;2149;1340;9;VT03207;0,159;0,73;C;52,98;74,51;2,9;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;39,3;16;22;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;411;;;;;;;;no;no;C;E;Aluminum;7;8;6;yes;piece;1
GADC RX 035.2/2WN/FDE4E.TNNN;GADC RX;035.2/2WN/FDE4E.TNNN;n/a;finoox;203-1AHT.2PV.1H9.RJWQ-R23.01.0800.000;GADC RX 035.2-06_2-04-E0W-CC-E32AX-3123_Epoxy;4303;E;2;1;3123;Axial;7,323;5,465;7,286;6,271;8,271;6,561;7,657;6,492;7,21;6,094;7,283;5,577;42,8;3884;1340;11;VT03207;0,325;0,73;D;55,72;77,52;5,3;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;70;22;28;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;C;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GADC RX 035.2/4WN/HEE4A.TNPN;GADC RX;035.2/4WN/HEE4A.TNPN;n/a;finoox;203-1AP4.2PV.1JK.SJ9Q-R23.01.0000.010;GADC RX 035.2-08_4-04-A0W-CL-E32AX-3123_Epoxy;7711;A;4;1;3123;Axial;18,147;12,741;19,153;15,36;20,479;15,705;19,503;15,596;18,688;14,712;17,674;12,741;142,67;8259;1340;15;VT03207;0,642;0,73;C;58,19;80,53;16,6;;(2x) 400V 3~N+PE - 11,9kW;AY7.002391;DualCompact_4_08_1_o;3136;1026;318;;963;142,2;22;42;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;803;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;4;8;yes;piece;1
GADC RX 035.2/4WN/HEE4E.TNPN;GADC RX;035.2/4WN/HEE4E.TNPN;n/a;finoox;203-1AP5.2PV.1JK.SJ9Q-R23.01.0800.010;GADC RX 035.2-08_4-04-E0W-CL-E32AX-3123_Epoxy;8514;E;4;1;3123;Axial;18,147;12,741;19,153;15,36;20,479;15,705;19,503;15,596;18,688;14,712;17,674;12,741;142,67;8259;1340;15;VT03207;0,642;0,73;C;58,19;80,53;16,6;(2x) 400V 3~N+PE - 11,8kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;154,3;22;42;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI29681100230;H01HC29401500230;;AY7.002379;8;0;2968;2;150;2940;no;no;L;E;Epoxy coated aluminum;4;4;8;yes;piece;1
GADC RX 035.2/1WN/DEE7E.TNPN;GADC RX;035.2/1WN/DEE7E.TNPN;n/a;finoox;203-1AH7.2PV.1H4.RJPA-R23.01.0800.010;GADC RX 035.2-04_1-07-E0W-CL-E32AX-3123_Epoxy;3399;E;1;1;3123;Axial;2,78;2,051;2,827;2,37;3,151;2,469;2,962;2,456;2,821;2,321;2,728;2,096;10,55;2429;1340;9;VT03207;0,152;0,73;D;52,94;74,51;2,5;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;44,5;16;22;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;L;E;Epoxy coated aluminum;7;10;4;yes;piece;1
GADC RX 035.2/3WN/HEC4A.TNNN;GADC RX;035.2/3WN/HEC4A.TNNN;n/a;finoox;203-1AUY.2PV.1JK.SJ9U-R23.01.0000.000;GADC RX 035.2-08_3-04-A0W-CL-E32AX-3123_PC;7138;A;3;1;3123;Axial;12,872;9,492;13,041;10,872;14,222;11,199;13,294;11,121;12,653;10,455;12,559;9,577;107;6194;1340;13;VT03207;0,481;0,73;C;57,18;79,28;12,7;;(2x) 400V 3~N+PE - 9,3kW;AY7.002390;DualCompact_3_08_1_o;2456;1026;318;;963;110,7;22;42;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;750;;;;;;;;no;no;L;E;Powder coated;4;4;8;yes;piece;1
GADC RX 035.1/21N/DEA7A.TNNN;GADC RX;035.1/21N/DEA7A.TNNN;n/a;finoox;203-1AAA.2HF.1HM.RJTT-R23.01.0000.000;GADC RX 035.1-04_2-07-AE11-CL-E32AX-2905_Alu;4179;A;2;1;2905;Axial;6,131;4,625;6,244;5,301;6,9;5,493;6,528;5,447;6,232;5,171;6,119;4,786;21,09;5673;1475;15;VT03192U.1;0,325;1,35;C;49,66;71,51;4,5;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;318;1296;963;59,9;22;28;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;L;E;Aluminum;7;4;4;yes;piece;1
GADC RX 035.1/11N/FDA7A.TNNN;GADC RX;035.1/11N/FDA7A.TNNN;n/a;finoox;203-1A76.2HF.1HK.RJW4-R23.01.0000.000;GADC RX 035.1-06_1-07-AE11-CC-E32AX-2905_Alu;2972;A;1;1;2905;Axial;3,418;2,606;3,5;2,985;3,821;3,056;3,65;3,033;3,484;2,904;3,42;2,687;12,65;2411;1475;10;VT03192U.1;0,162;1,35;C;45,38;66,91;2,9;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;36,5;16;22;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;411;;;;;;;;no;no;C;E;Aluminum;7;8;6;yes;piece;1
GADC RX 035.1/21N/FDA7E.TNPN;GADC RX;035.1/21N/FDA7E.TNPN;n/a;finoox;203-1A9B.2HF.1H9.RJWQ-R23.01.0800.010;GADC RX 035.1-06_2-07-EE11-CC-E32AX-2905_Alu;4913;E;2;1;2905;Axial;6,846;5,237;7,01;5,987;7,66;6,128;7,311;6,082;6,977;5,805;6,855;5,392;25,31;4823;1475;14;VT03192U.1;0,324;1,35;C;48,12;69,92;5,3;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;64;22;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;C;E;Aluminum;7;4;6;yes;piece;1
GADC RX 035.1/31N/FDE4A.TNNN;GADC RX;035.1/31N/FDE4A.TNNN;n/a;finoox;203-1AKW.2HF.1H9.RJRV-R23.01.0000.000;GADC RX 035.1-06_3-04-AE11-CC-E32AX-2905_Epoxy;5823;A;3;1;2905;Axial;11,205;7,933;11,589;9,385;12,866;9,992;12,085;9,803;11,459;9,165;10,841;7,996;64,2;6418;1475;15;VT03192U.1;0,481;1,35;D;50,76;72,82;7,7;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;80,2;22;28;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;552;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GADC RX 035.1/11N/DDE4A.TNNN;GADC RX;035.1/11N/DDE4A.TNNN;n/a;finoox;203-1AFL.2HF.1HC.RJW0-R23.01.0000.000;GADC RX 035.1-04_1-04-AE11-CC-E32AX-2905_Epoxy;2851;A;1;1;2905;Axial;3,084;2,201;3,052;2,548;3,514;2,794;3,227;2,719;3,022;2,505;2,959;2,268;14,27;2314;1475;10;VT03192U.1;0,162;1,35;D;45,54;67,07;2;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;34;16;22;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;411;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;8;4;yes;piece;1
GADC RX 035.1/41N/DEC7A.TNNN;GADC RX;035.1/41N/DEC7A.TNNN;n/a;finoox;203-1AXA.2HF.1HN.SJ9U-R23.01.0000.000;GADC RX 035.1-04_4-07-AE11-CL-E32AX-2905_PC;8189;A;4;1;2905;Axial;11,409;8,641;11,625;9,873;12,868;10,233;12,153;10,147;11,6;9,635;11,39;8,906;42,18;11347;1475;21;VT03192U.1;0,651;1,35;D;52,17;74,52;8,8;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;106,4;22;42;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;593;;;;;;;;no;no;L;E;Powder coated;7;2;4;yes;piece;1
