TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R454C SC2);DX Evap (R454C SC3);DX Evap (R455A SC2);DX Evap (R455A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC PX 031.1/11M/DFA7E.TNNN;GASC PX;031.1/11M/DFA7E.TNNN;n/a;finoox;251-1B0M.24H.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/17-EL1_.E;1656;E;1;1;2465;Axial;1,835;1,458;2,018;1,624;6,33;1319;1000;9;VT03190;0,036;0,3;;33,88;55,22;1,4;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;15,8;16;18;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC PX 031.1/21M/DDE7A.TNNN;GASC PX;031.1/21M/DDE7A.TNNN;n/a;finoox;251-1B24.24H.3WY.S5QS-P13.01.0000.000;GASC PX 031.1A/27-AL1_.E_Epoxy;2229;A;2;1;2465;Axial;2,544;2,143;2,743;2,396;8,44;1928;1000;11;VT03190;0,073;0,3;;37,42;58,95;1,7;;;;GASC2;1644;580;234;1360;552;21,6;16;18;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;4;4;yes;piece;1
GASC PX 031.1/21M/DFE7A.TNNN;GASC PX;031.1/21M/DFE7A.TNNN;n/a;finoox;251-1B2U.24H.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/27-AL1_.E_Epoxy;2256;A;2;1;2465;Axial;3,622;2,901;3,988;3,237;12,65;2637;1000;13;VT03190;0,072;0,3;;36,61;58,23;2,5;;;;GASC2;1644;580;337;1360;552;24,1;16;18;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;6;4;yes;piece;1
GASC PX 031.1/11M/FFE7A.TNNN;GASC PX;031.1/11M/FFE7A.TNNN;n/a;finoox;251-1B1S.24H.3X9.S5QW-P13.01.0000.000;GASC PX 031.1D/17-AL1_.E_Epoxy;1317;A;1;1;2465;Axial;2,31;1,887;2,55;2,108;9,49;1243;1000;8;VT03190;0,036;0,3;;33,9;55,24;2;;;;GASC1;964;580;337;680;552;15,9;16;18;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC PX 020.1/21N/DDE7E.TNNN;GASC PX;020.1/21N/DDE7E.TNNN;n/a;finoox;251-1CKB.0YE.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/27-EN1_.E_Epoxy;1828;E;2;1;1102;Axial;1,379;0,963;1,492;1,061;4,96;1123;2000;9;VT03033U;0,072;0,26;;46,81;68,11;1;230V 1~ - 0.8kW;;;GASC2;1084;580;234;800;552;14,8;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC10000230230;H03GA10100120230;;AY7.004697.1;2;100;1000;3;0;1010;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC PX 020.1/31N/DDE7E.TNNN;GASC PX;020.1/31N/DDE7E.TNNN;n/a;finoox;251-1CMF.0YE.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/37-EN1_.E_Epoxy;2321;E;3;1;1102;Axial;1,695;1,057;1,831;1,16;7,44;1684;2000;11;VT03033U;0,108;0,26;;48,4;69,87;1,4;230V 1~ - 1.2kW;;;GASC3;1484;580;234;1200;552;20,6;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC14000325230;H03GA14100170230;;AY7.004700.1;2;100;1400;3;0;1410;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC PX 020.1/31N/DDC7A.TNNN;GASC PX;020.1/31N/DDC7A.TNNN;n/a;finoox;251-1CML.0YE.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/37-AN1_.E_PC;1819;A;3;1;1102;Axial;1,588;0,988;1,716;1,084;7,44;1684;2000;11;VT03033U;0,108;0,26;;48,4;69,87;1,4;;;;GASC3;1484;580;234;1200;552;19,1;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC PX 020.1/21N/FDC7A.TNNN;GASC PX;020.1/21N/FDC7A.TNNN;n/a;finoox;251-1CLJ.0YE.3X6.00NN-P13.01.0000.000;GASC PX 020.1B/27-AN1_.E_PC;1467;A;2;1;1102;Axial;1,444;0,922;1,559;1,013;7,44;1071;2000;8;VT03033U;0,071;0,26;;47,04;68,34;1,5;;;;GASC2;1084;580;234;800;552;15,2;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GASC PX 020.1/11N/DDC4E.TNNN;GASC PX;020.1/11N/DDC4E.TNNN;n/a;finoox;251-1AYV.0YE.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/14-EN1_.E_PC;1302;E;1;1;1102;Axial;0,798;0,652;0,906;0,746;4,2;512;2000;6;VT03033U;0,035;0,26;;44,48;65,61;0,5;230V 1~ - 0.5kW;;;GASC1;684;580;234;400;552;9;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC06000133230;H03GA06100073230;;AY7.004696.1;2;100;600;3;0;610;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC PX 020.1/11M/DDA4A.TNNN;GASC PX;020.1/11M/DDA4A.TNNN;n/a;finoox;251-1AYL.0YF.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/14-AL1_.E;608;A;1;1;1103;Axial;0,776;0,647;0,883;0,745;4,2;403;1500;4;VT03033U;0,02;0,16;;40,68;61,81;0,5;;;;GASC1;684;580;234;400;552;8;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC PX 020.1/21M/DDE7A.TNNN;GASC PX;020.1/21M/DDE7A.TNNN;n/a;finoox;251-1CKA.0YF.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/27-AL1_.E_Epoxy;1220;A;2;1;1103;Axial;1,228;0,889;1,332;0,981;4,96;879;1500;7;VT03033U;0,041;0,16;;43,03;64,33;1;;;;GASC2;1084;580;234;800;552;13,7;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC PX 020.1/21M/DDC4E.TNNN;GASC PX;020.1/21M/DDC4E.TNNN;n/a;finoox;251-1CK5.0YF.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/24-EL1_.E_PC;1886;E;2;1;1103;Axial;1,303;0,899;1,417;0,996;8,39;807;1500;6;VT03033U;0,04;0,16;;43,52;64,82;1;230V 1~ - 0.8kW;;;GASC2;1084;580;234;800;552;14,9;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC10000230230;H03GA10100120230;;AY7.004697.1;2;100;1000;3;0;1010;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC PX 031.1/1XN/DFA4A.TNNN;GASC PX;031.1/1XN/DFA4A.TNNN;n/a;finoox;251-1B0Q.245.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/14-ANX_.E;991;A;1;1;2453;Axial;2,61;1,949;2,885;2,187;10,7;1652;1390;11;VT03159U;0,136;0,55;;43,31;64,65;1,3;;;;GASC1;964;580;337;680;552;14,6;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC PX 031.1/2XN/DFC4A.TNNN;GASC PX;031.1/2XN/DFC4A.TNNN;n/a;finoox;251-1B2Q.245.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/24-ANX_.E_PC;2148;A;2;1;2453;Axial;4,685;3,525;5,176;3,952;21,4;3304;1390;16;VT03159U;0,272;0,55;;46,04;67,66;2,5;;;;GASC2;1644;580;337;1360;552;25,5;16;18;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;4;6;4;yes;piece;1
GASC PX 031.1/3WN/FFA4A.TNNN;GASC PX;031.1/3WN/FFA4A.TNNN;n/a;finoox;251-1B4L.246.3X7.S5QU-P13.01.0000.000;GASC PX 031.1D/34-ANW_.E;2559;A;3;1;2454;Axial;9,331;7,447;10,391;8,391;48,15;4313;1300;17;VT03159U;0,307;0,42;;46,89;68,77;5,6;;;;GASC3;2324;580;337;2040;552;42,2;16;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Aluminum;4;4;6;yes;piece;1
GASC PX 031.1/1WN/DFE4E.TNNN;GASC PX;031.1/1WN/DFE4E.TNNN;n/a;finoox;251-1B0V.246.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/14-ENW_.E_Epoxy;1731;E;1;1;2454;Axial;2,482;1,881;2,755;2,116;10,7;1566;1300;11;VT03159U;0,101;0,42;;42,43;63,78;1,3;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;16,4;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC PX 031.1/3WN/DFC7A.TNNN;GASC PX;031.1/3WN/DFC7A.TNNN;n/a;finoox;251-1B4C.246.3X2.S5QZ-P13.01.0000.000;GASC PX 031.1C/37-ANW_.E_PC;2919;A;3;1;2454;Axial;5,906;4,589;6,444;5,089;18,98;5183;1300;20;VT03159U;0,3;0,42;;46,64;68,52;3,8;;;;GASC3;2324;580;337;2040;552;36,3;16;22;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;7;4;4;yes;piece;1
GASC PX 031.1/2WM/DFA4A.TNNN;GASC PX;031.1/2WM/DFA4A.TNNN;n/a;finoox;251-1B2G.247.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/24-ALW_.E;1821;A;2;1;2455;Axial;4,061;3,244;4,535;3,668;21,4;2110;900;10;VT03159U;0,178;0,38;;41,15;62,77;2,5;;;;GASC2;1644;580;337;1360;552;25,5;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC PX 031.1/2WM/DDC7E.TNNN;GASC PX;031.1/2WM/DDC7E.TNNN;n/a;finoox;251-1B29.247.3WY.S5QS-P13.01.0800.000;GASC PX 031.1A/27-ELW_.E_PC;2726;E;2;1;2455;Axial;2,267;1,915;2,529;2,141;8,44;1732;900;10;VT03159U;0,18;0,38;;41,53;63,06;1,7;230V 1~ - 1.3kW;;;GASC2;1644;580;234;1360;552;24,3;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC15600363230;H03GA15700190230;;AY7.004706.1;2;100;1560;3;0;1570;no;no;D;E;Powder coated;7;4;4;yes;piece;1
GASC PX 031.1/2XM/DFE4E.TNNN;GASC PX;031.1/2XM/DFE4E.TNNN;n/a;finoox;251-1B2M.248.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/24-ELX_.E_Epoxy;2730;E;2;1;2456;Axial;3,419;2,801;3,839;3,182;21,4;1653;720;8;VT03159U;0,18;0,39;;37,78;59,4;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;27,3;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GASC PX 031.1/1XM/DDE7A.TNNN;GASC PX;031.1/1XM/DDE7A.TNNN;n/a;finoox;251-1B0C.248.3WZ.S5QQ-P13.01.0000.000;GASC PX 031.1A/17-ALX_.E_Epoxy;1024;A;1;1;2456;Axial;1,044;0,883;1,166;0,996;4,22;693;720;6;VT03159U;0,09;0,39;;35,82;57,07;0,9;;;;GASC1;964;580;234;680;552;13,2;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;8;4;yes;piece;1
GASC PX 031.1/3XM/DFE7E.TNNN;GASC PX;031.1/3XM/DFE7E.TNNN;n/a;finoox;251-1B49.248.3X2.S5QZ-P13.01.0800.000;GASC PX 031.1C/37-ELX_.E_Epoxy;3721;E;3;1;2456;Axial;4,361;3,651;4,892;4,097;18,98;2838;720;11;VT03159U;0,27;0,39;;39,05;60,93;3,8;230V 1~ - 2.4kW;;;GASC3;2324;580;337;2040;552;37,8;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC22400526230;H03GA22800275230;;AY7.004709.1;3;100;2240;3;0;2280;no;no;D;E;Epoxy coated aluminum;7;4;4;yes;piece;1
GASC PX 031.1/2XM/DDC7A.TNNN;GASC PX;031.1/2XM/DDC7A.TNNN;n/a;finoox;251-1B28.248.3WY.S5QS-P13.01.0000.000;GASC PX 031.1A/27-ALX_.E_PC;2120;A;2;1;2456;Axial;1,975;1,673;2,206;1,886;8,44;1385;720;8;VT03159U;0,18;0,39;;38,55;60,08;1,7;;;;GASC2;1644;580;234;1360;552;22,8;16;18;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;7;4;4;yes;piece;1
GASC PX 031.1/21N/DFA4E.TNNN;GASC PX;031.1/21N/DFA4E.TNNN;n/a;finoox;251-1B2H.24G.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/24-EN1_.E;2756;E;2;1;2464;Axial;5,111;3,877;5,657;4,353;21,4;3122;1350;15;VT03190;0,173;0,7;;45,18;66,8;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;26,1;16;18;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC PX 031.1/11N/FFA4A.TNNN;GASC PX;031.1/11N/FFA4A.TNNN;n/a;finoox;251-1B1E.24G.3X9.S5QR-P13.01.0000.000;GASC PX 031.1D/14-AN1_.E;1152;A;1;1;2464;Axial;3,065;2,429;3,414;2,739;16,05;1420;1350;10;VT03190;0,086;0,7;;43,67;65,01;2;;;;GASC1;964;580;337;680;552;16;16;18;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;4;12;6;yes;piece;1
GASC PX 031.1/11N/DFA7E.TNNN;GASC PX;031.1/11N/DFA7E.TNNN;n/a;finoox;251-1B0M.24G.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/17-EN1_.E;1656;E;1;1;2464;Axial;2,119;1,631;2,311;1,808;6,33;1757;1350;12;VT03190;0,087;0,7;;41,44;62,79;1,4;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;15,8;16;18;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC PX 031.1/21N/DFE7A.TNNN;GASC PX;031.1/21N/DFE7A.TNNN;n/a;finoox;251-1B2U.24G.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/27-AN1_.E_Epoxy;2256;A;2;1;2464;Axial;4,197;3,26;4,584;3,617;12,65;3514;1350;17;VT03190;0,173;0,7;;44,18;65,8;2,5;;;;GASC2;1644;580;337;1360;552;24,1;16;18;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;6;4;yes;piece;1
GASC PX 031.1/11N/DFE7E.TNNN;GASC PX;031.1/11N/DFE7E.TNNN;n/a;finoox;251-1B13.24G.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/17-EN1_.E_Epoxy;1820;E;1;1;2464;Axial;2,088;1,613;2,281;1,79;6,33;1757;1350;12;VT03190;0,087;0,7;;41,44;62,79;1,4;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;15,8;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Epoxy coated aluminum;7;12;4;yes;piece;1
GASC PX 031.1/21N/FFE7A.TNNN;GASC PX;031.1/21N/FFE7A.TNNN;n/a;finoox;251-1B3J.24G.3X8.S5QZ-P13.01.0000.000;GASC PX 031.1D/27-AN1_.E_Epoxy;2382;A;2;1;2464;Axial;5,498;4,379;6,022;4,868;18,98;3295;1350;16;VT03190;0,173;0,7;;44,62;66,24;3,8;;;;GASC2;1644;580;337;1360;552;28,2;16;22;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;6;6;yes;piece;1
GASC PX 031.1/41N/FFE7E.TNNN;GASC PX;031.1/41N/FFE7E.TNNN;n/a;finoox;251-1B61.24G.3X7.SJ5F-P13.01.0800.000;GASC PX 031.1D/47-EN1_.E_Epoxy;5507;E;4;1;2464;Axial;10,741;8,02;11,645;8,848;37,96;6590;1350;22;VT03190;0,346;0,7;;47,13;69,25;7,4;400V 3~N - 3.8kW;;;GASC4;3004;580;337;1360;552;54,5;22;22;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC29200690230;H03GA29600355230;;AY7.004710.1;4;100;2920;3;0;2960;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC PX 031.1/21N/DFC7E.TNNN;GASC PX;031.1/21N/DFC7E.TNNN;n/a;finoox;251-1B2Z.24G.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/27-EN1_.E_PC;3061;E;2;1;2464;Axial;3,96;3,066;4,32;3,4;12,65;3514;1350;17;VT03190;0,173;0,7;;44,18;65,8;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;25,9;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Powder coated;7;6;4;yes;piece;1
GASC PX 031.1/11N/FFC7A.TNNN;GASC PX;031.1/11N/FFC7A.TNNN;n/a;finoox;251-1B1W.24G.3X9.S5QW-P13.01.0000.000;GASC PX 031.1D/17-AN1_.E_PC;1401;A;1;1;2464;Axial;2,582;2,04;2,824;2,266;9,49;1647;1350;11;VT03190;0,087;0,7;;41,89;63,23;2;;;;GASC1;964;580;337;680;552;15,9;16;18;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC PX 031.1/31N/DFC7A.TNNN;GASC PX;031.1/31N/DFC7A.TNNN;n/a;finoox;251-1B4C.24G.3X2.S5QZ-P13.01.0000.000;GASC PX 031.1C/37-AN1_.E_PC;3264;A;3;1;2464;Axial;5,951;4,616;6,49;5,118;18,98;5271;1350;21;VT03190;0,26;0,7;;45,67;67,56;3,8;;;;GASC3;2324;580;337;2040;552;34,5;16;22;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;4;4;yes;piece;1
GASC PX 031.1/11M/FFA7E.TNNN;GASC PX;031.1/11M/FFA7E.TNNN;n/a;finoox;251-1B1B.24H.3X9.S5QW-P13.01.0800.000;GASC PX 031.1D/17-EL1_.E;1873;E;1;1;2465;Axial;2,344;1,909;2,584;2,132;9,49;1243;1000;8;VT03190;0,036;0,3;;33,9;55,24;2;230V 1~ - 1.1kW;;;GASC1;964;580;337;680;552;17,7;16;18;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004704.1;4;100;880;3;0;890;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GASC PX 020.1/31N/FDA7A.TNNN;GASC PX;020.1/31N/FDA7A.TNNN;n/a;finoox;251-1CMS.0YE.3YL.S5QQ-P13.01.0000.000;GASC PX 020.1B/37-AN1_.E;1560;A;3;1;1102;Axial;2,703;1,889;2,92;2,079;11,17;1606;2000;10;VT03033U;0,107;0,26;;48,64;70,11;2,2;;;;GASC3;1484;580;234;1200;552;21,5;16;18;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GASC PX 020.1/31N/DDE4A.TNNN;GASC PX;020.1/31N/DDE4A.TNNN;n/a;finoox;251-1CM2.0YE.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/34-AN1_.E_Epoxy;1649;A;3;1;1102;Axial;1,878;1,129;2,037;1,242;12,59;1536;2000;10;VT03033U;0,105;0,26;;48,91;70,38;1,4;;;;GASC3;1484;580;234;1200;552;19,2;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC PX 020.1/21N/DDE7A.TNNN;GASC PX;020.1/21N/DDE7A.TNNN;n/a;finoox;251-1CKA.0YE.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/27-AN1_.E_Epoxy;1220;A;2;1;1102;Axial;1,379;0,963;1,492;1,061;4,96;1123;2000;9;VT03033U;0,072;0,26;;46,81;68,11;1;;;;GASC2;1084;580;234;800;552;13,7;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC PX 020.1/21N/FDE7E.TNNN;GASC PX;020.1/21N/FDE7E.TNNN;n/a;finoox;251-1CLD.0YE.3X6.00NN-P13.01.0800.000;GASC PX 020.1B/27-EN1_.E_Epoxy;2053;E;2;1;1102;Axial;1,541;0,986;1,665;1,084;7,44;1071;2000;8;VT03033U;0,071;0,26;;47,04;68,34;1,5;230V 1~ - 1.1kW;;;GASC2;1084;580;234;800;552;16,3;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC10000230230;H03GA10100120230;;AY7.004698.1;3;100;1000;3;0;1010;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GASC PX 020.1/31N/DDC4E.TNNN;GASC PX;020.1/31N/DDC4E.TNNN;n/a;finoox;251-1CM9.0YE.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/34-EN1_.E_PC;2491;E;3;1;1102;Axial;1,686;1,01;1,827;1,545;12,59;1536;2000;10;VT03033U;0,105;0,26;;48,91;70,38;1,4;230V 1~ - 1.2kW;;;GASC3;1484;580;234;1200;552;20,7;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC14000325230;H03GA14100170230;;AY7.004700.1;2;100;1400;3;0;1410;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC PX 020.1/31M/DDE7E.TNNN;GASC PX;020.1/31M/DDE7E.TNNN;n/a;finoox;251-1CMF.0YF.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/37-EL1_.E_Epoxy;2321;E;3;1;1103;Axial;1,568;1,007;1,695;1,106;7,44;1319;1500;8;VT03033U;0,062;0,16;;44,63;66,1;1,4;230V 1~ - 1.2kW;;;GASC3;1484;580;234;1200;552;20,6;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC14000325230;H03GA14100170230;;AY7.004700.1;2;100;1400;3;0;1410;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC PX 020.1/31M/DDC7A.TNNN;GASC PX;020.1/31M/DDC7A.TNNN;n/a;finoox;251-1CML.0YF.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/37-AL1_.E_PC;1819;A;3;1;1103;Axial;1,472;0,941;1,59;1,034;7,44;1319;1500;8;VT03033U;0,062;0,16;;44,63;66,1;1,4;;;;GASC3;1484;580;234;1200;552;19,1;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC PX 020.1/31M/DDC4E.TNNN;GASC PX;020.1/31M/DDC4E.TNNN;n/a;finoox;251-1CM9.0YF.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/34-EL1_.E_PC;2491;E;3;1;1103;Axial;1,577;0,969;1,708;1,067;12,59;1210;1500;8;VT03033U;0,061;0,16;;45,11;66,58;1,4;230V 1~ - 1.2kW;;;GASC3;1484;580;234;1200;552;20,7;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC14000325230;H03GA14100170230;;AY7.004700.1;2;100;1400;3;0;1410;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC PX 031.1/1XN/DFA7A.TNNN;GASC PX;031.1/1XN/DFA7A.TNNN;n/a;finoox;251-1B0L.245.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/17-ANX_.E;991;A;1;1;2453;Axial;2,157;1,654;2,351;1,833;6,33;1833;1390;12;VT03159U;0,135;0,55;;43,8;65,14;1,4;;;;GASC1;964;580;337;680;552;14,5;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Aluminum;7;12;4;yes;piece;1
