TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R454C SC2);DX Evap (R454C SC3);DX Evap (R455A SC2);DX Evap (R455A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC PX 020.1/31M/DDA4A.TNNN;GASC PX;020.1/31M/DDA4A.TNNN;n/a;finoox;251-1CLW.0YF.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/34-AL1_.E;1350;A;3;1;1103;Axial;1,772;1,089;1,919;1,199;12,59;1210;1500;8;VT03033U;0,061;0,16;;45,11;66,58;1,4;;;;GASC3;1484;580;234;1200;552;19,2;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC PX 020.1/31M/DDE7A.TNNN;GASC PX;020.1/31M/DDE7A.TNNN;n/a;finoox;251-1CME.0YF.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/37-AL1_.E_Epoxy;1649;A;3;1;1103;Axial;1,568;1,007;1,695;1,106;7,44;1319;1500;8;VT03033U;0,062;0,16;;44,63;66,1;1,4;;;;GASC3;1484;580;234;1200;552;19,1;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC PX 020.1/21M/DDE7E.TNNN;GASC PX;020.1/21M/DDE7E.TNNN;n/a;finoox;251-1CKB.0YF.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/27-EL1_.E_Epoxy;1828;E;2;1;1103;Axial;1,228;0,889;1,332;0,981;4,96;879;1500;7;VT03033U;0,041;0,16;;43,03;64,33;1;230V 1~ - 0.8kW;;;GASC2;1084;580;234;800;552;14,8;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC10000230230;H03GA10100120230;;AY7.004697.1;2;100;1000;3;0;1010;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC PX 020.1/21M/DDC4A.TNNN;GASC PX;020.1/21M/DDC4A.TNNN;n/a;finoox;251-1CK4.0YF.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/24-AL1_.E_PC;1281;A;2;1;1103;Axial;1,303;0,899;1,417;0,996;8,39;807;1500;6;VT03033U;0,04;0,16;;43,52;64,82;1;;;;GASC2;1084;580;234;800;552;13,8;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC PX 031.1/1XN/FFA4A.TNNN;GASC PX;031.1/1XN/FFA4A.TNNN;n/a;finoox;251-1B1E.245.3X9.S5QR-P13.01.0000.000;GASC PX 031.1D/14-ANX_.E;1036;A;1;1;2453;Axial;3,187;2,505;3,545;2,82;16,05;1509;1390;10;VT03159U;0,136;0,55;;43,17;64,51;2;;;;GASC1;964;580;337;680;552;16,6;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Aluminum;4;12;6;yes;piece;1
GASC PX 031.1/2XN/DFA7E.TNNN;GASC PX;031.1/2XN/DFA7E.TNNN;n/a;finoox;251-1B2D.245.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/27-ENX_.E;2524;E;2;1;2453;Axial;4,337;3,344;4,725;3,705;12,65;3666;1390;18;VT03159U;0,27;0,55;;46,53;68,15;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;27,1;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Aluminum;7;6;4;yes;piece;1
GASC PX 031.1/1XN/DFE4E.TNNN;GASC PX;031.1/1XN/DFE4E.TNNN;n/a;finoox;251-1B0V.245.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/14-ENX_.E_Epoxy;1731;E;1;1;2453;Axial;2,552;1,919;2,828;2,155;10,7;1652;1390;11;VT03159U;0,136;0,55;;43,31;64,65;1,3;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;16,4;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC PX 031.1/2XN/DFE7E.TNNN;GASC PX;031.1/2XN/DFE7E.TNNN;n/a;finoox;251-1B2V.245.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/27-ENX_.E_Epoxy;2730;E;2;1;2453;Axial;4,275;3,307;4,665;3,667;12,65;3666;1390;18;VT03159U;0,27;0,55;;46,53;68,15;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;27,1;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Epoxy coated aluminum;7;6;4;yes;piece;1
GASC PX 031.1/2XN/FFE7E.TNNN;GASC PX;031.1/2XN/FFE7E.TNNN;n/a;finoox;251-1B3K.245.3X8.S5QZ-P13.01.0800.000;GASC PX 031.1D/27-ENX_.E_Epoxy;3008;E;2;1;2453;Axial;5,647;4,474;6,176;4,969;18,98;3462;1390;17;VT03159U;0,271;0,55;;46,21;67,83;3,8;230V 1~ - 2.0kW;;;GASC2;1644;580;337;1360;552;31,4;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC15600363230;H03GA15700190230;;AY7.004707.1;4;100;1560;3;0;1570;no;no;F;E;Epoxy coated aluminum;7;6;6;yes;piece;1
GASC PX 031.1/1WN/FFA4A.TNNN;GASC PX;031.1/1WN/FFA4A.TNNN;n/a;finoox;251-1B1E.246.3X9.S5QR-P13.01.0000.000;GASC PX 031.1D/14-ANW_.E;1036;A;1;1;2454;Axial;3,09;2,445;3,441;2,756;16,05;1438;1300;10;VT03159U;0,102;0,42;;42,65;64;2;;;;GASC1;964;580;337;680;552;16,6;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Aluminum;4;12;6;yes;piece;1
GASC PX 031.1/1WN/DFA7A.TNNN;GASC PX;031.1/1WN/DFA7A.TNNN;n/a;finoox;251-1B0L.246.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/17-ANW_.E;991;A;1;1;2454;Axial;2,103;1,622;2,295;1,799;6,33;1728;1300;12;VT03159U;0,1;0,42;;42,41;63,75;1,4;;;;GASC1;964;580;337;680;552;14,5;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC PX 031.1/1WN/DFA7E.TNNN;GASC PX;031.1/1WN/DFA7E.TNNN;n/a;finoox;251-1B0M.246.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/17-ENW_.E;1539;E;1;1;2454;Axial;2,103;1,622;2,295;1,799;6,33;1728;1300;12;VT03159U;0,1;0,42;;42,41;63,75;1,4;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;16,4;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC PX 031.1/1WN/FFE4A.TNNN;GASC PX;031.1/1WN/FFE4A.TNNN;n/a;finoox;251-1B1J.246.3X9.S5QR-P13.01.0000.000;GASC PX 031.1D/14-ANW_.E_Epoxy;1201;A;1;1;2454;Axial;3,033;2,408;3,343;2,721;16,05;1438;1300;10;VT03159U;0,102;0,42;;42,65;64;2;;;;GASC1;964;580;337;680;552;16,6;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;12;6;yes;piece;1
GASC PX 031.1/4WN/FFC7A.TNNN;GASC PX;031.1/4WN/FFC7A.TNNN;n/a;finoox;251-1B64.246.3X7.SJ5F-P13.01.0000.000;GASC PX 031.1D/47-ANW_.E_PC;3911;A;4;1;2454;Axial;10,082;7,509;10,923;8,281;37,96;6555;1300;22;VT03159U;0,404;0,42;;47,61;69,74;7,4;;;;GASC4;3004;580;337;1360;552;55;22;22;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;7;4;6;yes;piece;1
GASC PX 031.1/2WM/DDA7A.TNNN;GASC PX;031.1/2WM/DDA7A.TNNN;n/a;finoox;251-1B20.247.3WY.S5QS-P13.01.0000.000;GASC PX 031.1A/27-ALW_.E;1757;A;2;1;2455;Axial;2,437;2,059;2,719;2,302;8,44;1732;900;10;VT03159U;0,18;0,38;;41,53;63,06;1,7;;;;GASC2;1644;580;234;1360;552;22,8;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Aluminum;7;4;4;yes;piece;1
GASC PX 031.1/1WM/DFE4A.TNNN;GASC PX;031.1/1WM/DFE4A.TNNN;n/a;finoox;251-1B0U.247.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/14-ALW_.E_Epoxy;1157;A;1;1;2455;Axial;1,983;1,579;2,216;1,788;10,7;1055;900;7;VT03159U;0,089;0,38;;38,42;59,76;1,3;;;;GASC1;964;580;337;680;552;14,6;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC PX 031.1/2WM/FFE7E.TNNN;GASC PX;031.1/2WM/FFE7E.TNNN;n/a;finoox;251-1B3K.247.3X8.S5QZ-P13.01.0800.000;GASC PX 031.1D/27-ELW_.E_Epoxy;3008;E;2;1;2455;Axial;4,348;3,595;4,809;4,02;18,98;2263;900;11;VT03159U;0,178;0,38;;41,09;62,71;3,8;230V 1~ - 2.0kW;;;GASC2;1644;580;337;1360;552;31,4;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC15600363230;H03GA15700190230;;AY7.004707.1;4;100;1560;3;0;1570;no;no;F;E;Epoxy coated aluminum;7;6;6;yes;piece;1
GASC PX 031.1/2WM/DFC7A.TNNN;GASC PX;031.1/2WM/DFC7A.TNNN;n/a;finoox;251-1B2Y.247.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/27-ALW_.E_PC;2127;A;2;1;2455;Axial;3,251;2,621;3,585;2,927;12,65;2416;900;12;VT03159U;0,176;0,38;;41,05;62,67;2,5;;;;GASC2;1644;580;337;1360;552;25,3;16;18;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;7;6;4;yes;piece;1
GASC PX 031.1/2WM/DFC7E.TNNN;GASC PX;031.1/2WM/DFC7E.TNNN;n/a;finoox;251-1B2Z.247.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/27-ELW_.E_PC;2832;E;2;1;2455;Axial;3,251;2,621;3,585;2,927;12,65;2416;900;12;VT03159U;0,176;0,38;;41,05;62,67;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;27,1;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Powder coated;7;6;4;yes;piece;1
GASC PX 031.1/1XM/DDA7A.TNNN;GASC PX;031.1/1XM/DDA7A.TNNN;n/a;finoox;251-1AZW.248.3WZ.S5QQ-P13.01.0000.000;GASC PX 031.1A/17-ALX_.E;873;A;1;1;2456;Axial;1,061;0,898;1,185;1,012;4,22;693;720;6;VT03159U;0,09;0,39;;35,82;57,07;0,9;;;;GASC1;964;580;234;680;552;13,2;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Aluminum;7;8;4;yes;piece;1
GASC PX 031.1/1XM/DFA7A.TNNN;GASC PX;031.1/1XM/DFA7A.TNNN;n/a;finoox;251-1B0L.248.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/17-ALX_.E;991;A;1;1;2456;Axial;1,471;1,224;1,65;1,373;6,33;946;720;6;VT03159U;0,09;0,39;;34,82;56,16;1,4;;;;GASC1;964;580;337;680;552;14,5;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC PX 031.1/2XM/DFA7A.TNNN;GASC PX;031.1/2XM/DFA7A.TNNN;n/a;finoox;251-1B2C.248.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/27-ALX_.E;1821;A;2;1;2456;Axial;2,948;2,463;3,307;2,763;12,65;1892;720;9;VT03159U;0,18;0,39;;37,55;59,17;2,5;;;;GASC2;1644;580;337;1360;552;25,3;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Aluminum;7;6;4;yes;piece;1
GASC PX 031.1/1XM/FFA7E.TNNN;GASC PX;031.1/1XM/FFA7E.TNNN;n/a;finoox;251-1B1B.248.3X9.S5QW-P13.01.0800.000;GASC PX 031.1D/17-ELX_.E;1758;E;1;1;2456;Axial;1,843;1,553;2,057;1,734;9,49;890;720;6;VT03159U;0,09;0,39;;34,86;56,2;2;230V 1~ - 1.1kW;;;GASC1;964;580;337;680;552;18,3;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC08800200230;H03GA08900107230;;AY7.004704.1;4;100;880;3;0;890;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GASC PX 031.1/1XM/DDC7A.TNNN;GASC PX;031.1/1XM/DDC7A.TNNN;n/a;finoox;251-1B0G.248.3WZ.S5QQ-P13.01.0000.000;GASC PX 031.1A/17-ALX_.E_PC;1099;A;1;1;2456;Axial;0,987;0,835;1,102;0,941;4,22;693;720;6;VT03159U;0,09;0,39;;35,82;57,07;0,9;;;;GASC1;964;580;234;680;552;13,2;16;18;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;7;8;4;yes;piece;1
GASC PX 031.1/3XM/FFC7E.TNNN;GASC PX;031.1/3XM/FFC7E.TNNN;n/a;finoox;251-1B53.248.3X7.SJ5F-P13.01.0800.000;GASC PX 031.1D/37-ELX_.E_PC;4238;E;3;1;2456;Axial;5,165;4,361;5,754;4,868;28,47;2671;720;10;VT03159U;0,27;0,39;;39,09;60,97;5,7;230V 1~ - 2.9kW;;;GASC3;2324;580;337;2040;552;44,1;22;22;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC22400526230;H03GA22800275230;;AY7.004708.1;4;100;2240;3;0;2280;no;no;F;E;Powder coated;7;4;6;yes;piece;1
GASC PX 031.1/21N/FFA7E.TNNN;GASC PX;031.1/21N/FFA7E.TNNN;n/a;finoox;251-1B33.24G.3X8.S5QZ-P13.01.0800.000;GASC PX 031.1D/27-EN1_.E;2995;E;2;1;2464;Axial;5,575;4,427;6,096;4,916;18,98;3295;1350;16;VT03190;0,173;0,7;;44,62;66,24;3,8;230V 1~ - 2.0kW;;;GASC2;1644;580;337;1360;552;30,2;16;22;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC15600363230;H03GA15700190230;;AY7.004707.1;4;100;1560;3;0;1570;no;no;F;E;Aluminum;7;6;6;yes;piece;1
GASC PX 031.1/11N/FFE4E.TNNN;GASC PX;031.1/11N/FFE4E.TNNN;n/a;finoox;251-1B1K.24G.3X9.S5QR-P13.01.0800.000;GASC PX 031.1D/14-EN1_.E_Epoxy;2039;E;1;1;2464;Axial;3,009;2,393;3,318;2,705;16,05;1420;1350;10;VT03190;0,086;0,7;;43,67;65,01;2;230V 1~ - 1.1kW;;;GASC1;964;580;337;680;552;17,8;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004704.1;4;100;880;3;0;890;no;no;F;E;Epoxy coated aluminum;4;12;6;yes;piece;1
GASC PX 031.1/21N/FFE4A.TNNN;GASC PX;031.1/21N/FFE4A.TNNN;n/a;finoox;251-1B3A.24G.3X8.S2SD-P13.01.0000.000;GASC PX 031.1D/24-AN1_.E_Epoxy;2382;A;2;1;2464;Axial;6,047;4,838;6,664;5,468;32,1;2840;1350;14;VT03190;0,173;0,7;;46,4;68,02;3,8;;;;GASC2;1644;580;337;1360;552;28,6;16;22;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;6;6;yes;piece;1
GASC PX 031.1/11N/FFC7E.TNNN;GASC PX;031.1/11N/FFC7E.TNNN;n/a;finoox;251-1B1X.24G.3X9.S5QW-P13.01.0800.000;GASC PX 031.1D/17-EN1_.E_PC;2124;E;1;1;2464;Axial;2,582;2,04;2,824;2,266;9,49;1647;1350;11;VT03190;0,087;0,7;;41,89;63,23;2;230V 1~ - 1.1kW;;;GASC1;964;580;337;680;552;17,7;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004704.1;4;100;880;3;0;890;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC PX 031.1/41N/FFC7A.TNNN;GASC PX;031.1/41N/FFC7A.TNNN;n/a;finoox;251-1B64.24G.3X7.SJ5F-P13.01.0000.000;GASC PX 031.1D/47-AN1_.E_PC;4369;A;4;1;2464;Axial;10,108;7,523;10,951;8,296;37,96;6590;1350;22;VT03190;0,346;0,7;;47,13;69,25;7,4;;;;GASC4;3004;580;337;1360;552;52,6;22;22;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;4;6;yes;piece;1
GASC PX 031.1/11M/DFC7A.TNNN;GASC PX;031.1/11M/DFC7A.TNNN;n/a;finoox;251-1B16.24H.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/17-AL1_.E_PC;1356;A;1;1;2465;Axial;1,706;1,356;1,876;1,511;6,33;1319;1000;9;VT03190;0,036;0,3;;33,88;55,22;1,4;;;;GASC1;964;580;337;680;552;13,9;16;18;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC PX 031.1/11M/FFC7E.TNNN;GASC PX;031.1/11M/FFC7E.TNNN;n/a;finoox;251-1B1X.24H.3X9.S5QW-P13.01.0800.000;GASC PX 031.1D/17-EL1_.E_PC;2124;E;1;1;2465;Axial;2,18;1,776;2,403;1,983;9,49;1243;1000;8;VT03190;0,036;0,3;;33,9;55,24;2;230V 1~ - 1.1kW;;;GASC1;964;580;337;680;552;17,7;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004704.1;4;100;880;3;0;890;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC PX 020.1/11N/FDA4E.TNNN;GASC PX;020.1/11N/FDA4E.TNNN;n/a;finoox;251-1AZB.0YE.3X6.00NN-P13.01.0800.000;GASC PX 020.1B/14-EN1_.E;1273;E;1;1;1102;Axial;1,068;0,818;1,178;0,916;6,29;476;2000;5;VT03033U;0,035;0,26;;44,99;66,12;0,8;230V 1~ - 0.6kW;;;GASC1;684;580;234;400;552;9,8;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC06000133230;H03GA06100073230;;AY7.004695.1;3;100;600;3;0;610;no;no;F;E;Aluminum;4;24;6;yes;piece;1
GASC PX 020.1/11N/DDA7A.TNNN;GASC PX;020.1/11N/DDA7A.TNNN;n/a;finoox;251-1AYG.0YE.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/17-AN1_.E;608;A;1;1;1102;Axial;0,751;0,617;0,833;0,691;2,48;561;2000;6;VT03033U;0,036;0,26;;43,97;65,1;0,5;;;;GASC1;684;580;234;400;552;8;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC PX 020.1/11N/FDC7A.TNNN;GASC PX;020.1/11N/FDC7A.TNNN;n/a;finoox;251-1AZS.0YE.3X6.00NN-P13.01.0000.000;GASC PX 020.1B/17-AN1_.E_PC;923;A;1;1;1102;Axial;0,894;0,692;0,976;0,767;3,72;535;2000;6;VT03033U;0,036;0,26;;44,2;65,33;0,8;;;;GASC1;684;580;234;400;552;8,7;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GASC PX 020.1/11N/FDC7E.TNNN;GASC PX;020.1/11N/FDC7E.TNNN;n/a;finoox;251-1AZT.0YE.3X6.00NN-P13.01.0800.000;GASC PX 020.1B/17-EN1_.E_PC;1489;E;1;1;1102;Axial;0,894;0,692;0,976;0,767;3,72;535;2000;6;VT03033U;0,036;0,26;;44,2;65,33;0,8;230V 1~ - 0.6kW;;;GASC1;684;580;234;400;552;9,8;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC06000133230;H03GA06100073230;;AY7.004695.1;3;100;600;3;0;610;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GASC PX 020.1/31N/DDC4A.TNNN;GASC PX;020.1/31N/DDC4A.TNNN;n/a;finoox;251-1CM8.0YE.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/34-AN1_.E_PC;1819;A;3;1;1102;Axial;1,686;1,01;1,827;1,545;12,59;1536;2000;10;VT03033U;0,105;0,26;;48,91;70,38;1,4;;;;GASC3;1484;580;234;1200;552;19,2;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC PX 031.1/2XN/FFA4A.TNNN;GASC PX;031.1/2XN/FFA4A.TNNN;n/a;finoox;251-1B36.245.3X8.S2SD-P13.01.0000.000;GASC PX 031.1D/24-ANX_.E;1912;A;2;1;2453;Axial;6,407;5,07;7,126;5,713;32,1;3017;1390;14;VT03159U;0,273;0,55;;45,9;67,52;3,8;;;;GASC2;1644;580;337;1360;552;29,8;16;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Aluminum;4;6;6;yes;piece;1
GASC PX 031.1/4XN/FFE7A.TNNN;GASC PX;031.1/4XN/FFE7A.TNNN;n/a;finoox;251-1B60.245.3X7.SJ5F-P13.01.0000.000;GASC PX 031.1D/47-ANX_.E_Epoxy;3722;A;4;1;2453;Axial;11,001;8,162;11,919;9,001;37,96;6925;1390;23;VT03159U;0,543;0,55;;48,71;70,84;7,4;;;;GASC4;3004;580;337;1360;552;55;22;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC PX 031.1/2XN/FFC4E.TNNN;GASC PX;031.1/2XN/FFC4E.TNNN;n/a;finoox;251-1B3F.245.3X8.S2SD-P13.01.0800.000;GASC PX 031.1D/24-ENX_.E_PC;3196;E;2;1;2453;Axial;5,703;4,512;6,342;5,085;32,1;3017;1390;14;VT03159U;0,273;0,55;;45,9;67,52;3,8;230V 1~ - 2.0kW;;;GASC2;1644;580;337;1360;552;31,7;16;22;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC15600363230;H03GA15700190230;;AY7.004707.1;4;100;1560;3;0;1570;no;no;F;E;Powder coated;4;6;6;yes;piece;1
GASC PX 031.1/1WN/FFE4E.TNNN;GASC PX;031.1/1WN/FFE4E.TNNN;n/a;finoox;251-1B1K.246.3X9.S5QR-P13.01.0800.000;GASC PX 031.1D/14-ENW_.E_Epoxy;1923;E;1;1;2454;Axial;3,033;2,408;3,343;2,721;16,05;1438;1300;10;VT03159U;0,102;0,42;;42,65;64;2;230V 1~ - 1.1kW;;;GASC1;964;580;337;680;552;18,4;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC08800200230;H03GA08900107230;;AY7.004704.1;4;100;880;3;0;890;no;no;F;E;Epoxy coated aluminum;4;12;6;yes;piece;1
GASC PX 031.1/2WN/DFE7E.TNNN;GASC PX;031.1/2WN/DFE7E.TNNN;n/a;finoox;251-1B2V.246.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/27-ENW_.E_Epoxy;2730;E;2;1;2454;Axial;4,165;3,241;4,551;3,597;12,65;3455;1300;17;VT03159U;0,2;0,42;;45,14;66,76;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;27,1;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Epoxy coated aluminum;7;6;4;yes;piece;1
GASC PX 031.1/3WN/DFE7A.TNNN;GASC PX;031.1/3WN/DFE7A.TNNN;n/a;finoox;251-1B48.246.3X2.S5QZ-P13.01.0000.000;GASC PX 031.1C/37-ANW_.E_Epoxy;2757;A;3;1;2454;Axial;6,257;4,879;6,837;5,414;18,98;5183;1300;20;VT03159U;0,3;0,42;;46,64;68,52;3,8;;;;GASC3;2324;580;337;2040;552;36,3;16;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;4;4;yes;piece;1
